id,RT2_I,T2_J,T2_I,T2_Ja,mean_confidence_interval_inf,baseline,T2_Ia,technique,RT2_J,VEC2,VEC1,SCR,U1_K,U1_J,cost_std,runs,U2_I,U2_J,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,4,2048,256,2048,inf,False,2048,DLMT,4,False,True,True,14,20,inf,1,1,18,inf,False,True,inf
2,1,1,32,8,3.8982252294223203,False,1024,DLMT,2,True,True,False,6,25,0.00022873784120687148,10,22,1,3.8983670000000004,True,False,3.8985087705776804
3,1,32,1,32,6.570512793469918,False,1,DLMT,16,False,False,False,9,30,0.0031158793301411026,10,27,1,6.572444,True,False,6.574375206530082
4,32,128,128,128,2.9704686651598653,False,512,DLMT,1,False,False,False,1,22,0.09513199004015421,10,27,1,3.0294309999999998,True,True,3.0883933348401342
5,4,4,1,8,inf,False,64,DLMT,4,True,False,True,19,26,inf,1,1,12,inf,False,False,inf
6,1,32,1,2048,inf,False,16,DLMT,1,False,False,True,8,12,inf,1,1,14,inf,False,False,inf
7,32,1,2,256,inf,False,1,DLMT,4,True,True,True,7,6,inf,1,7,1,inf,False,False,inf
8,4,2,4,1,0.21487994542619568,False,4,DLMT,1,True,True,False,30,1,0.019292433708840363,10,1,8,0.2268373,True,True,0.2387946545738043
9,16,2,128,512,inf,False,128,DLMT,1,True,True,True,12,30,inf,1,1,30,inf,False,False,inf
10,1,2,64,512,inf,False,1,DLMT,32,True,True,True,9,1,inf,1,1,16,inf,False,True,inf
11,16,4,2,32,inf,False,4,DLMT,4,True,False,True,22,14,inf,1,1,1,inf,False,True,inf
12,2,1,512,512,inf,False,2048,DLMT,32,False,False,False,14,2,inf,1,1,2,inf,False,False,inf
13,1,64,8,128,inf,False,128,DLMT,8,False,False,True,2,1,inf,1,1,5,inf,False,True,inf
14,1,1024,512,1,inf,False,512,DLMT,1,False,False,True,9,1,inf,1,4,1,inf,False,True,inf
15,1,64,64,1,inf,False,2048,DLMT,2,True,False,True,25,10,inf,1,21,1,inf,False,True,inf
16,16,16,2048,2048,4.557444330616511,False,1,DLMT,4,True,False,False,1,5,0.09171688448699071,10,1,6,4.61429,True,True,4.671135669383488
17,1,2048,2,1,0.2417942434830653,False,16,DLMT,32,True,True,False,5,30,0.05613074436492001,10,1,17,0.2765838,True,True,0.31137335651693465
18,8,8,2,1,6.8572269973374835,False,64,DLMT,16,False,True,False,1,17,0.0015085675324624922,10,17,1,6.858162,True,False,6.859097002662517
19,16,1,128,8,inf,False,128,DLMT,2,True,True,True,30,12,inf,1,1,29,inf,False,False,inf
20,32,2048,1,1,7.15882581164046,False,1,DLMT,4,False,True,False,26,2,0.002092931198104832,10,1,30,7.1601230000000005,True,False,7.161420188359541
21,32,512,8,2048,inf,False,8,DLMT,4,True,True,True,9,6,inf,1,25,1,inf,False,True,inf
22,2,2048,2,1,inf,False,256,DLMT,4,True,False,True,10,1,inf,1,21,1,inf,False,True,inf
23,16,1,4,1,0.9133499802298982,False,256,DLMT,8,False,True,False,19,3,0.0464008555589226,10,28,1,0.942109,True,True,0.9708680197701017
24,8,256,1,2048,0.7343380005813617,False,256,DLMT,2,False,False,True,25,29,0.01940931887419031,10,7,1,0.7463678,True,True,0.7583975994186384
25,16,256,16,256,inf,False,2048,DLMT,2,True,False,True,9,2,inf,1,30,1,inf,False,False,inf
26,4,4,4,4,inf,False,2048,DLMT,32,False,False,True,13,9,inf,1,12,1,inf,False,True,inf
27,1,32,2048,256,inf,False,2048,DLMT,16,True,True,True,30,24,inf,1,28,1,inf,False,True,inf
28,32,16,4,2048,inf,False,64,DLMT,2,True,False,False,6,17,inf,1,1,30,inf,False,True,inf
29,4,128,2,1,0.2127820973743439,False,1,DLMT,8,True,True,False,13,24,0.025353385888279307,10,1,5,0.22849599999999998,True,True,0.24420990262565606
30,8,16,1024,128,3.7851386940486513,False,1024,DLMT,8,True,False,False,29,7,0.03157060791305732,10,16,1,3.8047059999999995,True,True,3.8242733059513476
31,1,4,1,128,3.130036362255784,False,256,DLMT,2,False,True,False,6,6,0.040748370715894815,10,1,25,3.155292,True,True,3.1805476377442163
32,1,8,256,2048,7.0025571897304015,False,256,DLMT,4,False,False,False,25,16,0.00037078430387490574,10,6,1,7.002787,True,False,7.003016810269598
33,1,1,1,2048,inf,False,2048,DLMT,16,True,False,True,1,1,inf,1,1,24,inf,False,True,inf
34,4,32,2048,128,inf,False,1,DLMT,1,True,False,True,25,1,inf,1,1,22,inf,False,False,inf
35,16,16,32,1024,inf,False,1,DLMT,4,False,False,False,30,21,inf,1,1,23,inf,False,False,inf
36,2,256,2,1,inf,False,512,DLMT,32,True,True,True,5,21,inf,1,2,1,inf,False,False,inf
37,16,2,2048,256,inf,False,1,DLMT,4,False,False,True,7,28,inf,1,26,1,inf,False,False,inf
