id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,1,27,14,0.22414169999999997,43,DLMT,8.601407056339808,4,16,21,1024,8,True,False,False,1024,False,4
