id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,256,2048,1024,0.14121890076838928,1,False,512,128,DLMT,False,False,True,False,False,11,32,512,35,0.14126258494589644,6.592954805034209e-05,0.14124074285714286,29,23,True,1,1
2,512,1,1,0.2612413219897952,1,False,512,512,DLMT,False,True,False,False,True,14,1,256,35,0.26126147801020483,3.0420106133003404e-05,0.2612514,8,1,True,7,1
3,1,2048,1,0.20844351194046992,1,False,512,512,DLMT,True,False,True,False,True,7,1,64,35,0.20846574520238723,3.355514498705384e-05,0.20845462857142857,9,1,True,23,1
4,512,1,256,0.28309964977764124,1,False,256,512,DLMT,False,False,False,True,False,4,1,256,35,0.2832080073652158,0.00016353671247316167,0.2831538285714285,29,29,True,1,32
5,1,512,512,0.1891910242923519,32,False,1,512,DLMT,False,False,True,True,False,20,1,16,35,0.18921948999336236,4.296134000114423e-05,0.18920525714285713,26,1,True,29,1
6,2048,1,1,0.11987456975296364,1,False,16,128,DLMT,False,True,True,True,False,1,1,512,35,0.12013543024703639,0.00039369894226789267,0.12000500000000001,1,7,True,6,1
7,128,1,2048,inf,1,False,512,1,DLMT,True,False,True,True,False,25,32,1,1,inf,inf,inf,4,1,False,10,1
8,1024,2048,2048,0.09678371884781725,1,False,32,512,DLMT,True,False,True,True,True,29,1,256,35,0.09680743543789705,3.5793830958614906e-05,0.09679557714285715,26,29,True,1,8
9,2048,1024,2048,0.31459876911483015,1,False,512,1,DLMT,False,True,False,True,False,14,1,32,35,0.31515151659945545,0.000834224058387095,0.3148751428571428,24,1,True,28,32
10,1,128,512,0.23174673371822957,1,False,64,16,DLMT,True,True,True,True,True,11,1,512,35,0.2318468091389132,0.00015103700316985755,0.23179677142857139,9,28,True,1,32
11,512,2048,64,0.13844031367736215,1,False,64,32,DLMT,False,True,False,False,False,18,1,32,35,0.13893620060835216,0.0007484083050183259,0.13868825714285715,27,30,True,1,8
12,512,1024,128,inf,32,False,512,32,DLMT,True,True,False,True,True,29,1,1,1,inf,inf,inf,1,30,False,5,1
13,64,2048,1,0.2950969293613028,1,False,512,32,DLMT,False,False,False,True,True,28,1,256,35,0.29585432778155435,0.001143089749900038,0.29547562857142856,7,1,True,20,32
14,2048,64,1,inf,32,False,16,1,DLMT,True,False,False,False,True,13,1,512,1,inf,inf,inf,1,9,False,25,1
15,1,2048,512,0.1767216612394814,1,False,64,1,DLMT,False,False,True,True,False,6,1,512,35,0.17674816733194715,4.000383655070554e-05,0.17673491428571428,30,1,True,29,1
16,128,1024,2048,0.20231357787790455,1,False,1,64,DLMT,True,True,True,False,True,8,32,32,35,0.20235219355066686,5.827999971986202e-05,0.2023328857142857,30,1,True,8,1
17,64,2048,256,0.12123477614064913,8,False,128,16,DLMT,True,False,False,False,False,13,1,128,35,0.12128956671649375,8.269167714702561e-05,0.12126217142857144,1,27,True,27,8
18,1,128,2048,0.1594562529159993,8,False,128,512,DLMT,True,True,False,True,False,22,1,256,35,0.1595032899411435,7.098977218657473e-05,0.1594797714285714,1,26,True,30,1
