id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,points,technique,speedup,RT1_I,U1_T,T1_Ta,U1_J,U1_I,OMP,VEC,T1_T,SCR,RT1_T
1,2,32,8,4,128,0.09759714,301,RS,29.683164896020518,2,15,1,1,25,True,True,16,True,32
