id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,8,1024,1,2,3.0318408639202574,2,2,RS,8,False,8,14,256,13,1,False,False,10,0.004346817801564724,3.0345350000000004,True,True,3.0372291360797434
2,1,2,4,8,1.4916288529153334,32,2,RS,64,True,128,1,128,30,19,False,False,10,2.2825424421071126e-05,1.4916429999999998,True,False,1.4916571470846662
3,1,512,2,16,inf,1024,16,RS,1,False,1,1,1,15,21,True,False,1,inf,inf,False,False,inf
4,2,64,2,1,2.9130645886141506,256,16,RS,2,False,1024,30,4,1,21,False,False,10,2.0024984394452342e-05,2.9130770000000004,True,False,2.91308941138585
5,1,2048,16,2,0.6557357633611065,4,128,RS,1,True,16,10,512,9,1,True,False,10,0.004130618197074147,0.6582958999999999,True,True,0.6608560366388934
6,8,16,2,2,1.2888862935675056,8,1,RS,64,True,2048,1,1,10,25,True,False,10,3.986226285599441e-05,1.2889110000000001,True,False,1.2889357064324947
7,2,256,1,16,inf,1024,128,RS,4,True,1024,1,32,20,20,False,False,1,inf,inf,False,True,inf
8,8,32,4,1,inf,4,1,RS,8,True,1,18,1,1,25,False,False,1,inf,inf,False,True,inf
9,32,64,2,2,1.5654423693640247,8,2,RS,64,True,8,10,1,1,7,True,False,10,2.5219040425838435e-05,1.565458,True,False,1.5654736306359753
10,4,1024,16,2,2.098074439509761,128,2,RS,4,True,512,1,1,8,30,True,False,10,0.36026677990622447,2.321366,True,True,2.5446575604902386
11,16,64,4,4,1.214764361199996,2,1,RS,512,True,4,14,2048,7,1,True,False,10,3.1685959035528095e-05,1.214784,True,False,1.214803638800004
12,1,16,1,8,1.6679283289216367,1,4,RS,512,False,1024,1,1024,26,26,False,False,10,0.0038023394114676183,1.6702850000000002,True,True,1.6726416710783638
13,8,2,1,1,3.374705406368675,1024,1,RS,2,False,2048,27,32,21,1,True,False,10,0.0005527531094440778,3.3750479999999996,True,False,3.375390593631324
14,2,256,8,1,1.2683536507075859,64,16,RS,4,True,512,1,2048,2,20,False,False,10,2.3151673805572914e-05,1.2683680000000002,True,False,1.2683823492924144
15,1,256,2,4,2.8163224114374827,256,8,RS,64,False,256,16,64,1,13,True,False,10,0.2418809134450256,2.9662389999999994,True,True,3.116155588562516
16,32,128,2,1,0.17852861966233002,32,16,RS,4,False,128,7,4,1,19,True,False,10,0.022038383055251586,0.1921879,True,True,0.20584718033766997
17,2,256,2,32,2.926978987441432,64,1,RS,8,False,512,1,256,5,19,False,False,10,3.874274125561121e-05,2.927003,True,False,2.9270270125585682
18,4,4,4,4,10.21449287624751,32,2,RS,4,False,128,1,16,29,9,True,False,10,0.007852795680520485,10.21936,True,False,10.22422712375249
19,32,1,2,2,1.5284809584540948,4,8,RS,4,True,16,4,512,1,2,True,False,10,2.7495454169700353e-05,1.5284980000000001,True,False,1.5285150415459055
20,1,1,1,32,1.9336768416296024,256,128,RS,8,False,2048,20,256,23,1,False,False,10,0.0027156693465884263,1.9353599999999997,True,True,1.937043158370397
21,4,2048,8,1,0.11444786041772897,512,2,RS,1,True,1,5,8,2,1,False,False,10,0.01392676470828742,0.1230796,True,True,0.13171133958227102
22,2,128,16,4,1.1444076448965768,64,8,RS,256,True,2048,27,512,1,7,False,False,10,0.0042180962530506665,1.147022,True,True,1.1496363551034232
23,8,32,1,8,1.7700773056187205,512,32,RS,256,False,512,23,256,12,1,False,False,10,0.00020118648065913308,1.7702019999999998,True,False,1.7703266943812792
24,2,32,2,1,2.9230757553805624,2,1,RS,8,False,64,1,512,16,11,True,False,10,0.003601585206544506,2.9253080000000002,True,True,2.927540244619438
25,4,2048,2,16,4.345288701177952,16,4,RS,4,False,1,29,512,24,1,False,False,10,0.0019011104649651704,4.346467,True,False,4.347645298822047
26,1,1,1,32,2.731660660596548,2,4,RS,256,True,8,1,1024,28,19,False,False,10,0.0031580430649375967,2.733618,True,True,2.735575339403452
27,2,2,2,16,2.916955705398263,1024,1,RS,2,False,2048,1,512,16,14,True,False,10,0.004198637398013823,2.9195580000000003,True,True,2.9221602946017375
