id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,512,128,512,2,7.127192558744202,1024,False,128,DLMT,1024,True,False,0.0007654808946015211,18,False,8,10,1,32,False,7.127667,1,False,1,True,1024,7.1281414412557975,18,1
2,16,256,4,8,6.964650578925801,1,False,2048,DLMT,128,False,False,0.0011220178251703742,11,False,8,10,1,1,False,6.965345999999999,32,False,1,True,1024,6.966041421074197,1,2
3,2,8,1,64,6.989210020678405,128,False,128,DLMT,1024,True,False,0.0009567345504372225,3,True,32,10,1,1,False,6.989803,1,False,1,True,2048,6.990395979321596,1,21
4,8,2,1,2,6.968625351017024,32,False,1,DLMT,2048,False,False,0.005888477307420069,13,False,8,10,1,32,False,6.972275000000001,1,True,8,True,1,6.975924648982978,1,29
5,16,2048,32,64,7.001576984668456,2048,False,1,DLMT,1024,False,True,0.0037270633211686673,8,True,32,10,1,8,False,7.003887000000001,8,True,1,True,1,7.006197015331545,4,1
6,1024,2,1,4,6.994705923302935,1024,False,4,DLMT,32,False,True,0.005248633060140469,1,True,32,10,13,32,False,6.997959,8,True,8,True,2048,7.0012120766970645,1,22
7,2048,32,2,4,6.998155494594275,1,False,32,DLMT,1024,False,False,0.0033599904761769687,1,False,8,10,25,1,False,7.000238,32,True,32,True,128,7.002320505405725,30,1
8,1,16,1,1,6.958784543525294,256,False,16,DLMT,1,False,False,0.0007719591958128937,8,True,8,10,1,32,False,6.959263,8,False,8,True,128,6.959741456474706,1,1
9,4,16,64,256,6.9755496085067294,256,False,1,DLMT,128,False,True,0.0010041892251960462,25,False,8,10,1,32,False,6.976172,1,False,1,True,1024,6.976794391493271,29,1
10,16,128,1,1,6.97562808616017,16,False,512,DLMT,512,True,False,0.0033767838248843036,1,False,1,10,2,8,False,6.977721,8,True,1,True,64,6.97981391383983,1,28
11,64,4,4,128,7.132630263553203,256,False,512,DLMT,4,False,False,0.0009498889408767642,5,True,1,10,1,32,False,7.1332189999999995,8,False,32,True,512,7.133807736446796,23,1
12,512,2,4,32,6.99091809219469,1024,False,16,DLMT,1,True,True,0.002829819075488789,28,False,1,10,1,8,False,6.992671999999999,1,True,8,True,1024,6.994425907805308,23,1
13,2,1,1024,2,6.97052504701972,1,False,1024,DLMT,1,False,True,0.0006807943889310286,1,True,1,10,30,1,False,6.970947000000001,1,False,32,True,1,6.971368952980281,12,1
14,16,4,64,1,7.087479666013591,1,False,256,DLMT,256,True,False,0.0029870100435050923,1,False,32,10,3,32,False,7.089331,32,True,8,True,64,7.091182333986408,20,1
15,8,128,256,4,7.1002540035557,2048,False,2048,DLMT,1,True,True,0.0009938712190219155,1,True,32,10,23,32,False,7.1008700000000005,1,False,1,True,1,7.101485996444301,1,12
16,1,1,8,4,6.982131559686081,256,False,512,DLMT,8,True,False,0.006638388659908301,1,True,32,10,26,32,False,6.9862459999999995,1,True,32,True,4,6.990360440313918,7,1
17,8,8,64,64,6.984202484064331,256,False,8,DLMT,2048,True,False,0.0061415721928510785,29,True,32,10,1,1,False,6.988009,32,True,1,True,1,6.991815515935669,28,1
18,2048,16,2048,2048,6.975020508273241,1,False,1,DLMT,1,True,False,0.0010914765228808266,18,True,32,10,1,32,False,6.975696999999999,32,False,32,True,1,6.976373491726758,1,19
19,2,2048,1,16,6.985828730560109,256,False,1,DLMT,4,True,False,0.0008152202156473829,1,True,8,10,25,8,False,6.986334000000001,8,False,1,True,1024,6.986839269439893,21,1
20,4,2,256,2048,6.958462867873272,1,False,1,DLMT,2048,True,False,0.0011602741055457898,11,True,32,10,1,8,False,6.959182000000001,8,False,32,True,2048,6.95990113212673,29,1
21,64,64,4,2048,6.964876071741996,256,False,2048,DLMT,8,False,True,0.00682149426445563,13,True,32,10,1,1,False,6.969104,32,True,1,True,2048,6.973331928258004,1,30
22,1,128,1,1,6.965896708594834,16,False,2048,DLMT,128,False,False,0.005129585168412706,1,True,32,10,14,32,False,6.969075999999999,32,True,8,True,1024,6.9722552914051645,1,5
23,16,256,1,1,6.983437320644556,128,False,1,DLMT,8,True,True,0.002902055133866426,7,False,8,10,1,8,False,6.9852360000000004,8,True,8,True,128,6.987034679355445,1,10
24,2,2,1,128,6.974380547024802,1024,False,2048,DLMT,1024,False,False,0.00495075438695974,21,True,1,10,1,8,False,6.977449,8,True,32,True,2048,6.980517452975198,19,1
25,8,1024,64,8,7.030469120846246,512,False,1024,DLMT,256,False,True,0.0010646731892933468,30,False,32,10,1,8,False,7.031128999999998,32,False,32,True,64,7.03178887915375,1,17
26,4,128,2,4,7.004867387942102,2048,False,128,DLMT,32,True,True,0.0007044458815268657,16,True,1,10,1,1,False,7.005304,32,False,8,True,1,7.005740612057897,26,1
27,1,2,2048,64,6.993582562334122,4,False,512,DLMT,2048,True,False,0.0008187185108448719,30,True,32,10,1,1,False,6.99409,8,False,32,True,64,6.9945974376658775,25,1
28,8,128,64,2,6.9756546494479075,8,False,512,DLMT,1,True,True,0.0028934574474146833,1,True,8,10,30,1,False,6.977448,32,True,32,True,4,6.979241350552092,1,16
29,8,1024,8,2,6.96359711712462,2048,False,1,DLMT,1,False,True,0.005288656256555114,1,False,32,10,22,1,False,6.966875,8,True,32,True,1024,6.97015288287538,2,1
30,1,256,4,256,6.9816765685458675,256,False,1,DLMT,2048,True,False,0.0006799529395480531,1,True,32,10,3,1,False,6.982098000000001,32,False,32,True,1,6.982519431454134,1,26
31,2,4,1,32,7.006149883476329,128,False,4,DLMT,32,True,True,0.0051970673461096545,1,False,1,10,11,1,False,7.009371,8,True,1,True,256,7.01259211652367,1,28
32,1,1,2,2,7.012964996090623,16,False,8,DLMT,128,False,True,0.0006986243625868327,2,False,8,10,1,8,False,7.0133980000000005,1,False,1,True,16,7.013831003909378,21,1
33,128,1024,4,8,7.020262015988419,1,False,1,DLMT,2048,False,True,0.0012342532155114007,22,False,8,10,1,1,False,7.021026999999999,8,False,32,True,8,7.021791984011579,1,10
34,1024,32,128,64,6.991399194436912,1,False,256,DLMT,1,False,True,0.004678652476942435,23,True,32,10,1,8,False,6.994299000000001,32,True,1,True,64,6.997198805563089,1,1
35,2,8,4,1,7.020222436164878,1,False,8,DLMT,16,False,False,0.0007124352602167817,1,False,32,10,30,32,False,7.020663999999999,1,False,32,True,128,7.02110556383512,1,27
36,64,2,8,2048,6.975227820813989,1,False,8,DLMT,32,False,False,0.0034482031552680666,1,True,8,10,5,1,False,6.977365000000001,1,True,1,True,1,6.979502179186013,1,4
37,2,2048,16,64,6.9870480519674825,1024,False,1,DLMT,1,True,False,0.0021490137272711196,1,False,8,10,30,8,False,6.988379999999999,1,True,8,True,64,6.989711948032516,1,16
38,16,1,32,1,6.980033442208934,1,False,1024,DLMT,1024,True,True,0.007679244819642082,1,True,8,10,9,8,False,6.984792999999999,32,True,1,True,2048,6.989552557791064,1,9
39,2048,16,1,16,6.973558884329036,2048,False,1,DLMT,64,True,True,0.0015313379770645207,25,False,8,10,1,1,False,6.974508,1,True,32,True,1024,6.975457115670964,1,30
40,2048,1,256,8,6.967894033340427,1,False,256,DLMT,1,False,True,0.001034159078672164,2,True,32,10,1,8,False,6.968535,8,False,1,True,512,6.969175966659574,4,1
41,64,2,2048,32,6.989626274742725,1,False,256,DLMT,2048,False,False,0.003345824263167485,1,False,32,10,20,1,False,6.9917,1,True,8,True,2048,6.993773725257275,1,3
42,64,8,2,16,7.065498897558486,128,False,1,DLMT,512,False,False,0.0008746479291691881,1,False,32,10,29,32,False,7.066041,8,False,1,True,1024,7.066583102441514,1,6
43,32,4,1,16,6.966355408194307,2048,False,256,DLMT,2048,False,False,0.0023969082168492834,1,False,8,10,20,32,False,6.967841,32,True,1,True,512,6.969326591805693,1,18
44,128,8,2048,4,6.984209478890156,512,False,512,DLMT,1,True,True,0.0009721296209867557,1,True,32,10,9,8,False,6.984812,1,False,8,True,32,6.985414521109844,29,1
45,1024,8,256,1,6.98770050727992,1024,False,2048,DLMT,256,False,False,0.0009672435060519897,1,False,32,10,1,1,False,6.9883,1,False,32,True,16,6.98889949272008,7,1
