id,speedup,T2_J,T2_I,T4_I,T2_Ja,T3_I,T3_Ja,T4_J,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,RT4_J,T3_J,U2_J,SCR,RT4_I,U1_I,T3_Ia,RT2_I,U2_I,RT2_J,cost_mean,RT3_I,RT3_J,points,U4_J,U4_I,T4_Ja,U3_I,U3_J
1,1.0427353215056272,2,512,128,2048,2,256,2048,1024,DLMT,128,True,False,True,True,2,1,28,False,4,26,128,4,1,1,1.839579,1,32,329,1,19,1,1,8
