id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,32,1,1,4,9,1,RS,8,1.586015186909066,1024,256,512,131,8,0.11253677142857142,1
