id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,2,1024,2,256,0.27586818330966867,1,1,32,DLMT,500,10,False,4,1,64,1,2,1,True,9,10,False,10,0.031276657088154414,0.29525330000000005,True,True,0.31463841669033143
2,1,512,1,4,6.80998672447439,8,4,2,DLMT,500,10,False,2048,4,32,27,1,1,True,1,1,False,10,0.0026593880875118167,6.811635,True,True,6.81328327552561
3,1,2048,4,1,5.0789502852791095,1,2048,2,DLMT,500,10,False,2,128,32,12,1,3,False,1,1,False,10,0.00019799242409750662,5.079072999999999,True,False,5.079195714720889
4,1,2048,512,256,0.36434102181235783,16,64,64,DLMT,500,10,False,32,512,1,1,2,23,False,2,1,False,10,0.060794579213610804,0.40202119999999997,True,True,0.4397013781876421
5,64,64,64,256,7.4098907308429895,256,4,2048,DLMT,500,10,False,1,256,2048,1,6,6,True,3,1,False,10,0.0006974388862116436,7.410323,True,False,7.41075526915701
6,256,64,64,32,3.0974170561961056,2,2,1,DLMT,500,10,False,128,1,256,1,5,16,True,2,1,False,10,0.0005549315273076034,3.097761,True,False,3.098104943803895
7,1024,1,128,1,0.3450249662567612,4,32,1,DLMT,500,10,False,8,8,256,5,2,1,True,4,1,False,10,0.039453742719290905,0.3694782,True,True,0.39393143374323875
8,128,1,128,2,7.644330268003787,2048,16,4,DLMT,500,10,False,1,1,1024,3,24,1,True,2,1,False,10,0.007732769296959478,7.649123,True,True,7.6539157319962134
9,8,8,2,16,0.9713752544035228,8,4,4,DLMT,500,10,True,128,1024,128,3,1,1,True,1,15,False,10,0.014375632478607691,0.9802852,True,True,0.9891951455964771
10,64,1,128,1024,1.1640046117653513,16,64,4,DLMT,500,10,True,256,2048,32,4,5,1,True,2,4,False,10,0.024620055726988152,1.179264,True,True,1.1945233882346489
11,16,2048,32,1,5.37714123147111,4,16,8,DLMT,500,10,False,1024,2048,128,1,7,4,False,9,1,False,10,0.00039007819728872754,5.377383,True,False,5.37762476852889
12,256,128,16,1,2.74856396606935,64,128,128,DLMT,500,10,True,2048,128,1,1,24,1,False,3,2,False,10,0.0015134582914636105,2.7495019999999997,True,False,2.750440033930649
13,128,1,2048,8,4.178213900891032,64,2,2,DLMT,500,10,False,256,8,128,2,5,1,False,13,1,False,10,0.0052325348541599976,4.181457000000001,True,True,4.184700099108969
14,2048,16,1,256,3.832992529693536,4,256,16,DLMT,500,10,False,4,2048,512,1,10,7,False,2,1,False,10,0.0001975980769136695,3.8331150000000003,True,False,3.8332374703064644
15,128,8,2,1,10.106297104719243,1024,4,8,DLMT,500,10,False,2048,8,64,1,2,17,True,1,2,False,10,0.0072812704935336404,10.11081,True,True,10.115322895280759
16,256,32,1,64,0.30365527206611675,16,1,32,DLMT,500,10,True,1,256,1,3,2,3,True,7,1,False,10,0.025567691104204145,0.319502,True,True,0.33534872793388326
17,2048,32,4,1,4.351985841554504,8,1,2048,DLMT,500,10,False,64,64,1,1,1,1,True,24,2,False,10,0.00010835589508664074,4.352053,True,False,4.352120158445495
18,2048,16,16,8,0.5404583356355812,4,32,16,DLMT,500,10,False,32,16,16,3,3,3,False,7,1,False,10,0.05794054887934702,0.5763696000000001,True,True,0.6122808643644191
19,256,4,4,64,3.307467340185537,128,256,512,DLMT,500,10,True,1024,1,1,2,30,1,True,1,1,False,10,0.13527481739037756,3.39131,True,True,3.4751526598144626
20,512,64,1,8,5.674414667296367,2048,512,1,DLMT,500,10,False,2048,1024,128,3,1,1,True,30,1,False,10,0.00018285513391752537,5.6745280000000005,True,False,5.674641332703634
21,1024,512,256,64,2.959484934524066,8,8,512,DLMT,500,10,True,64,64,1024,1,23,1,True,4,1,False,10,8.07774721070932e-05,2.959535,True,False,2.9595850654759337
22,64,2048,512,2,4.431301831918503,1,2,128,DLMT,500,10,True,512,1,512,1,9,1,False,2,9,False,10,0.0037127888439822195,4.433603,True,True,4.435904168081496
23,256,1,1024,256,5.147011026520726,1024,256,256,DLMT,500,10,False,1,2048,1,20,3,1,False,1,1,False,10,0.0035785596264420265,5.149229,True,True,5.151446973479274
