id,T1_Ja,T1_La,speedup,points,T1_L,T1_M,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,cost_mean,OMP
1,512,1024,25.517267991510703,101,64,512,1,256,64,DLMT,500,10,True,2,1,1,5,1,1,False,3,3,0.186588,True
