id,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,U1_I2,U1_I1,T2_I2a,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
1,128,1024,1,32,1.5733875580798025,False,DLMT,29,1,1,35,128,1,30,8,8,5.9115935901848634e-05,1.5734071428571428,True,64,64,512,1.573426727634483,512
2,32,1,1,8,1.4715993322120977,False,DLMT,1,23,2048,35,1,29,1,1,8,8.825750820808742e-05,1.4716285714285713,True,1,64,1,1.4716578106450449,64
3,1,2048,1,1,1.484730168070957,False,DLMT,1,1,2048,35,2048,1,2,1,32,9.349626206651661e-05,1.4847611428571428,True,16,256,256,1.4847921176433285,2048
4,512,1,8,8,1.4706540737542588,False,DLMT,1,12,2048,35,512,10,1,1,1,8.86064446912134e-05,1.4706834285714283,True,128,512,512,1.4707127833885978,1
5,16,256,32,1,1.1080663290493888,False,DLMT,30,1,512,35,2048,4,1,1,1,6.541297381143845e-05,1.1080880000000002,True,32,128,1,1.1081096709506115,512
6,512,256,8,1,1.5065916174114333,False,DLMT,1,30,2048,35,1,19,1,8,1,7.963488108681552e-05,1.5066179999999998,True,512,128,64,1.5066443825885663,2048
7,64,512,32,1,1.5076263984898817,False,DLMT,11,1,2048,35,256,1,14,8,8,8.158931502673211e-05,1.5076534285714287,True,32,1,1,1.5076804586529757,2048
8,256,1,32,1,1.4741900469747728,False,DLMT,30,1,512,35,256,26,1,1,8,5.5915387973662544e-05,1.4742085714285713,True,512,128,1,1.4742270958823698,2048
9,1,512,8,1,1.123742378413754,False,DLMT,1,16,2048,35,256,30,1,8,1,4.456593372723815e-05,1.123757142857143,True,1,256,1,1.123771907300532,2048
10,512,128,1,1,1.5129255564579256,False,DLMT,1,21,1024,35,512,1,8,8,1,0.00012121493812435237,1.512965714285714,True,64,64,32,1.5130058721135025,128
11,1,64,32,1,1.5127841854071316,False,DLMT,13,1,1,35,256,1,29,1,32,0.00016674947602647412,1.5128394285714286,True,128,128,16,1.5128946717357257,256
12,1,512,8,1,1.4589377371755972,False,DLMT,27,1,2048,35,64,1,7,1,8,3.5290051786614536e-05,1.4589494285714286,True,1,512,32,1.45896111996726,1
13,32,2048,1,8,1.7667596648712764,False,DLMT,21,1,2048,35,64,26,1,32,1,7.776678898726033e-05,1.7667854285714286,True,64,256,16,1.7668111922715808,1024
14,32,512,32,1,1.4756152915891687,False,DLMT,1,26,1,35,1,1,2,1,32,5.905791000954951e-05,1.475634857142857,True,128,512,1,1.4756544226965453,512
15,16,1,1,32,1.5942623075083446,False,DLMT,29,1,2048,35,2048,1,15,32,1,0.00018794137166592114,1.5943245714285714,True,512,512,256,1.5943868353487982,512
16,32,512,32,1,1.5682254491180998,False,DLMT,1,29,64,35,256,17,1,1,8,7.841803207872671e-05,1.5682514285714284,True,1,64,256,1.568277408024757,64
17,32,1024,8,8,1.4972680655488404,False,DLMT,1,22,256,35,1024,30,1,1,32,8.431912170862552e-05,1.497296,True,32,1,128,1.4973239344511595,256
18,1,2048,8,8,1.5103167871560381,False,DLMT,1,30,1,35,1,1,12,8,1,8.127855856024767e-05,1.5103437142857141,True,512,256,1,1.5103706414153901,2048
19,32,1,8,1,1.472227636664155,False,DLMT,1,2,512,35,1024,1,20,1,8,9.768754855588864e-05,1.4722600000000001,True,32,32,1,1.4722923633358453,128
20,1,2048,1,32,1.573387630347703,False,DLMT,1,24,512,35,1024,1,13,1,8,0.00019947195598503517,1.5734537142857143,True,128,1,512,1.5735197982237257,1
21,16,64,1,32,1.5756189622147738,False,DLMT,1,8,128,35,1,1,26,1,1,0.0001937269275268293,1.5756831428571432,True,1,1,64,1.5757473234995125,2048
22,512,2048,1,32,1.5697559257274207,False,DLMT,1,30,512,35,1024,1,30,32,1,0.00017788232753418684,1.5698148571428572,True,1,512,1,1.5698737885582936,512
23,16,1,1,1,1.4878073104429985,False,DLMT,1,21,256,35,2048,14,1,8,8,4.606472819492861e-05,1.4878225714285718,True,256,512,64,1.487837832414145,1024
24,1,128,32,1,1.533857407481453,False,DLMT,1,16,2048,35,128,1,23,32,1,0.00013891298113038534,1.5339034285714286,True,512,128,128,1.5339494496614041,1024
25,512,128,8,1,1.121721504247804,False,DLMT,27,1,1,35,1,23,1,8,8,8.17012976691065e-05,1.121748571428571,True,1,1,128,1.1217756386093383,256
26,128,256,8,8,1.5044744238281735,False,DLMT,30,1,2048,35,2048,1,29,1,32,0.0001108350493448012,1.504511142857143,True,32,512,128,1.5045478618861123,2048
27,1,1024,8,8,1.4653630886116131,False,DLMT,17,1,256,35,2048,4,1,1,8,7.174444442688865e-05,1.4653868571428572,True,1,64,16,1.4654106256741013,512
28,1,128,1,8,1.5246818046971853,False,DLMT,1,30,1,35,2048,27,1,32,1,0.000478369168346449,1.5248402857142858,True,128,1,64,1.5249987667313862,1
29,512,1,1,1,1.0946134599676882,False,DLMT,20,1,1024,35,2048,4,1,1,8,5.682482929571671e-05,1.0946322857142856,True,512,1,512,1.094651111460883,1024
30,256,256,8,1,1.519124237749638,False,DLMT,1,18,1,35,2048,23,1,32,1,0.00011829606579964187,1.5191634285714288,True,256,64,1,1.5192026193932198,1
31,256,128,8,8,1.4715787625163819,False,DLMT,1,4,512,35,512,1,2,32,1,4.5993788400476887e-05,1.4715939999999998,True,1,1,128,1.4716092374836178,1024
32,512,1024,1,8,1.4981007609362667,False,DLMT,1,6,1,35,2048,1,14,1,32,9.170671975913568e-05,1.4981311428571429,True,1,16,1,1.4981615247780191,128
33,1,512,1,8,1.4991551165436787,False,DLMT,16,1,512,35,256,1,1,8,8,0.0002760532335530757,1.4992465714285714,True,512,512,1,1.4993380263134641,2048
34,64,512,32,1,1.530083446671407,False,DLMT,1,21,64,35,2048,1,30,8,8,8.704959881045654e-05,1.5301122857142855,True,1,1,32,1.530141124757164,1
35,32,2048,1,1,1.5252696704967665,False,DLMT,26,1,1,35,256,1,24,1,32,0.00017347822306430658,1.5253271428571427,True,512,32,1,1.5253846152175188,1
36,256,2048,32,1,1.136527952491776,False,DLMT,1,30,1,35,512,1,1,8,1,0.00015537866845949413,1.1365794285714286,True,32,64,32,1.1366309046510812,2048
37,256,1024,1,1,1.5883748565709073,False,DLMT,12,1,256,35,2048,1,23,1,1,9.659255897314448e-05,1.5884068571428573,True,16,512,512,1.5884388577148074,512
38,256,1,1,32,1.5681173557403054,False,DLMT,21,1,128,35,512,9,1,1,32,0.00023221031986769895,1.5681942857142857,True,1,32,16,1.5682712156882659,1
39,512,128,32,1,1.6040781718288464,False,DLMT,8,1,512,35,1,30,1,1,32,0.00011935746345173202,1.6041177142857144,True,64,32,32,1.6041572567425824,1
40,128,1024,1,32,1.5468660191162042,False,DLMT,6,1,2048,35,2048,30,1,1,8,0.0001189560028424212,1.5469054285714285,True,512,512,32,1.5469448380266528,512
41,16,1,8,1,1.4823793854801666,False,DLMT,15,1,2048,35,2048,3,1,8,1,6.30865941967608e-05,1.4824002857142855,True,512,128,512,1.4824211859484044,1
42,1,1024,32,1,1.4649689473798126,False,DLMT,3,1,1024,35,64,13,1,1,1,8.769427412486576e-05,1.4649979999999998,True,512,1,1,1.465027052620187,128
43,1,1,1,1,1.1046961322202016,True,DLMT,1,1,1,35,1,1,1,1,1,0.00013155087477117008,1.1047397142857145,True,1,1,1,1.1047832963512274,1
44,512,512,1,1,1.4687812575712151,False,DLMT,1,17,1,35,1024,1,5,1,1,6.778477343919485e-05,1.468803714285714,True,16,16,1,1.4688261710002128,2048
45,512,1,32,1,1.4685863532392314,False,DLMT,29,1,1,35,2048,1,5,1,1,7.396413913209738e-05,1.4686108571428569,True,512,32,512,1.4686353610464824,1
46,128,1,32,1,1.4573647326115304,False,DLMT,1,25,1,35,1,1,5,1,8,3.314778288518906e-05,1.457375714285714,True,64,1,16,1.4573866959598976,128
47,16,2048,8,1,1.520921645801945,False,DLMT,18,1,1,35,1024,1,5,1,1,0.0008117421929129333,1.5211905714285712,True,16,1,16,1.5214594970551973,1024
48,512,256,1,1,1.4506721351226946,False,DLMT,20,1,1,35,1,1,5,1,8,0.00012809244110950174,1.4507145714285712,True,1,128,128,1.4507570077344478,256
49,64,1024,32,1,1.473457177980504,False,DLMT,1,30,1,35,2048,1,5,1,32,0.00024050864467472187,1.4735368571428573,True,512,1,512,1.4736165363052107,2048
50,16,2048,1,1,1.6309580180585999,False,DLMT,1,28,1,35,2048,1,5,1,32,0.00013879481258318658,1.631004,True,64,64,64,1.6310499819414,64
51,256,1,8,1,1.481377250195961,False,DLMT,3,1,1,35,2048,1,5,1,8,4.020965464326578e-05,1.4813905714285713,True,32,1,32,1.4814038926611817,2048
52,512,2048,32,1,1.4773214042079559,False,DLMT,1,12,1,35,2048,1,5,1,32,7.337908282281595e-05,1.4773457142857143,True,512,1,16,1.4773700243634726,64
53,256,512,8,1,1.4773087340559865,False,DLMT,2,1,1,35,256,1,5,1,32,6.677773061523247e-05,1.4773308571428572,True,128,512,1,1.4773529802297278,1
54,256,64,32,1,1.4860179531040292,False,DLMT,15,1,1,35,256,1,5,1,32,0.00024248105333093533,1.4860982857142857,True,128,256,64,1.4861786183245422,2048
55,1,128,1,1,1.4765576689124513,False,DLMT,1,24,1,35,64,1,5,1,32,6.5680736777805e-05,1.4765794285714287,True,512,1,16,1.476601188230406,1
56,128,1024,8,1,1.489768056439107,False,DLMT,21,1,1,35,1,1,5,1,32,0.00015765216167764102,1.489820285714286,True,128,16,512,1.489872514989465,256
57,16,2048,1,1,1.4593800388196796,False,DLMT,29,1,1,35,256,1,5,1,8,4.8178240494467174e-05,1.459396,True,512,64,1,1.4594119611803202,256
58,1,2048,1,1,1.4585194449532253,False,DLMT,30,1,1,35,128,1,5,1,8,4.8245968426244724e-05,1.4585354285714287,True,64,32,64,1.4585514121896321,2048
59,512,256,1,1,1.4586063589908809,False,DLMT,1,3,1,35,512,1,5,1,1,5.324874243989163e-05,1.4586240000000001,True,64,64,1,1.4586416410091194,512
60,1,512,32,1,1.4517454523931355,False,DLMT,1,3,1,35,1,1,5,1,32,0.0001870728331371437,1.4518074285714286,True,1,16,1,1.4518694047497218,2048
61,128,512,32,1,1.4720133058895535,False,DLMT,1,15,1,35,512,1,5,1,1,6.67765081508279e-05,1.4720354285714286,True,512,32,32,1.4720575512533036,256
62,64,1,1,1,1.4742861844682686,False,DLMT,1,17,1,35,512,1,5,1,32,8.13729133090798e-05,1.4743131428571428,True,1,1,512,1.4743401012460169,2048
63,128,512,1,1,1.474217477144992,False,DLMT,16,1,1,35,1,1,5,1,1,0.0005569755060015699,1.4744020000000002,True,32,32,1,1.4745865228550084,1
64,128,1,1,1,1.478981608812666,False,DLMT,18,1,1,35,2048,1,5,1,32,8.914743577986577e-05,1.4790111428571429,True,1,128,1,1.4790406769016198,128
65,128,1,8,1,1.4849513996889803,False,DLMT,1,21,1,35,1,1,5,1,32,0.00016912113760162575,1.4850074285714288,True,256,128,1,1.4850634574538772,2048
66,1,512,8,1,1.4859366904932734,False,DLMT,1,16,1,35,2048,1,5,1,1,5.138569641368436e-05,1.4859537142857142,True,64,128,512,1.485970738078155,1024
