id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
1,1024,1,2048,32,8,inf,1,28,RS,inf,False,True,False,inf,False,inf,False
2,1,1,16,1,2,inf,1,23,RS,inf,False,True,True,inf,True,inf,False
3,8,10,256,16,4,0.28684729999999997,1,28,RS,0.2867495635900366,True,False,True,0.0001576915026245777,False,0.2869450364099633,False
4,1024,1,32,16,2,inf,1,14,RS,inf,False,True,False,inf,True,inf,False
5,128,10,4,2,4,0.3888744,20,1,RS,0.38826817707532,True,False,True,0.0009781022645920037,False,0.38948062292468,False
6,32,10,32,2,2,0.3458096,1,21,RS,0.34575827797723363,True,False,True,8.280483077695437e-05,True,0.34586092202276636,False
7,256,1,1024,2,8,inf,20,1,RS,inf,False,True,False,inf,False,inf,False
8,2,10,512,8,8,0.6105956,1,30,RS,0.6105327219848906,True,False,False,0.00010144969196602332,True,0.6106584780151094,False
9,1024,1,2,1,4,inf,1,9,RS,inf,False,True,False,inf,True,inf,False
10,2,10,256,32,16,0.9315935,19,1,RS,0.9315281316015807,True,False,True,0.00010546776758803104,True,0.9316588683984193,False
11,1024,10,4,1,8,0.2389168,22,1,RS,0.2388514553768722,True,False,False,0.00010542940766218527,True,0.23898214462312783,False
12,1,1,4,16,8,inf,1,29,RS,inf,False,True,False,inf,False,inf,False
13,1,1,512,2,1,inf,21,1,RS,inf,False,True,True,inf,False,inf,False
14,1024,10,2048,2,32,0.8054966,1,18,RS,0.805364171338107,True,False,True,0.000213665252205403,False,0.805629028661893,False
15,512,10,128,4,8,0.6733165999999999,1,12,RS,0.6732883395213299,True,False,True,4.5596491093070766e-05,False,0.6733448604786699,False
16,8,10,32,1,8,0.6685823,12,1,RS,0.6685481256799317,True,False,True,5.513809935063312e-05,True,0.6686164743200682,False
17,512,10,512,32,4,0.4330005,1,20,RS,0.43290932343183247,True,False,False,0.00014710761367107758,True,0.43309167656816755,False
18,128,10,2048,1,16,0.6671227,1,29,RS,0.6670719811837071,True,False,True,8.183159536510233e-05,False,0.6671734188162928,False
19,8,10,2,8,4,0.27135770000000003,30,1,RS,0.2713262573270292,True,False,False,5.073075989969121e-05,True,0.2713891426729709,False
20,64,1,2048,16,8,inf,19,1,RS,inf,False,True,True,inf,False,inf,False
21,128,10,1024,2,8,0.7218073,1,8,RS,0.721749821203165,True,False,True,9.273839550045879e-05,True,0.7218647787968351,False
22,256,10,4,4,32,0.20519980000000002,1,1,RS,0.20516753039679084,True,False,True,5.20649594257035e-05,True,0.2052320696032092,False
23,2,1,256,1,8,inf,1,29,RS,inf,False,True,True,inf,True,inf,False
24,8,10,256,2,8,0.7533722,12,1,RS,0.753274457792828,True,False,False,0.00015770085605347486,False,0.7534699422071721,False
25,1024,10,512,2,16,0.7635658000000001,6,1,RS,0.7634849734996243,True,False,True,0.00013040843530998127,True,0.7636466265003758,False
26,64,1,128,16,16,inf,1,4,RS,inf,False,True,True,inf,False,inf,False
27,64,10,16,16,8,1.054958,1,25,RS,1.0547016295183946,True,False,True,0.00041363752247589394,True,1.0552143704816055,False
28,2,10,256,1,8,0.6219066000000002,1,20,RS,0.6218631142335368,True,False,False,7.016152791949861e-05,True,0.6219500857664636,False
29,8,1,1024,32,32,inf,11,1,RS,inf,False,True,True,inf,False,inf,False
30,128,1,256,8,1,inf,14,1,RS,inf,False,True,False,inf,False,inf,False
31,4,1,8,4,4,inf,1,11,RS,inf,False,True,True,inf,False,inf,False
32,2048,1,1,16,1,inf,1,11,RS,inf,False,True,True,inf,False,inf,False
33,16,1,2048,1,1,inf,1,5,RS,inf,False,True,True,inf,True,inf,False
34,128,10,4,16,32,0.21175709999999998,27,1,RS,0.21172057997471935,True,False,True,5.892274603240793e-05,True,0.2117936200252806,False
35,64,1,4,16,32,inf,18,1,RS,inf,False,True,False,inf,True,inf,False
36,32,1,128,1,32,inf,1,22,RS,inf,False,True,False,inf,True,inf,False
37,64,1,32,4,8,inf,1,25,RS,inf,False,True,False,inf,False,inf,False
38,128,1,512,32,2,inf,14,1,RS,inf,False,True,False,inf,False,inf,False
39,8,1,2048,4,4,inf,1,20,RS,inf,False,True,False,inf,True,inf,False
40,1024,1,2048,2,2,inf,24,1,RS,inf,False,True,False,inf,True,inf,False
41,1,10,128,2,16,0.8234394,1,8,RS,0.8233861566124561,True,False,False,8.590483106320162e-05,False,0.823492643387544,False
42,1,10,512,1,8,0.6174761000000001,1,8,RS,0.6174285512171822,True,False,False,7.671694728024181e-05,True,0.617523648782818,False
43,2,10,128,4,2,0.33344150000000006,1,17,RS,0.333361160480971,True,False,True,0.0001296227217736091,False,0.33352183951902914,False
44,128,1,64,2,16,inf,6,1,RS,inf,False,True,True,inf,True,inf,False
45,128,10,128,8,32,0.9730291,30,1,RS,0.9726381949783127,True,False,True,0.0006307004756617998,False,0.9734200050216872,False
46,2,1,32,32,16,inf,6,1,RS,inf,False,True,False,inf,True,inf,False
47,32,10,4,8,4,0.4251371,1,14,RS,0.425068960618126,True,False,False,0.00010993857375826384,False,0.425205239381874,False
48,1024,1,4,8,8,inf,1,9,RS,inf,False,True,False,inf,True,inf,False
49,512,10,128,8,1,0.9691161000000001,1,20,RS,0.9689609239562395,True,False,False,0.00025036671104601495,False,0.9692712760437608,False
50,2,1,2048,8,16,inf,30,1,RS,inf,False,True,True,inf,False,inf,False
51,2048,10,64,32,16,0.9971048999999998,27,1,RS,0.9969592884068954,True,False,False,0.00023493507613807151,False,0.9972505115931043,False
52,512,10,8,2,16,0.4446985,1,17,RS,0.4446547719340711,True,False,False,7.055246274936624e-05,True,0.4447422280659289,False
53,8,10,1,2,1,0.6906307999999999,1,9,RS,0.6905702362883029,True,False,True,9.771571009821732e-05,True,0.6906913637116968,False
54,1024,1,2,8,8,inf,28,1,RS,inf,False,True,True,inf,False,inf,False
55,16,1,64,32,2,inf,20,1,RS,inf,False,True,True,inf,False,inf,False
56,128,1,1024,4,16,inf,1,2,RS,inf,False,True,True,inf,True,inf,False
57,32,10,4,16,1,0.22899749999999996,1,9,RS,0.22896590352036036,True,False,False,5.097891721094044e-05,True,0.22902909647963957,False
58,8,10,64,8,2,0.2467292,28,1,RS,0.2466893497338699,True,False,True,6.42958785615399e-05,True,0.2467690502661301,False
59,2048,1,256,16,1,inf,1,21,RS,inf,False,True,False,inf,False,inf,False
60,128,1,128,16,2,inf,27,1,RS,inf,False,True,False,inf,True,inf,False
61,4,10,16,16,4,0.401028,20,1,RS,0.40056621626341454,True,False,True,0.0007450587896267026,False,0.40148978373658545,False
62,64,10,8,2,8,0.7175046999999999,20,1,RS,0.7174348773730742,True,False,True,0.0001126543829595472,True,0.7175745226269256,False
63,1024,1,64,16,1,inf,21,1,RS,inf,False,True,False,inf,False,inf,False
64,256,1,4,1,2,inf,1,23,RS,inf,False,True,True,inf,True,inf,False
65,32,10,2048,1,2,0.4775697,1,26,RS,0.47749078081439456,True,False,False,0.0001273311038199304,True,0.4776486191856054,False
66,128,1,256,4,2,inf,1,11,RS,inf,False,True,True,inf,False,inf,False
67,256,1,512,32,32,inf,30,1,RS,inf,False,True,True,inf,True,inf,False
68,128,1,256,32,16,inf,1,29,RS,inf,False,True,True,inf,True,inf,False
69,8,1,1,16,16,inf,29,1,RS,inf,False,True,False,inf,False,inf,False
70,64,10,2,32,4,0.4285119,1,3,RS,0.42847665174919347,True,False,False,5.6870818527607824e-05,False,0.42854714825080653,False
71,32,1,512,32,8,inf,1,8,RS,inf,False,True,False,inf,True,inf,False
72,2,10,8,4,16,0.4972803,30,1,RS,0.4970680180660942,True,False,False,0.0003425034452381372,False,0.49749258193390583,False
73,4,1,32,1,4,inf,1,2,RS,inf,False,True,True,inf,False,inf,False
74,2,1,32,2,16,inf,10,1,RS,inf,False,True,False,inf,False,inf,False
75,4,10,64,32,16,0.7826553,1,12,RS,0.7826381773840009,True,False,False,2.7626255627565515e-05,False,0.7826724226159992,False
76,16,1,16,32,2,inf,26,1,RS,inf,False,True,True,inf,True,inf,False
77,1024,1,16,2,8,inf,1,13,RS,inf,False,True,False,inf,False,inf,False
78,1,10,64,16,32,0.9619160000000001,23,1,RS,0.9617063432104965,True,False,True,0.0003382679411354219,False,0.9621256567895037,False
79,2,10,1,8,16,0.7669233999999999,1,3,RS,0.7667924813891241,True,False,False,0.0002112288806011086,False,0.7670543186108757,False
80,2,10,1024,16,8,0.7503865000000001,17,1,RS,0.7465946082234609,True,False,False,0.006117977039021963,True,0.7541783917765392,False
81,8,1,32,32,2,inf,1,4,RS,inf,False,True,True,inf,False,inf,False
82,64,1,32,4,32,inf,1,10,RS,inf,False,True,True,inf,True,inf,False
83,32,10,2048,2,2,0.5861460000000001,19,1,RS,0.5860252191376883,True,False,False,0.00019487226585637076,False,0.5862667808623118,False
84,4,1,4,8,4,inf,1,2,RS,inf,False,True,False,inf,True,inf,False
85,2048,10,4,4,32,0.21364110000000003,1,12,RS,0.21362130446078434,True,False,True,3.193884781891557e-05,True,0.21366089553921572,False
86,4,1,256,8,2,inf,17,1,RS,inf,False,True,False,inf,False,inf,False
87,512,1,1,32,8,inf,2,1,RS,inf,False,True,True,inf,False,inf,False
88,2,1,8,32,8,inf,1,22,RS,inf,False,True,False,inf,False,inf,False
89,16,1,256,1,32,inf,1,27,RS,inf,False,True,False,inf,True,inf,False
90,128,1,512,32,32,inf,1,8,RS,inf,False,True,False,inf,False,inf,False
91,256,1,64,32,2,inf,30,1,RS,inf,False,True,False,inf,True,inf,False
92,2,10,16,2,16,0.9268671999999999,23,1,RS,0.9268279862192578,True,False,True,6.326894973050121e-05,True,0.926906413780742,False
93,64,1,1,4,8,inf,1,2,RS,inf,False,True,False,inf,True,inf,False
94,2,1,256,8,4,inf,19,1,RS,inf,False,True,True,inf,True,inf,False
95,1,10,128,2,1,0.2039726,6,1,RS,0.20394965552609837,True,False,False,3.701945434497885e-05,False,0.20399554447390164,False
96,1,10,1024,4,4,0.2102173,1,13,RS,0.21002806468051974,True,False,False,0.0003053191936318462,True,0.21040653531948025,False
97,1,1,512,32,32,inf,17,1,RS,inf,False,True,False,inf,True,inf,False
98,32,1,16,16,2,inf,1,3,RS,inf,False,True,False,inf,True,inf,False
99,64,10,128,8,1,0.21475049999999998,23,1,RS,0.2147275336876409,True,False,True,3.705468931188112e-05,False,0.21477346631235908,False
100,32,1,64,2,32,inf,26,1,RS,inf,False,True,True,inf,False,inf,False
101,128,1,128,8,2,inf,15,1,RS,inf,False,True,True,inf,True,inf,False
102,512,1,32,4,16,inf,1,8,RS,inf,False,True,False,inf,True,inf,False
103,512,1,256,8,2,inf,1,24,RS,inf,False,True,False,inf,True,inf,False
104,8,10,128,4,32,0.9154072,20,1,RS,0.9151836647886084,True,False,True,0.00036065989519213916,False,0.9156307352113916,False
105,512,1,64,16,32,inf,1,16,RS,inf,False,True,False,inf,True,inf,False
106,2,1,1,32,8,inf,1,12,RS,inf,False,True,False,inf,False,inf,False
107,4,1,64,4,2,inf,2,1,RS,inf,False,True,False,inf,False,inf,False
108,64,10,2,2,1,0.20487360000000004,30,1,RS,0.204854385954135,True,False,True,3.100064515457857e-05,False,0.2048928140458651,False
109,16,10,1,8,1,0.4467912,1,4,RS,0.4459897348116297,True,False,False,0.0012931132819671985,True,0.4475926651883703,False
110,128,1,16,1,32,inf,22,1,RS,inf,False,True,False,inf,True,inf,False
111,1024,1,32,1,4,inf,1,24,RS,inf,False,True,True,inf,True,inf,False
112,16,10,16,1,4,0.36303420000000003,5,1,RS,0.36275491540672955,True,False,True,0.00045060798927671074,True,0.3633134845932705,False
113,128,1,512,8,4,inf,1,10,RS,inf,False,True,False,inf,True,inf,False
114,128,10,512,2,8,0.7347756000000001,21,1,RS,0.7346862298546076,True,False,True,0.00014419306502048577,False,0.7348649701453925,False
115,512,10,2,2,8,0.20526070000000002,19,1,RS,0.20520560510212013,True,False,True,8.88921256355159e-05,True,0.2053157948978799,False
116,512,1,2,4,2,inf,1,4,RS,inf,False,True,False,inf,False,inf,False
117,2,1,128,8,4,inf,1,20,RS,inf,False,True,False,inf,False,inf,False
118,2048,1,2048,1,32,inf,25,1,RS,inf,False,True,True,inf,False,inf,False
119,32,1,4,4,4,inf,1,20,RS,inf,False,True,True,inf,False,inf,False
120,32,10,1,4,4,0.23099950000000002,4,1,RS,0.230769704231802,True,False,True,0.00037076090678494854,True,0.23122929576819806,False
121,512,10,2048,16,16,1.0220449999999999,1,2,RS,1.0216810874114377,True,False,False,0.0005871498956825158,True,1.022408912588562,False
122,1,10,128,1,32,0.9775181,28,1,RS,0.9774872289184289,True,False,False,4.980853340542821e-05,True,0.977548971081571,False
123,16,10,2,8,2,0.21903709999999998,24,1,RS,0.21899335594850844,True,False,True,7.057825444144036e-05,True,0.21908084405149153,False
124,2048,1,2,32,2,inf,14,1,RS,inf,False,True,True,inf,False,inf,False
125,1,1,2,32,8,inf,8,1,RS,inf,False,True,False,inf,False,inf,False
126,128,1,1024,16,16,inf,20,1,RS,inf,False,True,True,inf,True,inf,False
127,4,10,64,1,4,0.5025984,1,24,RS,0.5025359787932857,True,False,False,0.0001007126605745119,False,0.5026608212067143,False
