id,T2_J,T2_I,T4_I,T4_J,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,runs,U2_I,RT2_J,cost_mean,cost_std,correct_result,OMP,RT4_J,RT4_I,T4_Ja,mean_confidence_interval_sup,U3_I
1,2,1,8,4,2.633536990837391,4,False,64,RS,256,True,False,False,True,1,1,True,1,4,1,10,15,32,2.664763,0.05038118657792809,True,True,8,1,8,2.6959890091626093,28
2,4,32,128,32,5.713739392904167,1024,False,128,RS,128,True,False,True,True,18,11,False,1,23,16,10,1,8,5.713868,0.00020749939758943814,True,False,8,4,1024,5.713996607095832,28
3,1024,4,1,128,2.4025792013707665,1024,False,256,RS,4,True,False,True,True,26,1,False,1,28,32,10,26,2,2.465793,0.10199145739227376,True,True,16,8,2048,2.5290067986292337,21
4,8,1024,8,1,1.8347457273177414,2048,False,1024,RS,16,True,False,True,False,18,1,False,1,7,16,10,21,4,2.001981,0.26982351255774584,True,True,2,32,512,2.169216272682258,22
5,1,32,4,256,5.708525644506523,128,False,512,RS,1024,True,True,False,False,12,29,True,1,22,16,10,1,8,5.713503,0.008030647607758764,True,False,16,4,2048,5.718480355493478,4
6,2,8,2,16,2.5491514344493846,64,False,128,RS,1,True,True,True,True,6,1,False,1,9,4,10,18,8,2.5971640000000003,0.0774652313234783,True,True,32,1,16,2.645176565550616,17
7,8,1,4,8,2.676414950556084,64,False,32,RS,2048,True,True,True,False,1,1,False,11,4,1,10,9,8,2.704978,0.04608466985885872,True,True,4,4,64,2.7335410494439163,12
8,16,1,4,8,2.560126586975131,16,False,2048,RS,256,False,False,False,True,14,1,False,1,6,4,10,5,1,2.6079220000000003,0.07711486948701915,True,True,1,4,64,2.6557174130248695,22
9,512,128,4,16,2.3990281911005007,1024,False,512,RS,64,True,True,True,True,1,1,True,16,6,32,10,12,4,2.439618,0.06548908394534164,True,True,1,2,64,2.480207808899499,30
10,1,1,8,512,5.167066451182852,4,False,1024,RS,1024,True,False,True,True,1,23,True,19,21,4,10,1,16,5.167300999999999,0.0003784296500011853,True,False,1,8,1,5.167535548817146,13
