id,speedup,T2_J,T2_I,T4_I,T4_J,T2_Ja,T2_Ia,technique,T4_Ia,VEC4,points,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,U2_I,RT2_J,cost_mean,OMP,RT4_J,RT4_I,T4_Ja,U3_I
1,3.5114365571866015,2048,256,1024,32,1,2048,RS,2048,True,301,True,False,False,23,1,True,1,13,8,23,8,1.8343370000000003,True,1,1,512,19
