id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,64,False,16,64,2,4,1024,13,0.4631262745687066,128,4,RS,False,False,3,True,1,True,23,1,1024,32,10,256,32,4,0.4646732,1,True,0.0024958661342307513,True,0.46622012543129343
2,32,1,False,4,256,4,16,1024,16,1.2207994779051872,1024,4,RS,False,False,1,True,1024,True,1,28,256,8,10,128,16,2,1.2225110000000001,3,False,0.0027614324181482203,True,1.224222522094813
3,1,256,False,4,256,256,4,256,1,0.6542736103397246,128,16,RS,False,True,5,True,128,False,28,1,512,32,10,1,32,2,0.6601241,19,True,0.009439394243806125,True,0.6659745896602753
4,16,1024,False,32,512,4,1,8,11,1.543929911685043,1024,1,RS,True,False,2,False,2048,False,1,1,512,1,10,4,32,1,1.543993,1,False,0.00010178899744078301,True,1.544056088314957
5,2,1,False,2,32,16,256,256,11,0.6484494509219639,32,4,RS,True,False,1,True,2048,True,1,6,64,16,10,1,16,4,0.6497059000000001,7,True,0.0020272009495854075,True,0.6509623490780362
6,32,512,False,16,512,8,4,512,1,0.8110551380795473,4,32,RS,True,True,3,False,512,False,12,1,1,8,10,64,32,32,0.8196980999999999,5,True,0.013944871239635013,True,0.8283410619204524
7,16,1,False,4,16,1,1,8,1,0.8410671159186446,2,1024,RS,True,False,5,True,1,False,1,18,64,16,10,512,8,1,0.8434074,7,True,0.003775900030456317,True,0.8457476840813555
8,16,2048,False,8,4,4,1,8,2,1.4794744905405115,1,1,RS,True,False,11,False,1024,True,1,9,1,32,10,512,2,8,1.4823300000000001,1,False,0.004607183521415192,True,1.4851855094594888
9,16,4,False,8,2,1,2,32,16,0.75131079585184,256,2,RS,False,True,1,False,1024,False,1,12,1,32,10,1,32,1,0.7573223,1,True,0.00969918091438655,True,0.76333380414816
10,2,16,False,32,4,1,512,1,1,inf,8,16,RS,True,True,2,False,2048,False,1,14,64,8,1,2048,8,8,inf,19,False,inf,False,inf
11,4,8,False,2,1,1,4,4,6,0.1461748275399208,2,1,RS,True,False,1,True,4,True,3,1,2048,16,10,1,1,16,0.1673668,11,True,0.03419190434825179,True,0.1885587724600792
12,1,512,False,2,4,8,64,1,1,3.5273551101864515,16,16,RS,False,True,11,True,512,True,1,27,1024,16,10,1024,2,16,3.530339,7,True,0.004814317085527282,True,3.5333228898135487
13,16,32,False,32,256,1,2048,1024,1,1.0974400720542326,2,8,RS,False,False,9,True,2,False,22,1,2048,4,10,2048,4,32,1.104248,11,True,0.01098416023189756,True,1.1110559279457672
14,32,2048,False,1,1,1,32,128,8,0.6300039232868878,8,1,RS,True,True,1,True,8,False,13,1,16,16,10,64,2,8,0.6391869,1,True,0.01481615087969881,True,0.6483698767131122
15,2,1,False,16,32,8,4,32,8,0.5520788238559095,8,2,RS,False,False,1,True,32,False,1,5,2048,2,10,64,1,16,0.5614718999999999,5,True,0.0151551329947975,True,0.5708649761440904
16,1,2,False,8,2,32,16,32,17,2.1363119870250618,8,2,RS,False,True,1,True,512,True,6,1,4,4,10,1,4,16,2.1385440000000004,7,False,0.0036012114628274972,True,2.140776012974939
17,1,512,False,32,2048,4,8,64,1,0.7781584078982645,2,4,RS,False,False,9,False,32,True,20,1,2048,1,10,8,2,32,0.7863421,3,False,0.013203868497148866,True,0.7945257921017356
18,16,2048,False,16,128,32,128,1,9,1.0304828556548462,64,16,RS,True,True,12,False,64,False,1,13,2048,1,10,2048,16,2,1.0305380000000002,1,False,8.89719056781343e-05,True,1.0305931443451541
19,1,256,False,1,32,4,8,1024,3,1.0002579231152942,8,2,RS,False,False,1,False,1024,False,3,1,64,1,10,64,1,2,1.0162538,22,True,0.02580833348281132,True,1.032249676884706
20,16,2048,False,4,4,1,2048,1,16,1.8985843883270221,1,2048,RS,True,False,1,True,1024,False,14,1,256,32,10,2048,1,16,1.8987850000000002,5,False,0.0003236742189300816,True,1.8989856116729782
21,4,1,False,16,64,1,4,2048,1,1.0955446307882286,128,1,RS,False,False,4,False,512,True,1,26,64,32,10,1,4,16,1.0986319999999998,25,False,0.00498127453569869,True,1.101719369211771
22,32,256,False,4,512,8,16,1024,8,1.1516703127396533,128,32,RS,True,True,1,False,128,False,14,1,2048,4,10,2048,4,8,1.151761,6,False,0.00014631814651642,True,1.1518516872603468
23,1,1024,False,4,1,1,256,8,14,1.2017427587352865,4,8,RS,True,True,1,True,2048,False,1,14,512,4,10,1024,16,4,1.2036259999999999,5,True,0.003038490414663215,True,1.2055092412647133
24,8,64,False,4,64,64,1,64,1,0.10661129603506454,64,64,RS,True,True,2,True,1,True,6,1,2048,1,10,16,8,2,0.12143440000000001,11,True,0.023916138710920708,True,0.1362575039649355
25,16,32,False,8,64,4,512,512,10,1.1148209510418972,256,1,RS,True,False,1,False,1024,False,1,25,512,2,10,1,8,1,1.118469,6,True,0.005885895768699961,True,1.1221170489581027
26,4,1024,False,32,512,8,8,256,12,0.6699754447215123,2048,32,RS,False,False,6,False,2048,True,23,1,512,4,10,128,2,8,0.6834971,1,True,0.021816333745384442,True,0.6970187552784877
27,2,1024,False,8,16,2,16,2048,18,0.7764171626320279,16,1,RS,True,True,5,True,32,True,1,4,1024,8,10,1,2,4,0.7851731000000001,1,False,0.014127149963456896,True,0.7939290373679723
28,1,16,False,1,8,8,1,8,4,1.1136760497841174,512,2,RS,True,False,28,True,2048,True,1,28,64,16,10,512,4,4,1.1161510000000001,1,False,0.003993175302938729,True,1.1186259502158828
29,1,2048,False,2,128,4,2048,2048,1,1.1874251120108557,64,256,RS,False,True,2,False,128,False,1,15,1,4,10,1,1,1,1.187628,20,False,0.00032734691078424957,True,1.1878308879891442
30,2,64,False,32,1,8,128,32,1,0.8979490068567124,2,32,RS,True,False,8,True,8,False,1,29,16,16,10,256,2,16,0.9008811,1,True,0.004730746441102081,True,0.9038131931432876
31,16,8,False,2,128,2,8,256,1,1.6820651072341508,8,2,RS,False,False,8,False,1024,False,1,29,128,32,10,512,16,4,1.682378,6,False,0.0005048326455371107,True,1.682690892765849
32,8,128,False,16,1,8,4,2048,11,0.6023282150003815,128,128,RS,False,False,1,False,128,False,5,1,64,2,10,1,16,32,0.6147433,9,True,0.020030952738449584,True,0.6271583849996185
33,1,1024,False,2,64,1,1,1,9,0.8915793837051467,4,256,RS,False,True,1,True,8,True,18,1,2048,1,10,2048,1,16,0.8939605,8,False,0.0038417802188568597,True,0.8963416162948534
34,1,16,False,32,4,16,256,32,1,3.620721498620699,2,8,RS,False,False,7,False,4,False,1,29,256,32,10,512,1,32,3.622827,15,True,0.003397093021982256,True,3.624932501379301
35,1,1,False,4,1,8,4,1,2,2.7594423481592885,1,4,RS,False,True,19,False,512,True,5,1,4,4,10,1,2,32,2.763194,1,False,0.006053052453101659,True,2.7669456518407114
36,2,1024,False,16,2,2,16,4,8,1.372341731070848,128,1,RS,True,False,14,False,1,False,4,1,1,16,10,128,32,4,1.408564,1,True,0.0584423350320639,True,1.444786268929152
37,1,256,False,4,64,1,64,512,2,0.7282959050237361,4,64,RS,True,False,1,False,32,True,3,1,2048,16,10,1024,1,2,0.7444666,1,False,0.02609039139300135,True,0.7606372949762639
38,2,128,False,16,16,1024,16,1024,3,inf,8,8,RS,True,False,30,False,64,False,1,22,512,2,1,2048,4,32,inf,1,True,inf,False,inf
39,1,1024,False,2,512,512,64,1,7,1.1565215153484996,64,1024,RS,False,False,11,False,512,True,1,15,2048,32,10,1,2,32,1.1583359999999998,1,False,0.002927555977261593,True,1.1601504846515
40,8,1024,False,1,32,32,8,32,28,0.5130760829624199,8,1024,RS,False,True,3,False,8,False,1,5,64,16,10,1,8,32,0.522043,1,True,0.014467552287792156,True,0.5310099170375802
41,1,2048,False,1,2,16,32,64,4,1.2385077065700592,64,256,RS,True,False,19,False,64,False,30,1,1,8,10,256,4,32,1.2386570000000001,1,False,0.00024087548650704473,True,1.238806293429941
42,16,512,False,4,1,4,256,128,25,1.1093907076031235,64,2,RS,False,True,1,True,1024,True,26,1,4,2,10,512,4,2,1.1123179999999997,1,False,0.0047230007410543505,True,1.1152452923968759
43,1,256,False,1,256,8,1,64,1,1.3154296115907385,16,2,RS,True,False,4,False,32,False,4,1,512,16,10,256,4,16,1.315925,8,False,0.0007992777990160784,True,1.3164203884092616
44,1,256,False,1,32,512,1,2048,11,1.0149960728904186,128,1,RS,False,False,5,True,1024,True,1,4,1024,1,10,256,1,16,1.017274,1,False,0.0036752910088862258,True,1.0195519271095814
45,8,1,False,16,1,4,64,2048,4,1.4829556492505107,2,2,RS,False,False,1,True,512,False,5,1,4,1,10,2048,32,2,1.4853980000000002,2,True,0.003940578130173291,True,1.4878403507494897
46,32,8,False,1,16,4,1,1,1,1.9480787614937307,512,4,RS,True,False,10,False,512,True,18,1,32,2,10,256,32,16,1.9514859999999998,6,False,0.0054973633680156205,True,1.954893238506269
47,1,32,False,8,8,512,1,1024,1,1.549979901406885,1,4,RS,False,True,12,True,8,False,1,22,32,16,10,256,1,2,1.550128,7,False,0.00023894769302088535,True,1.550276098593115
48,8,128,False,32,8,32,256,32,10,0.8159029401693304,1,128,RS,True,False,6,False,128,True,24,1,256,16,10,1024,32,1,0.8223444000000001,1,True,0.0103928871561275,True,0.8287858598306698
49,16,2048,False,8,2,1,2,8,2,0.9052427850747797,4,16,RS,True,False,1,True,4,True,8,1,1,4,10,512,2,16,0.9101579000000001,10,True,0.00793022639588556,True,0.9150730149252204
50,8,64,False,2,16,2,8,32,14,0.5229839379353639,512,16,RS,False,False,1,False,512,True,29,1,128,2,10,64,2,8,0.5404298000000001,1,True,0.028147792665855702,True,0.5578756620646362
51,32,2048,False,32,64,32,512,1,1,0.8953335330475732,1,64,RS,False,False,6,True,1024,True,14,1,2048,1,10,1,4,8,0.89702,20,True,0.0027210075339844267,True,0.8987064669524268
52,32,1,False,8,32,1,8,1,6,1.1184403239130647,4,16,RS,False,True,1,True,4,False,3,1,256,32,10,512,8,32,1.118687,15,False,0.0003979962311379412,True,1.1189336760869353
53,16,1,False,8,1024,2,4,2048,1,0.8284170273638821,4,128,RS,False,True,4,False,1024,True,3,1,1024,8,10,128,8,32,0.8314776,12,True,0.0049380399593361105,True,0.834538172636118
54,2,8,False,16,4,64,32,2048,1,inf,2,8,RS,True,True,7,True,8,False,28,1,128,8,1,1024,4,1,inf,11,False,inf,False,inf
55,8,1,False,1,64,16,8,512,18,inf,1,1024,RS,False,True,5,True,32,False,21,1,1,1,1,64,16,16,inf,1,False,inf,False,inf
56,16,1024,False,32,8,1,4,8,3,0.8039379015838609,4,32,RS,False,True,1,False,64,False,22,1,1024,2,10,128,4,2,0.80901,1,True,0.008183509308359108,True,0.8140820984161391
