id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,128,1,256,0.10444403330748854,1,16,1,64,RS,True,True,True,False,True,11,1,35,0.10448636669251148,6.389088913362863e-05,0.10446520000000001,1,15,True,11,8
2,64,1024,512,0.10727641172492995,1,128,32,32,RS,True,False,False,True,True,8,1,35,0.10733027398935575,8.129064007169019e-05,0.10730334285714285,27,10,True,1,8
3,64,1024,512,inf,32,512,1,32,RS,False,False,True,True,True,11,1,1,inf,inf,inf,12,9,False,1,1
4,128,64,128,0.16808321083740918,1,128,1,128,RS,False,False,True,False,False,23,8,35,0.16810638916259085,3.498146447967383e-05,0.16809480000000002,4,1,True,30,1
5,512,128,512,0.18227009495012592,1,16,1,512,RS,True,False,False,True,False,14,1,35,0.18230819076415977,5.74954124168138e-05,0.18228914285714284,18,30,True,1,1
6,2048,1024,2048,0.09156804967894948,1,256,128,128,RS,False,False,True,False,True,10,1,35,0.09165805317819338,0.00013583613946101876,0.09161305142857143,1,9,True,12,8
7,1024,1024,1,0.21815532691215672,8,128,512,16,RS,False,False,False,False,True,6,8,35,0.21827455880212904,0.00017994855500664563,0.21821494285714288,1,10,True,8,1
8,2048,512,64,0.1098076739968376,8,32,32,1,RS,False,False,True,False,False,21,8,35,0.10983604028887668,4.281130882448435e-05,0.10982185714285714,13,2,True,1,1
9,1,512,512,inf,1,256,32,32,RS,True,True,False,True,False,1,32,1,inf,inf,inf,19,23,False,1,1
10,512,1,2048,0.27431416701101696,1,32,1,16,RS,False,False,True,True,True,3,1,35,0.2743340615604116,3.0025485773228085e-05,0.2743241142857143,10,11,True,1,1
11,256,128,512,0.1768844797904178,1,1,16,64,RS,True,False,True,False,False,9,8,35,0.17690557735243936,3.1841110635946086e-05,0.17689502857142858,28,1,True,13,1
12,512,512,128,0.1944292936648863,8,1,256,256,RS,False,True,True,False,True,29,8,35,0.19445802062082804,4.335563424063941e-05,0.19444365714285716,4,1,True,17,1
13,64,1,512,0.29982897931350694,1,128,256,32,RS,True,True,False,False,False,22,1,35,0.29995827782935003,0.00019514142647457502,0.2998936285714285,26,15,True,1,32
14,1024,1,2048,0.20436654889450878,32,512,64,512,RS,True,True,True,True,False,22,1,35,0.20513545110549125,0.0011604516362175527,0.20475100000000002,29,28,True,1,1
15,1,1024,512,0.11240153778064281,1,1,512,512,RS,False,False,False,True,True,25,1,35,0.11252931936221434,0.00019285202109601142,0.11246542857142858,1,8,True,27,8
16,1,2048,1,0.12197453269268142,1,128,32,64,RS,True,False,False,False,False,11,8,35,0.12202603873589,7.773455617992285e-05,0.12200028571428571,1,10,True,11,1
17,128,512,512,0.22327341239948037,1,32,1,128,RS,False,False,False,True,False,26,1,35,0.22331098760051962,5.670968675128055e-05,0.2232922,3,14,True,1,1
18,2048,2048,1,0.10115133051309201,1,512,512,128,RS,True,True,True,False,False,16,1,35,0.10117598377262228,3.720748224072472e-05,0.10116365714285715,1,13,True,23,8
19,2048,1,1,0.14907929896294383,8,64,16,256,RS,True,False,True,False,False,20,8,35,0.14920675817991327,0.00019236549820058274,0.14914302857142855,1,27,True,17,1
20,2048,64,1024,0.3211476322051011,1,256,32,256,RS,False,True,False,False,True,28,1,35,0.32163979636632745,0.0007427897826602708,0.3213937142857143,20,21,True,1,32
21,1024,512,64,0.19829157687334167,1,32,512,128,RS,False,True,True,False,True,12,8,35,0.19846493741237262,0.000261641231226178,0.19837825714285715,23,22,True,1,1
22,512,64,128,0.2858993396024493,1,16,16,16,RS,True,True,True,False,True,21,1,35,0.28593237468326493,4.985759312116869e-05,0.2859158571428571,1,23,True,6,1
23,512,1024,128,0.08924900915089422,8,32,128,32,RS,True,True,True,False,False,28,1,35,0.08927276799196289,3.585759749285003e-05,0.08926088857142855,29,20,True,1,8
24,2048,256,512,inf,32,128,16,64,RS,False,True,True,True,True,30,1,1,inf,inf,inf,1,25,False,8,1
25,64,1024,256,0.09341020103755676,8,256,1,32,RS,False,True,True,False,True,29,1,35,0.09345097610530037,6.153902720540746e-05,0.09343058857142857,1,21,True,2,8
26,1,64,128,0.19956758862979454,1,128,64,64,RS,True,False,False,True,True,15,1,35,0.20031966851306257,0.001135062844974151,0.19994362857142856,16,28,True,1,1
27,64,512,64,inf,1,16,512,1,RS,True,False,False,True,False,24,32,1,inf,inf,inf,21,1,False,12,1
28,64,256,1024,0.0963221539736798,1,256,1,1,RS,True,True,True,True,False,7,8,35,0.09635169174060593,4.457933592862122e-05,0.09633692285714286,11,1,True,28,8
29,256,512,1,0.20768926138656393,1,1,32,1,RS,True,True,True,False,True,1,32,35,0.2077154243277218,3.948594169874467e-05,0.20770234285714287,15,1,True,17,1
30,1024,256,512,0.0871611036649089,1,64,256,128,RS,False,True,True,True,False,11,8,35,0.08718228490651969,3.196740252960476e-05,0.0871716942857143,3,1,True,4,8
31,512,256,256,0.19816748234960377,1,64,128,256,RS,True,True,True,False,True,16,32,35,0.19820691765039625,5.951700837335845e-05,0.1981872,28,1,True,8,1
32,512,512,1024,0.11513005209033869,8,64,64,64,RS,True,True,False,False,False,30,1,35,0.11515634790966131,3.968648564507945e-05,0.1151432,1,1,True,13,8
