id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,64,1,256,0.1207813713753047,1,False,512,16,RS,False,True,False,False,False,8,1,16,35,0.12081954291040956,5.760969306196499e-05,0.12080045714285713,19,1,True,16,8
2,128,256,2048,inf,1,False,256,1,RS,True,False,True,True,False,2,32,128,1,inf,inf,inf,28,1,False,26,1
3,128,128,1,0.2791229642196493,1,False,128,64,RS,False,True,False,True,True,27,8,64,35,0.27916886435177946,6.927393714339502e-05,0.2791459142857144,9,1,True,5,1
4,256,1024,2048,0.1758617809759506,8,False,1,128,RS,True,False,False,True,True,7,1,16,35,0.1758985047383351,5.542466849292701e-05,0.17588014285714285,1,6,True,23,1
5,128,128,512,0.19828978995319,8,False,128,32,RS,True,True,False,False,True,26,1,16,35,0.19833615290395282,6.997243772240697e-05,0.1983129714285714,23,1,True,1,1
6,2048,512,1024,0.2999571120108981,1,False,512,1,RS,True,True,False,False,False,24,1,1,35,0.30012465941767325,0.0002528678674077597,0.30004088571428567,26,27,True,1,32
7,512,1024,1,0.20381648272025926,8,False,32,256,RS,False,True,True,True,True,17,1,128,35,0.20392426013688364,0.0001626611000497295,0.20387037142857145,11,25,True,1,1
8,1,64,512,0.126792441384038,8,False,16,16,RS,True,True,False,False,False,29,1,16,35,0.12681458718739053,3.3423149743485523e-05,0.12680351428571426,1,4,True,6,1
9,1,512,256,0.11115073247116178,1,False,32,512,RS,False,False,True,True,True,28,1,1,35,0.1112548675288382,0.00015716393624856442,0.11120279999999999,1,12,True,7,8
10,2048,1024,128,0.30138634219048227,1,False,64,256,RS,False,False,False,False,True,7,1,128,35,0.30176857209523206,0.0005768735114071907,0.30157745714285716,22,1,True,24,32
