id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,128,1,64,8,2.8971893826012565,4,1,128,DLMT,500,10,True,2048,256,256,1,28,1,True,1,3,False,10,0.0003462715697251943,2.8974040000000003,True,False,2.897618617398744
2,2048,1,1,256,2.1878354126963955,8,16,256,DLMT,500,10,True,256,1024,256,10,1,2,True,1,3,False,10,0.0042458993158104785,2.190467,True,True,2.1930985873036044
3,256,32,8,256,0.2245768749878524,2,256,4,DLMT,500,10,True,4,256,1024,2,29,1,True,1,1,False,10,0.03037282332217405,0.2434018,True,True,0.2622267250121476
4,128,1,4,1,3.9683000470031677,32,32,1,DLMT,500,10,False,128,1024,4,5,3,1,False,2,1,False,10,0.0004887954582440084,3.9686030000000003,True,False,3.968905952996833
5,64,2048,2048,64,0.5995528064241029,64,32,1024,DLMT,500,10,True,128,2048,1024,2,12,1,True,5,2,False,10,0.004169916571107887,0.6021373000000001,True,True,0.6047217935758973
6,64,64,32,32,5.6113325627478154,2048,2,256,DLMT,500,10,True,1,2048,1,2,3,6,True,1,1,False,10,0.11337850997433345,5.681604,True,True,5.751875437252185
7,1,1,1024,2,2.554801185943759,128,1,1,DLMT,500,10,False,128,2,2048,2,8,5,False,1,1,False,10,0.013507391346962551,2.563173,True,True,2.571544814056241
8,4,1,1,1024,9.455611020202177,512,2,2,DLMT,500,10,False,2048,1024,2048,1,1,19,False,2,2,False,10,0.23696056299730567,9.602478,True,True,9.749344979797822
9,64,128,16,1,6.6337049121763805,256,4,1,DLMT,500,10,False,1,16,512,1,5,1,True,17,2,False,10,0.0009440021186418335,6.63429,True,False,6.63487508782362
10,256,16,1,4,4.035811759215364,1,256,1,DLMT,500,10,True,32,1,2048,4,1,2,False,4,2,False,10,0.0002972608282299495,4.035996,True,False,4.036180240784636
11,1,1,2048,2,2.712346447663188,8,256,16,DLMT,500,10,True,32,2048,512,1,2,1,True,2,22,False,10,0.0007559794970764429,2.712815,True,False,2.713283552336812
12,2048,2048,16,8,0.3399156393075275,2,256,1,DLMT,500,10,False,4,512,4,2,2,4,True,1,2,False,10,0.02960327162392697,0.3582636,True,True,0.37661156069247254
13,1,256,2,256,4.625866724653338,4,128,128,DLMT,500,10,False,128,1,256,1,11,1,False,1,1,False,10,0.00019889695824720587,4.62599,True,False,4.626113275346662
14,4,256,16,4,3.5760452656087347,1,1,1024,DLMT,500,10,True,2,64,1,4,25,1,True,1,1,False,10,0.00017220917513306112,3.5761519999999996,True,False,3.5762587343912644
15,4,8,8,8,0.259620464558118,8,4,1,DLMT,500,10,True,8,128,1,4,3,1,False,13,1,False,10,0.020285957109291142,0.27219360000000004,True,True,0.2847667354418821
16,1024,2,2,2048,2.2688429672010364,8,8,16,DLMT,500,10,True,2048,2048,16,1,7,1,False,2,4,False,10,0.00020173249614282933,2.268968,True,False,2.269093032798964
17,256,64,8,2,1.6743606186959272,1,256,32,DLMT,500,10,False,64,8,1,1,1,1,False,3,29,False,10,0.023088893195647112,1.6886709999999998,True,True,1.7029813813040724
18,2048,2048,4,16,4.45402837616021,32,2048,32,DLMT,500,10,False,32,1,32,2,5,1,True,1,10,False,10,0.00010103959619879412,4.454091,True,False,4.45415362383979
19,8,1,4,1,7.184587143983401,64,4,8,DLMT,500,10,False,256,256,8,1,2,30,True,1,1,False,10,0.011853686515173162,7.191934000000001,True,True,7.199280856016601
20,16,4,4,1,5.97109570250746,256,2,4,DLMT,500,10,True,1,1024,64,1,1,7,True,1,9,False,10,0.0013089770815412237,5.971907,True,False,5.9727182974925395
21,256,1,2048,16,0.2969912990887972,1,8,32,DLMT,500,10,True,16,1,2048,2,1,2,False,1,7,False,10,0.027908421348403066,0.3142888,True,True,0.3315863009112028
22,1,1,1,4,6.992686349259979,1,4,64,DLMT,500,10,False,2048,64,256,1,2,1,True,29,1,False,10,0.01201631241271643,7.000134,True,True,7.007581650740021
23,2048,2048,1024,2,0.8572422179846556,1,2048,16,DLMT,500,10,True,1,256,16,1,3,14,False,1,1,False,10,0.11496878532632236,0.9284992999999998,True,True,0.999756382015344
24,1024,2048,512,32,8.206952882684353,2048,8,2048,DLMT,500,10,False,2048,128,1,1,21,4,False,1,1,False,10,0.0002760869428277772,8.207124000000002,True,False,8.20729511731565
25,2048,4,1,4,8.702433586897184,64,256,32,DLMT,500,10,False,1,32,1,1,3,2,False,16,2,False,10,0.000760595161698837,8.702905,True,False,8.703376413102815
26,32,256,1,4,3.882283333118487,128,8,1,DLMT,500,10,True,2048,4,8,3,22,1,True,1,1,False,10,0.0007771389837088438,3.882765,True,False,3.883246666881513
27,128,1,4,1,3.475955989276578,2048,64,1024,DLMT,500,10,True,1,1,1024,1,2,2,True,8,3,False,10,0.03722361348660279,3.4990269999999994,True,True,3.522098010723421
28,32,2048,8,64,2.8253677154522547,1,2,4,DLMT,500,10,True,2048,64,512,1,2,1,False,1,29,False,10,0.014644009833375564,2.834444,True,True,2.843520284547745
29,1024,512,64,1,0.5892024661367385,8,2,8,DLMT,500,10,False,16,4,2048,4,9,3,True,1,1,False,10,0.02477098566952878,0.6045554,True,True,0.6199083338632614
30,256,128,1,2,1.956904570047202,128,8,16,DLMT,500,10,False,1,512,1024,1,5,4,True,11,1,False,10,0.012653263650141829,1.9647469999999998,True,True,1.9725894299527975
31,4,4,4,32,4.719438778024728,16,2,2,DLMT,500,10,False,512,2048,2048,2,27,1,False,2,1,False,10,0.0003924232409020296,4.719682000000001,True,False,4.719925221975273
32,1,64,2,64,3.628525633178568,2048,64,4,DLMT,500,10,False,2048,256,1,9,8,1,True,3,1,False,10,0.0006169246307289376,3.628908,True,False,3.629290366821432
33,2048,512,64,128,1.2185896014542148,256,64,256,DLMT,500,10,True,256,128,2048,1,2,1,False,4,16,False,10,0.012901682215897275,1.226586,True,True,1.234582398545785
34,128,1,2048,64,4.02161811318319,2048,1,8,DLMT,500,10,False,1,256,1,3,1,1,True,1,10,False,10,0.010346786409315755,4.028031,True,True,4.034443886816811
35,1,2048,4,32,4.171233252949139,32,1024,1,DLMT,500,10,True,2048,64,1,1,3,6,True,12,1,False,10,0.001461365457371936,4.172139,True,False,4.17304474705086
36,1,1024,64,8,0.29917379048707327,4,2048,2,DLMT,500,10,False,1,2048,1024,2,11,1,True,3,3,False,10,0.020767042073680114,0.3120451,True,True,0.3249164095129268
37,1,1,1,512,1.4967612132768353,256,8,4,DLMT,500,10,True,1,2048,128,1,4,2,True,2,2,False,10,0.007119751681063047,1.5011740000000002,True,True,1.5055867867231651
