id,T1_I,T1_J,cost_mean,U_J,U_I,technique,points,T2_I,speedup,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
1,2048,1,0.5511881,1,30,DLMT,102,1,10.498372515662078,1,29,True,True,True,8,True,16
