id,SCREP,T1_Ja,technique,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,speedup,cost_mean,OMP,PAR,VEC,points
1,False,2048,DLMT,64,2048,1,1,11,9,256,1,20.44258648803159,0.07196198000000001,True,False,True,108
