id,SCREP,correct_result,T1_Ja,technique,mean_confidence_interval_inf,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,runs,cost_mean,OMP,PAR,VEC,cost_std,mean_confidence_interval_sup,baseline
1,False,True,256,DLMT,2.5416917619473396,256,8,256,30,1,1,2,2,10,2.541959,False,False,True,0.0004311716595510388,2.54222623805266,False
2,False,True,1,DLMT,0.31771850418465075,4,8,64,3,1,30,256,1,10,0.3218333,True,False,False,0.006638962238934637,0.3259480958153492,False
3,True,True,1,DLMT,1.3564887885661407,1,64,64,1,23,3,2,512,10,1.357104,False,True,False,0.0009926046544319865,1.3577192114338594,False
4,False,True,2,DLMT,0.117645604923968,16,1,128,1,5,14,2048,1,10,0.1257654,True,True,True,0.01310077469617732,0.133885195076032,False
5,False,True,1,DLMT,2.611866257725584,16,512,2048,2,1,18,1,1,10,2.618571,True,True,False,0.010817676691415893,2.6252757422744164,False
6,True,True,256,DLMT,1.0843782391910142,128,64,2048,1,7,9,4,128,10,1.0847069999999999,False,False,False,0.0005304347273699395,1.0850357608089856,False
7,False,True,1,DLMT,1.9582542168342199,2,16,1,21,3,1,16,16,10,1.9584869999999999,False,False,True,0.0003755808834325648,1.9587197831657799,False
8,False,True,16,DLMT,2.658871756835101,32,16,1,4,1,25,4,1024,10,2.659554,False,False,False,0.001100756103775976,2.660236243164899,False
9,False,True,64,DLMT,0.14110826367448312,2,32,16,25,4,1,1,256,10,0.1436753,True,True,False,0.004141750404116598,0.1462423363255169,False
10,True,True,1,DLMT,0.7513720338266322,32,64,1024,10,6,1,512,2048,10,0.7530556999999999,True,True,True,0.0027164886544949747,0.7547393661733676,False
11,False,True,1,DLMT,2.63723627051451,2048,2048,1,25,3,1,64,1,10,2.6375019999999996,False,True,True,0.00042873768203877707,2.637767729485489,False
12,True,True,4,DLMT,1.8021517430173488,1,4,8,1,2,23,1,2048,10,1.8023820000000002,False,False,True,0.0003715050470720274,1.8026122569826515,False
13,False,True,1,DLMT,1.5155666550935178,256,8,2048,25,1,2,2048,2048,10,1.515812,False,True,True,0.0003958484558514882,1.516057344906482,False
14,True,True,2048,DLMT,1.167284208500771,1,32,512,1,5,6,4,2048,10,1.1676,False,True,False,0.0005095095681142486,1.1679157914992289,False
15,True,True,32,DLMT,2.92503746507331,2048,2,2048,10,1,2,1,4,10,2.925541,False,True,False,0.0008124216885338259,2.9260445349266897,False
16,False,True,2048,DLMT,1.931306028125644,64,1,64,20,1,5,128,512,10,1.931608,False,False,True,0.0004872124793147257,1.931909971874356,False
17,True,True,2048,DLMT,0.1132820523023432,4,256,32,3,30,1,1,128,10,0.12033659999999999,True,False,True,0.011382065570009689,0.12739114769765678,False
18,True,True,32,DLMT,1.9814627670714131,4,1,2048,30,2,1,2,256,10,1.9816860000000003,False,False,False,0.00036017218104681233,1.9819092329285874,False
19,True,True,32,DLMT,0.13779616831397576,4,16,8,1,7,1,32,1,10,0.1434047,True,False,True,0.009049010388434753,0.14901323168602423,False
20,False,True,128,DLMT,0.2861253211459008,4,128,256,1,2,30,4,4,10,0.2979225,True,True,True,0.01903400033755384,0.3097196788540992,False
21,False,True,128,DLMT,3.2189398853306903,2,2,2048,4,26,1,8,1024,10,3.2212529999999995,True,True,True,0.0037320639062052357,3.2235661146693086,False
22,True,True,2048,DLMT,1.1726235347161156,128,2048,128,16,1,5,1,2,10,1.1729910000000001,False,True,True,0.0005928819444037922,1.1733584652838847,False
23,True,True,1024,DLMT,0.24426307866585426,1,2,1,1,3,1,1,256,10,0.2584881,True,False,True,0.022951170294562326,0.27271312133414577,False
24,False,True,1,DLMT,0.21589123926487833,4,2048,256,1,1,8,512,512,10,0.2263124,True,False,True,0.016813882319083838,0.23673356073512167,False
25,True,True,1024,DLMT,0.4172540893885705,1,1024,8,5,1,20,8,16,10,0.419271,True,True,True,0.003254157433192203,0.4212879106114295,False
26,False,True,512,DLMT,0.24122483494413896,16,2,32,11,1,9,4,2048,10,0.2507761,True,False,False,0.015410360777412058,0.26032736505586107,False
