id,speedup,T2_J,T2_I,T3_J,T3_I,T2_Ja,T2_Ia,technique,T3_Ja,VEC2,VEC3,U2_J,SCREP,RT2_I,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,points,T3_Ia,U3_I,U3_J
1,1.010521157271153,2048,1,2048,256,2048,2048,DLMT,2048,True,False,9,False,1,1,8,False,6.946099000000001,8,False,32,177,512,1,30
