id,runs,baseline,mean_confidence_interval_inf,T1_I,T1_J,cost_mean,U_J,U_I,technique,T2_I,cost_std,correct_result,T2_J,U1_I,OMP,VEC2,mean_confidence_interval_sup,VEC1,RT_I,SCR,RT_J
1,10,False,0.7975109411259023,128,2,0.8200143000000001,1,8,RS,512,0.036307743207338025,True,128,26,True,True,0.8425176588740979,False,1,False,2
2,10,False,1.631762708848363,16,4,1.632215,1,8,RS,128,0.0007297431054830394,True,64,14,False,False,1.632667291151637,False,32,True,4
3,10,False,0.636999802373365,32,2,0.7465222,1,12,RS,2048,0.17670744668507887,True,8,6,True,True,0.8560445976266351,True,4,False,8
4,10,False,0.7598640601735696,1,32,0.7772333999999999,5,1,RS,32,0.028024328884738704,True,1,27,True,False,0.7946027398264301,True,4,True,16
5,10,False,2.291096748579074,1,64,2.291205,30,1,RS,128,0.0001746568063374495,True,1024,12,False,False,2.2913132514209265,True,2,True,32
6,10,False,4.277206605419302,4,32,4.277314,1,18,RS,16,0.00017327434893825953,True,64,17,False,False,4.277421394580697,True,2,False,8
7,10,False,1.4584329956247084,16,1,1.458532,1,18,RS,16,0.0001597372843139357,True,1024,9,False,True,1.4586310043752915,False,8,True,8
8,10,False,1.4889332018861123,512,32,1.489751,13,1,RS,512,0.001319465422055491,True,64,29,False,False,1.4905687981138878,False,16,True,4
9,10,False,0.8196836200831135,128,1,0.946138,30,1,RS,2048,0.20402612690633523,True,8,1,True,False,1.0725923799168866,False,1,False,1
10,10,False,4.4555965548222,16,1,4.455947,1,25,RS,512,0.0005654210820264389,True,64,20,False,False,4.456297445177801,False,4,False,1
11,10,False,4.818195726482735,64,16,4.819946,1,23,RS,64,0.0028239553820837045,True,16,6,False,False,4.821696273517265,False,4,False,16
12,10,False,4.87616647844334,8,2,4.877033,1,10,RS,256,0.0013980776087185948,True,4,10,False,False,4.87789952155666,True,1,True,32
13,10,False,5.023729120650724,128,4,5.023828999999999,1,19,RS,256,0.00016114899937642906,True,128,25,False,True,5.023928879349274,False,4,False,8
14,10,False,6.1650979066724565,4,2,6.166473000000001,16,1,RS,16,0.002218625926108282,True,1,18,False,True,6.167848093327545,False,1,False,1
15,10,False,5.591508149501019,4,1,5.591589999999999,15,1,RS,32,0.00013206059215371065,True,1024,1,False,True,5.5916718504989795,True,1,False,1
16,10,False,0.8328844663961739,4,1024,0.8570833,11,1,RS,256,0.03904328421905616,True,2048,10,True,False,0.8812821336038261,True,4,False,32
17,10,False,0.7028828197391812,256,16,0.7384322,1,5,RS,1,0.057356671815578686,True,128,12,True,True,0.7739815802608188,False,8,True,4
18,10,False,1.4136307007023425,64,1,1.4138870000000001,1,4,RS,1,0.0004135226716880276,True,4,14,False,True,1.4141432992976577,True,1,True,8
19,10,False,4.0677438205670855,64,2048,4.069373000000001,1,1,RS,1,0.0026285777523218155,True,1,29,False,True,4.071002179432916,True,4,False,2
20,10,False,4.899052389385837,64,1,4.89913,1,23,RS,64,0.000125219806740078,True,256,1,False,False,4.899207610614164,True,1,False,2
21,10,False,5.0446027480870965,64,1,5.046729000000001,28,1,RS,1,0.0034305726927148098,True,128,16,False,True,5.048855251912905,False,2,False,32
22,10,False,0.8531275627815964,8,2,0.8716476,18,1,RS,2048,0.029880906191747266,True,512,22,True,False,0.8901676372184035,True,2,False,4
23,10,False,3.955453693253924,8,128,3.955511,25,1,RS,128,9.246080250569953e-05,True,256,3,False,False,3.955568306746076,True,4,False,2
24,10,False,4.227732564757316,1,32,4.227804000000001,1,1,RS,64,0.00011525623627384356,True,32,13,False,True,4.2278754352426855,True,2,False,4
25,10,False,4.499456088762423,256,8,4.500159,1,25,RS,512,0.0011341027290330344,True,256,23,False,False,4.500861911237577,True,2,False,4
26,10,False,5.851422237310498,2,32,5.8536969999999995,1,7,RS,4,0.003670185417659399,True,64,15,False,False,5.855971762689501,True,16,False,2
27,10,False,4.813140942583589,1,1,4.8156620000000006,11,1,RS,2048,0.0040675663485677084,True,64,21,False,True,4.818183057416412,True,4,False,16
28,10,False,9.290996085709347,128,1,9.294585000000001,1,29,RS,1,0.005790485730921049,True,64,12,False,True,9.298173914290656,True,1,False,32
