id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,8,1024,1,256,16,16,2048,1,0.1683149836365557,32,128,256,RS,1,True,True,False,256,1,False,19,28,1,512,8,35,128,13,28,0.16835925714285715,1,False,0.0001336379635662052,True,0.1684035306491586
2,8,1,1024,1,32,64,32,2048,1,0.13384512551782976,512,16,16,RS,1,False,False,True,512,1,False,1,24,9,128,1,35,256,20,8,0.13392928571428572,32,False,0.00025403448263443886,True,0.13401344591074169
3,8,1,512,1,32,64,256,512,13,0.12791140623691089,1,1,64,RS,1,False,False,True,2048,256,True,14,1,29,64,1,35,1024,9,1,0.12915957142857143,1,True,0.0037675410949372305,True,0.13040773662023197
4,1,32,1,1,32,512,16,1,10,0.13597697968334296,32,128,512,RS,1,True,False,True,1,1024,False,17,1,4,256,32,35,1024,11,1,0.13750085714285717,1,True,0.004599768516802044,True,0.13902473460237139
5,8,1,512,1,128,64,16,128,21,0.1985659828224402,1,256,16,RS,8,True,True,True,512,128,False,1,30,11,128,1,35,1,1,17,0.20343208571428573,8,True,0.014688154051813179,True,0.20829818860613125
6,8,8,2048,1,512,256,1,512,15,0.21455620306226503,32,64,1,RS,1,False,False,False,1,128,False,24,29,1,2048,32,35,1024,1,13,0.21460291428571432,1,False,0.000140996123843088,True,0.2146496255091636
7,8,1,128,1,1,64,1,64,1,0.12713330674403203,64,16,512,RS,8,False,True,True,2048,2048,False,24,1,28,1024,8,35,256,26,25,0.12786705714285712,1,True,0.0022147988098613542,True,0.1286008075416822
8,8,1,256,1,64,512,64,512,1,0.21170392503660937,32,64,256,RS,8,False,True,False,512,1024,False,22,14,1,64,8,35,128,24,18,0.21294251428571428,1,True,0.0037386364616866746,True,0.2141811035348192
9,1,1,1024,1,1,1,32,128,30,0.14922658830156021,1,32,128,RS,1,False,True,True,256,1,False,10,27,1,1,32,35,512,30,1,0.14928191428571427,1,False,0.00016699946474312317,True,0.14933724026986833
10,32,1,2048,1,64,64,128,256,15,0.07160927016371144,16,32,1,RS,1,False,True,False,1,2048,True,1,11,6,1024,1,35,1,1,11,0.07512510857142855,8,False,0.01061242996739124,True,0.07864094697914567
11,1,1,1024,8,32,128,16,256,9,0.10056875079563896,1,256,32,RS,8,True,True,True,1024,1024,False,2,21,1,512,1,35,512,22,1,0.10059734285714286,8,False,8.630409454188081e-05,True,0.10062593491864677
12,8,8,512,1,16,16,512,2048,3,0.16913597194490876,16,64,1,RS,8,True,False,False,1,1024,True,3,3,1,64,1,35,512,23,1,0.17649974285714284,1,True,0.02222727385037563,True,0.18386351376937693
13,8,1,2048,1,256,256,64,1,1,inf,512,16,256,RS,1,True,True,False,1,512,False,1,29,15,512,1,1,64,28,28,inf,32,False,inf,False,inf
14,1,1,2048,8,64,64,16,512,2,0.17775115646227996,128,256,256,RS,1,False,True,False,1,512,False,11,1,28,512,1,35,256,1,28,0.1788442285714286,1,True,0.003299398283546469,True,0.17993730068057723
15,1,8,2048,1,1,32,64,256,29,0.22263321078066334,1,64,128,RS,8,False,True,False,1,256,True,6,1,10,512,1,35,64,21,1,0.22358917142857143,1,False,0.00288553233995011,True,0.22454513207647953
16,1,32,256,1,512,32,256,256,1,inf,512,64,128,RS,1,True,False,True,512,512,True,13,1,18,1024,1,1,256,25,23,inf,32,True,inf,False,inf
17,1,8,512,1,1,512,256,1,24,0.1174782205918497,256,128,32,RS,8,False,True,False,1024,2048,True,10,1,12,64,1,35,256,2,1,0.11851711428571429,8,False,0.0031358627135713957,True,0.11955600797957888
18,1,1,2048,32,32,128,512,1,1,0.32630358012934474,256,256,512,RS,1,True,True,True,2048,2048,True,30,1,22,2048,1,35,1,26,2,0.3272079714285714,1,False,0.0027298721423299963,True,0.32811236272779803
