id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,1,1024,64,0.2981274964541448,1,1,1,32,DLMT,False,False,False,False,False,13,1,35,0.29882141783156957,0.0010472881809117994,0.2984744571428572,6,1,True,13,32
2,2048,1,1,inf,32,1,512,128,DLMT,False,False,True,True,True,2,1,1,inf,inf,inf,14,1,False,23,1
3,1024,512,64,0.1694404428267492,1,64,256,16,DLMT,True,False,False,False,False,7,32,35,0.16948601431610788,6.877793903541434e-05,0.16946322857142854,30,26,True,1,1
4,1,2048,2048,0.20192144641066623,1,16,32,512,DLMT,False,True,True,True,False,4,1,35,0.2019422678750481,3.1424415309609615e-05,0.20193185714285716,15,1,True,23,32
5,128,1,256,inf,32,64,1,1,DLMT,True,True,False,False,True,16,1,1,inf,inf,inf,29,1,False,19,1
6,1,2048,1,0.2500147577719277,1,32,256,128,DLMT,True,True,True,False,True,17,8,35,0.25030181365664383,0.0004332338577606858,0.2501582857142858,29,29,True,1,1
7,512,1,2048,0.15140186183747623,1,512,256,256,DLMT,True,True,True,False,True,3,32,35,0.15142150959109518,2.965301375054226e-05,0.1514116857142857,1,4,True,2,1
8,2048,1,64,0.1452708107582727,1,64,32,512,DLMT,True,False,True,False,False,8,32,35,0.14535141781315591,0.00012165472721214231,0.1453111142857143,21,17,True,1,1
9,1024,512,1024,0.20546547539769028,1,128,32,1,DLMT,False,True,True,True,False,29,8,35,0.2055625817451669,0.00014655598359170096,0.2055140285714286,30,1,True,27,1
10,256,512,256,0.22578153701515774,1,16,1,256,DLMT,False,True,False,True,False,1,1,35,0.2258062344134137,3.727409780728414e-05,0.2257938857142857,25,1,True,10,1
11,64,256,2048,0.13673289312924428,1,512,1,1,DLMT,False,False,True,False,False,12,32,35,0.13680013544218425,0.00010148423422344024,0.13676651428571426,1,18,True,28,1
12,1024,1,2048,0.33793828819697913,1,128,512,16,DLMT,False,True,False,False,True,11,1,35,0.3387571975173065,0.0012359239538061518,0.3383477428571428,27,22,True,1,32
13,2048,2048,128,0.13424020897386738,32,1,16,512,DLMT,False,True,True,False,False,21,1,35,0.13431070531184688,0.00010639531215697278,0.13427545714285713,1,20,True,6,1
14,64,128,128,0.21733978993288197,1,1,1,1,DLMT,True,False,True,True,True,9,1,35,0.21738295292426088,6.514295739340438e-05,0.21736137142857143,2,24,True,1,1
15,1024,64,2048,inf,32,16,1,512,DLMT,False,True,False,True,True,26,1,1,inf,inf,inf,8,30,False,1,1
16,256,1024,1,0.29165992492333503,1,512,64,128,DLMT,True,False,False,True,False,30,1,35,0.29303716079095077,0.0020785681107484597,0.2923485428571429,8,17,True,1,32
17,1024,1024,1,0.15509762173885816,1,512,64,256,DLMT,False,False,True,False,True,29,1,35,0.15517757826114187,0.00012067292275284428,0.15513760000000001,1,24,True,25,1
18,1,2048,1024,0.16271568450011176,8,512,128,16,DLMT,True,True,False,False,False,2,1,35,0.1627782012141739,9.435221031770507e-05,0.16274694285714283,1,26,True,22,1
19,2048,1,1,0.1973564717827392,1,16,16,1,DLMT,False,True,False,False,False,18,1,35,0.19740895678868928,7.921203784006184e-05,0.19738271428571424,1,12,True,8,1
20,1024,2048,1024,inf,32,32,256,1,DLMT,True,False,True,True,True,13,1,1,inf,inf,inf,4,1,False,9,1
21,256,128,1024,0.19490252464346072,1,512,128,1,DLMT,True,True,True,True,False,30,1,35,0.19492924678511073,4.032990484107219e-05,0.19491588571428572,25,1,True,5,1
22,1024,64,256,0.24447436735220276,1,1,64,1,DLMT,True,True,True,False,False,11,1,35,0.24472151836208286,0.0003730081533277494,0.2445979428571428,1,13,True,28,32
23,256,2048,2048,0.21433292758093836,1,1,256,16,DLMT,False,True,False,False,True,29,32,35,0.21466072956191884,0.0004947291602895636,0.2144968285714286,5,14,True,1,1
