id,speedup,T2_J,T2_I,T3_J,T3_I,T2_Ja,T2_Ia,technique,T3_Ja,VEC2,VEC3,U2_J,SCREP,RT2_I,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,points,T3_Ia,U3_I,U3_J
1,1.0048135355895338,64,1,8,16,2048,128,DLMT,2048,True,True,22,False,8,1,8,False,6.947492,8,False,32,235,128,1,4
