id,speedup,T2_K,T2_J,T2_I,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,RT_I,cost_mean,U_J,U_I,U_K,points
1,1.9934897116271006,256,128,512,1,16,64,128,SIMA,True,True,True,False,False,29,8,8,0.08960322857142858,22,1,22,101
2,2.0203450306654576,2048,1024,64,8,64,1,64,SIMA,True,True,True,False,False,6,1,8,0.08841218285714283,28,9,1,100
