id,T1_I,T1_J,cost_mean,U_J,U_I,technique,points,T2_I,speedup,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
1,2048,8,0.5322530999999999,1,9,RS,301,1,10.871544007916537,1,19,True,False,True,1,True,1
