id,SCR1,SCR2,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,VEC2,U1_I2,U1_I1,T2_I2a,VEC1,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
1,False,False,32,1,32,2,6.227431429058753,False,RS,False,1,2,512,False,10,128,26,1,32,4,0.0004349356274207724,6.227701000000001,True,32,512,2,6.227970570941248,2048
2,True,True,1,64,1,8,5.833978692615716,False,RS,False,1,18,1024,True,10,8,1,1,4,32,0.0028369175173063093,5.835737,True,4,16,8,5.837495307384284,2048
3,False,False,32,2,16,4,5.8376898153646275,False,RS,True,1,24,512,True,10,1024,30,1,1,4,0.00016002812252851803,5.837789,True,2,64,2,5.837888184635372,1024
4,True,True,256,2,8,16,11.43623084548059,False,RS,False,23,1,2048,False,10,2048,25,1,16,4,0.00040199502484493274,11.436480000000001,True,128,1024,1,11.436729154519412,1024
5,False,True,8,4,2,2,5.679788848993469,False,RS,True,1,9,512,True,10,1,5,1,16,1,0.000256780061531301,5.679948,True,64,64,4,5.680107151006532,1024
6,False,False,16,256,2,2,5.9959678089758714,False,RS,True,20,1,256,False,10,512,15,1,8,4,0.00036655831732492877,5.996194999999999,True,16,2,128,5.996422191024127,256
7,True,True,1,512,4,1,4.477924029160004,False,RS,True,1,30,256,False,10,128,16,1,1,8,0.031126372162524847,4.497216,True,4,8,8,4.516507970839996,1024
8,False,False,2,32,8,8,5.9426294355040215,False,RS,True,13,1,512,False,10,512,17,1,1,4,0.00022840534144367755,5.9427710000000005,True,128,8,1,5.9429125644959795,64
9,False,True,1,64,8,8,6.362649753343909,False,RS,True,27,1,128,False,10,32,18,1,1,8,0.00023757314663060226,6.362797,True,128,16,4,6.36294424665609,128
10,False,False,32,1,2,1,6.108164148253286,False,RS,True,1,22,2048,False,10,2048,1,4,1,1,0.000704832604240068,6.108601,True,256,256,2,6.109037851746715,1
11,True,False,1,1024,32,4,5.078539136073035,False,RS,True,5,1,1024,False,10,512,1,29,32,4,0.000667743214117525,5.078953,True,8,2,4,5.079366863926966,32
12,False,True,1,512,4,1,4.387478146714559,False,RS,True,4,1,512,True,10,2,1,16,2,2,0.00020789660891883295,4.387607,True,512,4,8,4.387735853285441,128
13,True,False,4,2048,16,1,4.39010779586958,False,RS,False,1,1,1,True,10,128,4,1,2,1,0.0008554507583723549,4.390638000000001,True,16,16,4,4.391168204130421,16
14,False,True,8,2048,16,2,6.606215480051064,False,RS,False,7,1,1024,False,10,256,1,2,4,16,8.151073548925068e-05,6.606266,True,128,1,128,6.606316519948935,1024
15,True,False,512,256,8,2,4.799034171359571,False,RS,True,6,1,32,False,10,1,1,30,2,8,0.0009774661119444227,4.79964,True,4,64,128,4.8002458286404295,256
16,False,True,512,256,1,4,5.000548314810977,False,RS,True,27,1,64,False,10,1,27,1,16,2,6.564297372912327e-05,5.000589,True,1,2,32,5.000629685189023,1024
17,True,False,16,1,8,8,6.020572797217017,False,RS,False,28,1,1,False,10,128,5,1,16,2,0.011539625860486145,6.027725,True,16,1,1,6.034877202782983,4
18,True,True,64,1,8,2,7.59523238865713,False,RS,False,1,29,512,True,10,1,1,15,8,1,0.004178173763739328,7.597822000000001,True,2,8,64,7.600411611342872,1024
19,False,True,2,8,16,4,8.127449218251908,False,RS,True,19,1,16,False,10,128,25,1,8,2,0.00020294087809022833,8.127575,True,16,1,8,8.127700781748093,16
20,True,False,2,1,8,8,5.883112240649717,False,RS,True,20,1,512,True,10,512,8,1,4,1,0.0027295464824764293,5.884804,True,64,1,16,5.886495759350283,128
21,False,True,2,32,8,2,7.629161761233751,False,RS,False,29,1,2048,False,10,256,1,4,2,1,0.003945237762163393,7.631607,True,1,1,4,7.634052238766249,8
22,True,False,2,8,2,2,7.500467557082123,False,RS,False,24,1,256,False,10,1,1,24,2,16,0.0016819155745754382,7.501510000000001,True,64,1,1,7.502552442917878,2048
23,True,True,4,2048,4,4,7.063657817339957,False,RS,True,11,1,1024,True,10,16,1,24,32,4,0.02261260889415469,7.077673,True,8,64,32,7.091688182660043,1024
24,False,False,32,1024,8,2,5.904510615430801,False,RS,True,8,1,8,False,10,512,22,1,4,32,0.00018777912557050742,5.904627,True,4,64,128,5.904743384569199,1024
25,False,False,2,2048,1,2,5.8821243292558645,False,RS,True,1,18,128,True,10,2048,4,1,4,1,0.00033345014619883613,5.882331,True,16,128,1,5.882537670744135,1024
