id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,1,2048,1,0.17922711958496046,1,16,1,32,DLMT,True,False,False,False,False,26,1,35,0.17926168041503954,5.216030236546895e-05,0.1792444,29,1,True,15,1
2,1024,128,64,0.17430008946003617,32,64,1,512,DLMT,True,False,True,True,False,2,1,35,0.17432676768282102,4.026362109489663e-05,0.1743134285714286,9,1,True,26,1
3,1,1024,512,0.11011005313513077,1,512,16,32,DLMT,True,False,True,False,False,28,1,35,0.11013611829344065,3.9338364719132325e-05,0.11012308571428571,2,16,True,1,1
4,1,1,2048,inf,1,16,1,512,DLMT,False,True,True,True,True,25,32,1,inf,inf,inf,16,13,False,1,1
5,2048,128,1,inf,1,512,1,16,DLMT,False,True,False,True,False,26,32,1,inf,inf,inf,14,1,False,13,1
6,2048,1,128,0.2660741367401811,1,16,256,256,DLMT,False,False,False,True,True,24,1,35,0.26611186325981884,5.693806158575798e-05,0.26609299999999997,28,1,True,6,1
7,256,256,2048,inf,1,1,32,32,DLMT,False,False,True,True,False,21,32,1,inf,inf,inf,1,30,False,30,1
8,1,512,1024,0.2468105398685624,1,1,512,512,DLMT,True,False,False,False,False,3,1,35,0.24701963156000903,0.0003155678212301087,0.24691508571428572,1,4,True,27,32
9,1024,1,1024,inf,32,64,1,16,DLMT,True,False,False,False,True,12,1,1,inf,inf,inf,1,24,False,13,1
10,128,1024,64,0.12832581461819978,8,1,1,32,DLMT,False,True,False,False,False,8,1,35,0.12836738538180018,6.27399166628159e-05,0.12834659999999998,1,4,True,4,8
11,2048,2048,2048,0.2502745361407114,1,128,1,64,DLMT,True,True,False,False,True,28,1,35,0.25262003528786015,0.003539901803088641,0.25144728571428576,12,1,True,26,32
12,512,2048,256,0.24823313336959466,1,32,16,1,DLMT,False,False,True,True,True,2,1,35,0.24829395234469112,9.178992875260347e-05,0.2482635428571429,30,9,True,1,32
13,1024,1024,512,0.2086875711113827,1,32,512,64,DLMT,False,True,True,False,False,14,32,35,0.20880088603147445,0.00017101847614709074,0.20874422857142858,30,1,True,29,1
14,64,64,2048,0.1601415479976997,32,64,64,1,DLMT,False,False,False,False,False,6,1,35,0.16018708057372893,6.871920980277676e-05,0.16016431428571432,26,11,True,1,1
15,256,2048,1,inf,32,512,256,16,DLMT,False,False,False,False,True,28,1,1,inf,inf,inf,11,1,False,28,1
16,256,1,2048,0.26237478155359517,1,512,256,256,DLMT,False,True,False,False,True,10,1,35,0.2624032184464047,4.291786174942344e-05,0.26238899999999993,4,1,True,1,1
17,1,128,512,inf,32,64,64,512,DLMT,False,True,True,True,True,28,1,1,inf,inf,inf,28,25,False,1,1
18,2048,1024,128,inf,1,64,512,512,DLMT,False,False,False,True,True,16,32,1,inf,inf,inf,1,24,False,1,1
19,64,256,256,0.22915859482603648,1,128,256,1,DLMT,True,True,True,True,False,22,1,35,0.2299719194596778,0.0012274953672966316,0.22956525714285714,15,1,True,2,32
20,1,64,64,0.19501594501149505,1,1,1,16,DLMT,False,True,True,True,False,1,1,35,0.19505308355993356,5.605067677867102e-05,0.1950345142857143,1,24,True,22,1
21,1024,256,1,0.24943516337275265,1,256,1,512,DLMT,False,False,True,False,False,14,1,35,0.24970849377010448,0.00041251891632570066,0.24957182857142857,1,16,True,25,32
22,2048,512,512,0.13764109981818198,8,1,128,32,DLMT,True,True,True,False,True,3,8,35,0.13766912875324658,4.230215896453903e-05,0.13765511428571428,1,2,True,19,1
23,1,1,1,inf,1,1,512,1,DLMT,False,True,True,True,True,20,1,1,inf,inf,inf,1,25,False,27,32
