id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,32,16,RS,1,8,False,4,1,0.000165048477727002,False,512,64,32,True,3.3910847037734153,128,16,32,512,True,True,False,128,True,4,False,8,False,8,12,1024,False,1,4,1,4,12,4,1,False,10,3.3912892962265846,8,3.391187,4,8,8,True,1,1024,1,2048,False,1,32,1,1
2,32,512,RS,8,2,True,2,64,0.00032846460996579396,False,8,8,1,True,2.291767419266455,2,2,2048,1024,True,True,False,256,False,1,True,256,True,8,8,2,True,1,8,1,4,12,16,1,False,10,2.2921745807335445,16,2.2919709999999998,1,2,8,True,2048,256,16,16,True,4,4,8,1
3,8,64,RS,4,2,False,32,512,0.0017977599951049445,False,4,64,8,True,4.781452757285758,512,2,512,4,True,True,True,4,True,256,True,1,True,8,4,2048,True,1,8,4,1,1,1,8,False,10,4.783681242714242,4,4.782567,8,16,2,True,16,2048,4,1,False,4,32,2,1
4,8,1024,RS,2,1,True,8,128,0.0002502478771138903,True,256,1,2,False,2.69324089760892,8,64,16,512,False,False,True,32,False,4,False,2048,True,4,4,2048,True,8,1,16,1,8,16,1,False,10,2.69355110239108,1,2.693396,16,1,8,True,128,2048,8,2,False,16,4,16,1
5,8,1024,RS,16,8,True,1,2,0.00025268359661828366,True,256,8,8,False,4.96177238796207,128,1024,512,512,True,True,False,16,True,16,True,128,False,12,8,128,False,12,1,1,1,16,1,16,False,10,4.962085612037929,16,4.961929,12,16,8,True,1,32,16,8,False,1,2,1,1
6,32,32,RS,1,16,False,1,16,0.0008363755137495812,False,16,16,32,False,4.971337618611437,2,2,128,1,True,True,True,2,True,4,False,16,False,1,16,1,True,16,1,8,1,8,4,1,False,10,4.972374381388563,4,4.971856,12,32,4,True,32,64,8,16,False,1,8,16,8
7,512,512,RS,8,16,False,4,256,0.00017691806012951053,True,32,16,2,True,2.228760347065207,512,256,2048,256,False,False,True,2,True,1,True,128,True,16,12,512,False,16,1,4,1,12,8,1,False,10,2.228979652934793,4,2.22887,8,4,32,True,128,512,16,2048,True,1,4,1,16
8,64,256,RS,1,32,False,1,32,0.00031391718653176246,False,16,32,2,True,2.0242614356872326,1024,128,1024,16,True,True,True,4,True,2,False,1024,True,8,4,1024,False,1,12,1,1,8,8,1,False,10,2.024650564312767,12,2.024456,4,2,8,True,256,128,4,128,True,12,16,2,1
9,16,256,RS,2,1,False,32,16,0.013190791068014088,True,1,1,32,True,2.167273413223877,64,1,128,8,False,False,True,1,False,64,True,2048,False,4,8,1,True,16,1,8,1,1,1,1,False,10,2.183624586776122,1,2.1754489999999995,12,16,1,True,1,32,12,2,True,16,16,2,1
10,16,16,RS,8,16,False,4,4,0.0001477024035012619,False,32,128,2,False,4.408460454784051,1024,2,32,32,False,True,True,32,False,1,False,256,True,12,1,1024,False,16,1,16,1,12,12,1,False,10,4.408643545215949,16,4.408552,8,1,8,True,2048,256,12,2048,False,12,1,16,1
11,128,2048,RS,4,2,False,8,2,0.0002961502996790621,False,8,4,8,False,1.7094414475154431,1,2048,128,64,True,True,False,128,False,64,True,1024,False,1,12,16,False,1,12,1,12,4,1,4,False,10,1.7098085524845563,4,1.7096249999999997,12,2,4,True,128,128,16,1,True,16,4,4,1
12,512,128,RS,4,32,True,4,32,0.00034902148930978207,True,1024,128,32,False,3.4700016782147585,8,16,1,1024,True,False,False,32,False,1,True,128,False,8,16,512,True,1,16,8,1,4,16,1,False,10,3.4704343217852416,8,3.470218,16,32,4,True,512,64,4,512,False,12,2,1,1
