id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,8,256,False,8,512,512,1,2048,1,0.15522706848812048,1,16,16,DLMT,1,True,False,True,1,1024,True,24,18,1,1024,1,35,512,17,18,0.15707074285714284,32,False,0.005565063821186379,True,0.1589144172261652
2,1,8,2048,False,8,1,128,32,512,26,0.14424401957851113,16,64,1,DLMT,8,True,False,False,128,128,False,1,28,29,1,1,35,512,1,22,0.1442818857142857,8,False,0.00011429754938719555,True,0.1443197518500603
3,1,8,1,False,8,1,32,512,2048,10,0.1831137057461344,1,1,64,DLMT,1,False,True,False,512,128,True,1,6,27,2048,1,35,1,20,1,0.18399911428571428,1,False,0.0026725733748732975,True,0.18488452282529416
4,1,1,64,False,32,32,512,64,2048,6,0.1982947040707494,256,64,16,DLMT,32,True,True,False,1024,2048,False,1,28,24,128,1,35,1,19,1,0.1983038,1,False,2.7455730601411222e-05,True,0.1983128959292506
5,1,1,1,False,1,128,512,256,512,17,0.06881139976207647,256,64,512,DLMT,1,False,False,False,512,2048,False,3,1,7,128,1,35,1,1,2,0.06881913142857143,32,False,2.3337753245129458e-05,True,0.0688268630950664
6,1,8,1,False,1,512,128,256,2048,1,0.19499049722238251,128,32,1,DLMT,1,True,False,False,256,128,False,1,13,11,512,1,35,256,19,12,0.19705805714285715,32,True,0.006240854190357771,True,0.1991256170633318
7,1,8,256,False,8,1,512,64,512,1,0.17096685953271717,512,1,128,DLMT,8,True,True,True,1024,2048,False,1,14,17,1,1,35,2048,20,7,0.172585,8,True,0.004884297966808681,True,0.1742031404672828
8,32,1,2048,False,1,128,128,64,1,1,inf,64,1,512,DLMT,1,False,False,False,1024,1,True,27,24,1,128,32,1,1,27,10,inf,1,True,inf,False,inf
9,1,1,1,False,32,32,16,1,1024,4,0.36928524901771015,1,128,128,DLMT,8,False,False,True,256,256,True,6,25,1,1,8,35,1,1,3,0.3737913142857143,1,True,0.013601393619292797,True,0.3782973795537185
10,8,1,1024,False,8,256,16,256,512,15,0.13967950426417866,32,1,32,DLMT,8,False,False,False,256,64,False,6,1,3,512,1,35,512,29,1,0.13972505714285713,1,False,0.00013749970241155207,True,0.1397706100215356
