id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,16,1,4,1,inf,16,256,RS,32,False,32,18,64,1,16,True,False,1,inf,inf,False,False,inf
2,32,1024,1,2,2.5594121923856528,1,128,RS,32,False,2048,15,1,1,25,False,False,10,0.4879771405875484,2.861858,True,True,3.164303807614347
3,4,1,8,1,2.9064841395911,4,512,RS,4,False,256,1,8,30,10,True,False,10,3.527038417721202e-05,2.9065060000000003,True,False,2.9065278604089007
4,1,1,8,2,2.1197830460364453,8,8,RS,16,False,128,1,512,11,24,False,False,10,0.0025830377465302767,2.121384,True,True,2.1229849539635546
5,1,64,1,32,3.2556865317602033,2,4,RS,2,False,16,30,1,1,9,True,False,10,0.0003492577844515683,3.255903,True,False,3.2561194682397967
6,1,1024,8,8,inf,512,1024,RS,2,True,1024,27,4,11,1,True,False,1,inf,inf,False,True,inf
7,8,256,4,4,inf,1,256,RS,8,False,8,20,128,1,2,False,False,1,inf,inf,False,False,inf
8,32,1024,2,2,1.3222035477633765,8,128,RS,64,True,512,28,512,26,1,True,False,10,0.0031437041845567945,1.3241519999999998,True,True,1.326100452236623
9,2,128,8,4,5.408830090220557,256,2,RS,8,False,512,1,128,18,12,False,False,10,0.05256723284518601,5.441411,True,True,5.473991909779444
10,4,32,4,2,1.2417061385695454,2048,1,RS,2,True,2048,12,2,6,1,True,False,10,4.0112342240299534e-05,1.241731,True,False,1.2417558614304545
11,8,16,2,1,1.5882291000372974,1,4,RS,256,False,8,7,1024,10,1,False,False,10,0.0027491345911031455,1.5899329999999998,True,True,1.5916368999627022
12,16,128,2,1,0.9129676750748335,4,1,RS,16,False,1,5,128,1,26,True,False,10,0.39644932940414973,1.1586850000000002,True,True,1.404402324925167
13,8,1,1,1,1.711131226947115,32,2048,RS,2,False,512,1,1024,29,19,True,False,10,8.030566605162187e-05,1.7111809999999998,True,False,1.7112307730528846
14,1,512,16,2,3.5717271001184705,2,1,RS,32,False,1,1,64,30,24,False,False,10,5.1468436929776535e-05,3.571759,True,False,3.5717908998815298
15,32,256,1,2,inf,2,256,RS,16,False,16,21,16,11,1,False,False,1,inf,inf,False,False,inf
16,1,32,32,1,0.47210148239550287,1,2,RS,1024,True,1,13,2048,1,27,True,False,10,4.7947471257614854e-05,0.4721311999999999,True,False,0.47216091760449697
17,1,64,1,4,inf,1,4,RS,2,False,2048,17,512,1,25,False,False,1,inf,inf,False,False,inf
18,4,2,4,8,1.1049378042961047,256,2,RS,64,True,256,27,256,14,1,True,False,10,0.003980663889353139,1.107405,True,True,1.1098721957038953
19,16,1,1,4,0.5641877055274248,64,16,RS,256,True,1024,1,512,4,3,False,False,10,3.338921981720144e-05,0.5642084,True,False,0.5642290944725753
20,2,256,2,2,7.388890702844302,512,1,RS,8,True,512,1,16,27,22,False,False,10,6.340346993657055e-05,7.388929999999999,True,False,7.388969297155697
21,16,1,4,2,1.2108068603979785,128,2048,RS,8,True,1024,27,64,1,7,True,False,10,0.13347176935966645,1.293532,True,True,1.3762571396020213
22,1,64,4,1,0.903379516064404,16,8,RS,2048,False,1,26,1,1,21,True,False,10,0.002655529408611414,0.9050254000000001,True,True,0.9066712839355962
23,8,128,4,4,1.7627228436894185,8,16,RS,64,True,128,1,128,26,8,False,False,10,1.8000000000046374e-05,1.762734,True,False,1.7627451563105816
