id,T1_I,T1_J,cost_mean,U_J,U_I,technique,points,T2_I,speedup,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
1,1,32,0.5340638999999999,19,1,DLMT,139,2048,10.83925912236345,256,24,True,True,False,8,True,2
