id,runs,baseline,mean_confidence_interval_inf,T1_I,T1_J,cost_mean,U_J,U_I,technique,T2_I,cost_std,correct_result,T2_J,U1_I,OMP,VEC2,mean_confidence_interval_sup,VEC1,RT_I,SCR,RT_J
1,10,False,0.7583734374733908,1,2048,0.8182560000000001,20,1,DLMT,32,0.09661671908525976,True,1,3,True,True,0.8781385625266094,True,1,True,1
2,10,False,1.822504931747604,16,1,1.8228119999999997,1,28,DLMT,16,0.0004954351622563633,True,512,27,False,False,1.8231190682523952,True,16,True,1
3,10,False,2.6457079336270324,8,2,2.645919,29,1,DLMT,1,0.00034054221471062975,True,256,9,False,True,2.646130066372968,True,32,True,1
4,10,False,5.7320253605542,8,2048,5.732342,9,1,DLMT,64,0.0005108776761614272,True,2048,19,False,False,5.7326586394458,True,16,False,8
5,10,False,0.8208707235601416,1,32,0.8396034,1,21,DLMT,8,0.030223986097799863,True,256,21,True,False,0.8583360764398584,False,4,False,1
6,10,False,0.6960325795167064,256,512,0.8217043,1,24,DLMT,2048,0.20276335551773159,True,1024,1,True,True,0.9473760204832937,True,32,False,1
7,10,False,0.4834922648776019,2048,4,0.6265376,1,6,DLMT,2048,0.2307945815417684,True,16,3,True,True,0.7695829351223982,True,8,True,16
8,10,False,4.499763264168203,2048,256,4.499879,1,15,DLMT,1,0.00018673242889241738,True,2048,5,False,False,4.499994735831797,True,2,False,2
9,10,False,0.8394173621217665,8,64,0.8473982,16,1,DLMT,1,0.012876576065088111,True,64,1,True,False,0.8553790378782334,False,1,True,8
10,10,False,3.944805007633904,4,64,3.9448659999999998,1,10,DLMT,16,9.840731680123808e-05,True,64,1,False,True,3.9449269923660957,False,4,False,2
11,10,False,0.6042017728180975,1,1,0.6882124000000001,21,1,DLMT,1024,0.13554582209142413,True,1,24,True,True,0.7722230271819026,True,4,True,16
12,10,False,4.778865798778315,256,256,4.779194,1,1,DLMT,256,0.0005295318687292089,True,512,5,False,True,4.779522201221686,False,8,False,16
13,10,False,5.144834905030717,1,2,5.1451530000000005,1,29,DLMT,1,0.0005132260710447503,True,16,13,False,False,5.145471094969284,True,2,False,32
14,10,False,4.785704502586576,2048,64,4.787312000000001,1,29,DLMT,1,0.002593595188151076,True,1,29,False,True,4.788919497413426,False,8,False,16
15,10,False,4.890702178062086,32,16,4.890829,15,1,DLMT,2048,0.00020461915843832706,True,1,12,False,True,4.890955821937914,False,4,False,32
16,10,False,0.8225816821710206,16,8,0.8501694000000001,1,2,DLMT,1,0.04451103411784545,True,8,18,True,True,0.8777571178289796,True,16,False,2
17,10,False,0.8180038210870353,8,2048,0.8436299,1,2,DLMT,64,0.04134605406190535,True,1,24,True,False,0.8692559789129648,False,1,True,32
18,10,False,5.85820545665287,16,8,5.861654,1,21,DLMT,2048,0.0055640061107084405,True,1024,26,False,True,5.865102543347129,True,1,False,4
19,10,False,2.157424345603986,1,32,2.158333,1,17,DLMT,4,0.001466056274499707,True,2048,21,False,True,2.1592416543960136,False,32,True,2
20,10,False,5.5967800151091485,2,2048,5.596818000000001,1,8,DLMT,1024,6.128621378425802e-05,True,2048,7,False,False,5.596855984890853,False,32,False,4
21,10,False,0.7637526167271902,64,256,0.8079139999999999,16,1,DLMT,1024,0.0712515928186872,True,2048,29,True,True,0.8520753832728096,True,2,True,32
22,10,False,1.666472173998968,128,1024,1.6667450000000001,1,7,DLMT,128,0.00044018746006673864,True,1,22,False,True,1.6670178260010322,True,2,True,1
23,10,False,0.7723601015252879,16,1,0.8009957,1,15,DLMT,1024,0.04620172312165424,True,4,19,True,True,0.8296312984747121,True,1,False,16
24,10,False,0.43550070389472817,2,1,0.5956311,7,1,DLMT,2048,0.2583602445309455,True,64,27,True,True,0.7557614961052718,False,2,True,2
25,10,False,0.7853316411609803,8,8,0.8161429,1,1,DLMT,128,0.049712013219039924,True,1,10,True,False,0.8469541588390197,True,2,True,8
26,10,False,4.538142145148571,1,4,4.538293,1,7,DLMT,8,0.0002433947411099347,True,64,30,False,False,4.53844385485143,True,1,False,1
27,10,False,0.7417691213809582,1,128,0.7845918000000001,1,30,DLMT,512,0.06909167771128445,True,1024,15,True,False,0.8274144786190419,False,1,True,4
28,10,False,0.8003587537873151,32,512,0.8231747,30,1,DLMT,32,0.03681208306534689,True,1,23,True,False,0.8459906462126849,True,32,True,4
29,10,False,6.042984036283158,2048,1,6.043179,19,1,DLMT,2048,0.0003145615996906651,True,1,18,False,False,6.043373963716842,False,32,False,2
30,10,False,3.881225863167299,1,256,3.881341,1,24,DLMT,2048,0.00018576598181592393,True,1,30,False,False,3.8814561368327007,True,16,False,8
31,10,False,1.9701419492939656,128,1,1.9712340000000002,1,25,DLMT,128,0.001761954596463822,True,2,4,False,True,1.9723260507060347,False,16,True,4
32,10,False,0.8161815698959447,128,4,0.8716044999999999,30,1,DLMT,1024,0.08942138483746491,True,512,30,True,True,0.9270274301040551,True,4,False,4
33,10,False,0.7324387684322466,128,4,0.7613463,1,7,DLMT,1,0.046640469931273215,True,1024,4,True,False,0.7902538315677534,False,8,True,2
34,10,False,0.8968351506173688,64,8,0.9178827999999999,19,1,DLMT,128,0.0339590482104549,True,16,28,True,False,0.9389304493826309,False,32,False,1
35,10,False,0.7636107586895864,8,32,0.8116399999999999,1,14,DLMT,512,0.0774921366049485,True,512,10,True,False,0.8596692413104134,False,16,True,2
36,10,False,0.9482271454857991,8,1,0.9612014999999999,13,1,DLMT,8,0.020933298651908662,True,2048,17,True,False,0.9741758545142007,False,1,False,8
37,10,False,4.361167572780007,1,128,4.361979,27,1,DLMT,2048,0.0013091863885636022,True,2048,21,False,False,4.362790427219992,False,8,False,1
38,10,False,0.9338034648142083,1,16,0.9730361999999999,3,1,DLMT,512,0.06329953152401684,True,1,1,True,True,1.0122689351857916,False,1,False,32
39,10,True,5.788513820996169,1,1,5.788857,1,1,DLMT,1,0.0005536975708814573,True,1,1,False,False,5.789200179003831,False,1,False,1
40,10,False,0.9168124483823208,1,2,0.9309608,1,27,DLMT,2,0.022827468566619463,True,256,18,True,False,0.9451091516176793,False,4,True,2
41,10,False,0.8487514638243363,1,512,0.8652585,1,7,DLMT,2,0.026633056599834715,True,2048,1,True,False,0.8817655361756638,False,1,True,1
42,10,False,0.7573629463925962,1,32,0.7785393999999999,1,23,DLMT,128,0.034166865663095285,True,256,26,True,True,0.7997158536074036,False,16,True,1
43,1,False,inf,1,32,inf,1,1,DLMT,1,inf,False,2048,21,True,True,inf,True,32,True,4
44,10,False,0.4548784032215295,1,256,0.6031839,1,22,DLMT,2048,0.2392815189677005,True,2048,12,True,True,0.7514893967784705,True,2,True,2
45,1,False,inf,1,1,inf,12,1,DLMT,1,inf,False,1024,14,True,False,inf,True,8,True,4
46,10,False,0.41841993567642477,1,8,0.5721083,2,1,DLMT,2048,0.24796643456808826,True,8,21,True,True,0.7257966643235753,False,8,True,16
47,10,False,0.7857124303077118,1,32,0.8083783999999999,1,30,DLMT,1,0.03657010545568607,True,2048,16,True,True,0.8310443696922881,False,1,True,1
48,10,False,0.8828153684285638,1,1,0.9097443000000001,30,1,DLMT,2,0.04344812424731359,True,2048,30,True,True,0.9366732315714363,False,8,True,1
49,1,False,inf,1,1,inf,20,1,DLMT,128,inf,False,1,25,True,False,inf,False,2,True,2
50,10,False,0.7094466743326832,1,16,0.7685982,30,1,DLMT,512,0.09543723744828328,True,1,4,True,True,0.8277497256673169,False,2,True,8
51,10,False,0.6035808869946394,1,4,0.7191936999999999,10,1,DLMT,2048,0.18653394586833255,True,2048,9,True,False,0.8348065130053605,True,32,True,1
52,10,False,0.8379498720512175,1,512,0.8672027,1,30,DLMT,8,0.04719758375605683,True,1,29,True,False,0.8964555279487825,True,1,True,8
53,10,False,0.7144570612679313,1,2,0.7681031,26,1,DLMT,1024,0.0865544832339146,True,16,10,True,True,0.8217491387320688,False,16,True,2
54,10,False,0.42927318942131376,1,16,0.5723754000000001,1,13,DLMT,2048,0.23088634648553819,True,1024,27,True,True,0.7154776105786864,False,8,True,8
55,10,False,0.9186777647690123,1,4,0.9423044999999999,23,1,DLMT,8,0.038120239755935405,True,4,17,True,True,0.9659312352309875,True,1,True,16
56,10,False,0.6901242226120347,1,4,0.7481498,1,11,DLMT,512,0.09362059126581075,True,8,12,True,False,0.8061753773879653,True,2,True,1
57,1,False,inf,1,16,inf,19,1,DLMT,1,inf,False,16,30,True,False,inf,True,4,True,4
58,10,False,0.8977419678316113,1,256,0.9247186,12,1,DLMT,32,0.043525086137077305,True,1024,25,True,True,0.9516952321683886,False,1,True,32
59,10,False,0.881526580980014,1,1,0.8981096000000001,2,1,DLMT,64,0.026755650103109065,True,512,30,True,True,0.9146926190199861,True,1,True,16
60,10,False,0.4364256757655041,1,16,0.5876246,1,21,DLMT,2048,0.2439498807731621,True,1,2,True,False,0.738823524234496,True,1,True,2
