id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.15032010782986802,32,64,16,1,1,10,20,RS,23,256,2048,128,0.1502778350272749,6.379945620649644e-05,1,0.15029897142857146,1
2,True,35,0.13848087398986175,1,32,1,512,29,1,4,RS,2,512,512,2048,0.13837164029585247,0.00016485896012863083,1,0.1384262571428571,32
3,True,35,0.12638314863839822,8,16,128,1,3,1,2,RS,24,128,2048,1,0.12635519421874464,4.218969793972083e-05,8,0.12636917142857143,1
4,True,35,0.13031094405470192,1,64,16,16,9,20,1,RS,29,1,128,128,0.13026757023101235,6.54611522124364e-05,8,0.13028925714285713,8
5,True,35,0.1658700230876278,8,1,16,1,22,1,11,RS,24,512,128,64,0.16583134834094362,5.836915595883915e-05,1,0.1658506857142857,1
6,True,35,0.13797495983082417,1,32,64,32,25,1,15,RS,19,1,1024,128,0.13772572588346152,0.0003761517887279866,1,0.13785034285714284,8
7,True,35,0.15912651226677538,8,32,32,32,1,22,22,RS,19,256,2048,256,0.15906000201893894,0.0001003793783196358,1,0.15909325714285716,8
8,True,35,0.12268573673916723,1,64,128,64,13,25,1,RS,3,128,128,2048,0.12263603468940425,7.501191197920177e-05,8,0.12266088571428574,1
9,False,1,inf,32,64,128,1,16,1,20,RS,14,1,256,1024,inf,inf,1,inf,1
10,True,35,0.11771765114642055,1,16,256,128,3,1,8,RS,30,1,1,64,0.11768503456786517,4.922597621880058e-05,8,0.11770134285714286,8
11,True,35,0.24792153264371558,1,16,32,512,26,13,1,RS,7,1,512,512,0.2476478387848559,0.0004130674639764303,32,0.24778468571428575,1
12,True,35,0.2792499223463739,1,32,32,512,1,20,29,RS,12,512,1,128,0.2788950490821974,0.0005355860006400783,1,0.27907248571428567,8
13,True,35,0.23972867140972817,1,64,1,16,1,5,12,RS,17,128,256,512,0.2396305285902718,0.00014812026002060377,32,0.2396796,1
14,True,35,0.1254765589267933,8,128,32,256,1,20,13,RS,21,256,64,128,0.12544052678749243,5.438084896996419e-05,1,0.12545854285714286,1
15,True,35,0.12894457674282664,1,1,16,256,24,1,6,RS,9,1024,256,128,0.1289221089714591,3.3909074097098456e-05,8,0.12893334285714286,1
