id,T1_I,T1_J,cost_mean,U_J,U_I,technique,points,T2_I,speedup,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
1,2048,8,0.46422539999999995,1,11,DLMT,108,1,12.45823903646806,8,30,True,False,False,1,True,2
