id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,False,8,64,512,256,1,23,6,RS,27,512,1024,1024,0.12279091005320594,0.12292703280393691,0.0002054407784968408,1,0.12285897142857143,1
2,True,35,False,8,32,1,1,29,1,10,RS,12,256,1,256,0.11509440010018798,0.11512165704266913,4.1137043240011936e-05,1,0.11510802857142856,8
3,True,35,False,8,1,512,16,12,1,24,RS,22,1024,512,1,0.13731984730616156,0.13737592412240987,8.46329120137e-05,1,0.13734788571428572,8
4,True,35,False,1,64,1,16,1,4,22,RS,7,1,512,2048,0.17276925885721386,0.17294925542850045,0.00027165654185882344,1,0.17285925714285716,32
5,True,35,False,1,64,512,16,19,1,8,RS,30,128,512,1024,0.11250528821001472,0.1125295689328424,3.664523801788803e-05,1,0.11251742857142856,8
6,True,35,False,1,64,1,128,1,29,26,RS,27,256,2048,64,0.12184485629526132,0.12186565799045299,3.139457901989994e-05,8,0.12185525714285715,8
7,True,35,False,1,256,128,32,9,22,1,RS,15,128,512,2048,0.21869522013986906,0.2187283227172738,4.9959461117008245e-05,1,0.21871177142857143,32
8,True,35,False,1,16,1,32,2,12,1,RS,13,256,128,128,0.2279518347661222,0.22800713666244912,8.346337825779516e-05,1,0.22797948571428567,1
9,True,35,False,32,128,32,1,15,28,1,RS,10,256,256,256,0.20072430784598594,0.20074906358258543,3.7362143888143214e-05,1,0.20073668571428568,1
10,True,35,False,1,32,128,16,1,8,23,RS,13,64,1,64,0.17501648893702496,0.17506036820583218,6.622398603625881e-05,1,0.17503842857142857,32
11,True,35,False,8,32,512,512,25,27,1,RS,2,1024,2048,256,0.22713830325999163,0.2272999824542941,0.0002440113747766849,1,0.22721914285714287,8
12,True,35,False,8,16,16,128,8,1,24,RS,30,1024,512,512,0.1257087056803326,0.1257367800339531,4.2370706091519607e-05,8,0.12572274285714286,1
13,True,35,False,8,256,256,128,1,4,1,RS,5,2048,256,512,0.11227687963093842,0.11230706322620444,4.5554040569909226e-05,8,0.11229197142857143,1
14,True,35,False,32,32,1,32,28,1,18,RS,9,2048,256,1024,0.27774717354383227,0.27780728359902485,9.07200043191876e-05,1,0.27777722857142856,1
15,True,35,False,1,32,256,32,30,1,22,RS,1,256,1,1024,0.13466965617834517,0.13470217239308338,4.9074503958527244e-05,8,0.13468591428571428,1
16,True,35,False,8,1,64,1,19,25,1,RS,29,64,512,1,0.2285849707900073,0.22860691492427834,3.311878436101e-05,1,0.22859594285714283,8
17,True,35,False,1,16,64,1,1,9,12,RS,2,1,1024,512,0.13387916023685284,0.1339051254774329,3.918756570804344e-05,32,0.13389214285714288,1
18,True,35,False,1,1,64,32,18,5,1,RS,15,512,1,128,0.21417053677210418,0.2141952917993244,3.736107327043189e-05,1,0.2141829142857143,32
19,True,35,False,32,1,64,32,1,16,17,RS,25,1,64,128,0.14494713474775703,0.14498206525224297,5.271822672066353e-05,1,0.1449646,1
20,True,35,False,1,16,256,64,16,6,1,RS,17,2048,2048,512,0.23540993819186276,0.2354452046652801,5.322528170188686e-05,1,0.23542757142857143,1
21,True,35,False,1,1,128,512,5,9,1,RS,24,1,1024,1,0.11676191889046637,0.11679099539524794,4.3883184450892426e-05,8,0.11677645714285716,1
22,True,35,False,1,128,16,128,6,15,1,RS,28,128,1,1024,0.12022864629172021,0.12024998227970833,3.220095067680046e-05,8,0.12023931428571427,8
23,True,35,False,8,256,256,512,12,2,1,RS,12,512,2048,1024,0.30660882544133183,0.30662631741581103,2.6399443407859735e-05,1,0.30661757142857143,1
24,True,35,False,1,32,256,256,1,2,18,RS,29,512,512,256,0.26912043994829943,0.2692680743374149,0.00022281450874241118,32,0.26919425714285716,1
25,True,35,False,32,1,64,32,1,16,29,RS,12,128,128,2048,0.2574645500499951,0.25805339280714784,0.0008887001900276083,1,0.25775897142857146,1
26,True,35,False,1,32,128,1,13,1,8,RS,3,64,2048,1,0.11461936117694907,0.11464223882305097,3.4527670063298395e-05,1,0.11463080000000002,8
27,True,35,False,8,128,32,1,5,19,1,RS,6,1024,64,128,0.20695215294260347,0.2071900756288251,0.0003590804741820089,1,0.2070711142857143,1
28,True,35,False,1,32,512,256,3,15,1,RS,13,512,2048,2048,0.1161407051652803,0.1161759234061483,5.315248760665497e-05,8,0.1161583142857143,1
29,True,35,False,8,64,64,256,4,15,1,RS,4,256,512,1,0.22249014950621773,0.22258859335092515,0.0001485745768897211,1,0.22253937142857144,8
30,True,35,False,8,128,512,128,24,1,19,RS,9,128,1,2048,0.12555818049037543,0.12570124808105315,0.00021592215150420137,8,0.1256297142857143,1
31,True,35,False,1,512,16,16,27,1,9,RS,29,256,256,1,0.12512499293569646,0.12516637849287493,6.246039724889561e-05,8,0.1251456857142857,1
32,True,35,False,1,256,128,1,16,1,29,RS,10,2048,1,1024,0.18890239534948408,0.18950251893623019,0.0009057255763153842,1,0.18920245714285713,32
33,True,35,False,8,64,64,64,23,1,17,RS,10,1024,64,64,0.19046549522580336,0.19054559048848235,0.00012088231416361676,1,0.19050554285714286,1
34,True,35,False,1,16,128,512,18,14,1,RS,9,1024,512,64,0.1957649681492651,0.19578617470787776,3.2005611752839225e-05,1,0.19577557142857144,32
35,True,35,False,1,512,256,16,15,1,19,RS,5,128,1024,2048,0.12366486119582767,0.12370908166131517,6.673893090212884e-05,8,0.12368697142857142,8
36,True,35,False,1,64,512,256,24,1,19,RS,15,1024,1,128,0.11806634669510627,0.11809571044775083,4.431670804837504e-05,8,0.11808102857142855,8
