id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,1,256,512,0.17064040480342246,8,256,64,512,RS,True,True,True,True,False,21,1,35,0.17072296662514896,0.0001246049234130635,0.1706816857142857,1,30,True,7,1
2,256,1,512,0.12831690262429535,1,512,128,1,RS,True,False,True,False,True,30,8,35,0.1283397830899904,3.453192548282016e-05,0.12832834285714287,1,18,True,16,1
3,256,256,128,0.1417776775852929,8,16,16,32,RS,True,False,True,True,False,23,8,35,0.14205700812899277,0.0004215745277515938,0.14191734285714283,20,6,True,1,1
4,1024,64,1024,0.21064473033273728,1,1,64,16,RS,True,True,False,True,False,4,8,35,0.21069909823869132,8.205377032464546e-05,0.2106719142857143,3,1,True,23,1
5,512,128,512,0.09666320027720558,1,1,1,128,RS,False,False,False,True,True,22,1,35,0.09669990257993726,5.539228090333049e-05,0.09668155142857142,2,4,True,1,8
6,256,128,512,0.16855822167712894,1,32,1,1,RS,True,True,False,True,True,27,1,35,0.16865589260858535,0.00014740807166446776,0.16860705714285715,1,20,True,16,1
7,1,2048,256,0.09449721244481493,1,64,32,512,RS,True,True,True,True,False,5,1,35,0.09452445041232793,4.110840561545731e-05,0.09451083142857143,1,13,True,9,8
8,2048,512,1,0.11900792748483043,1,128,256,512,RS,True,False,True,False,False,9,8,35,0.11903361537231245,3.876897560405332e-05,0.11902077142857144,6,17,True,1,1
9,256,256,1,0.1375006137069157,8,512,16,256,RS,True,True,False,True,True,28,1,35,0.13755504343594155,8.21470756680729e-05,0.13752782857142862,12,18,True,1,8
10,2048,1,2048,0.12384464035913571,8,64,64,512,RS,False,False,False,False,False,3,1,35,0.12387004535514999,3.834202681664232e-05,0.12385734285714285,5,5,True,1,1
11,512,256,1024,0.1307907665889484,1,128,16,16,RS,True,False,True,True,False,21,8,35,0.13081437626819442,3.563247773293023e-05,0.1308025714285714,1,19,True,13,8
12,256,512,1,0.11276657131462382,1,256,64,256,RS,True,False,True,True,False,13,8,35,0.11278885725680472,3.363465171394541e-05,0.11277771428571427,1,12,True,16,1
13,128,1,1,0.08967322991375913,8,1,64,16,RS,True,True,True,False,False,25,1,35,0.0896929300862409,2.973212596310173e-05,0.08968308000000001,12,13,True,1,8
14,256,512,1024,0.10725552859066435,8,16,256,64,RS,False,False,True,True,False,24,8,35,0.10734727140933566,0.00013846117557949968,0.1073014,21,15,True,1,1
15,1,128,256,inf,32,128,32,16,RS,True,False,False,True,True,7,1,1,inf,inf,inf,1,29,False,16,1
16,1024,256,128,inf,1,32,1,1,RS,False,False,True,True,False,16,32,1,inf,inf,inf,24,1,False,18,1
17,128,1,1024,0.15272375359107634,1,256,16,32,RS,False,True,True,False,True,20,1,35,0.1527438464089236,3.0324718818625262e-05,0.15273379999999998,1,7,True,12,1
18,512,1,512,inf,32,256,512,1,RS,True,False,False,False,True,13,1,1,inf,inf,inf,19,18,False,1,1
19,512,2048,1,0.12298286275001549,1,64,64,64,RS,True,False,False,True,False,22,1,35,0.12300839439284167,3.8533166207296785e-05,0.12299562857142858,1,29,True,27,8
20,1,256,512,0.09481709898282374,1,64,1,512,RS,True,False,True,True,True,22,8,35,0.09483926101717625,3.3447646084163146e-05,0.09482818,3,1,True,21,8
21,1,512,512,0.09023728528717757,1,16,16,1,RS,True,True,True,True,False,15,1,35,0.09027468614139388,5.644655698905309e-05,0.09025598571428572,26,23,True,1,8
22,256,2048,2048,inf,1,128,1,256,RS,False,False,True,True,True,7,32,1,inf,inf,inf,3,1,False,12,1
23,1024,256,1,0.239877455337302,1,512,64,512,RS,False,True,False,True,True,29,1,35,0.2399724303769837,0.00014333934617984692,0.23992494285714286,8,16,True,1,32
24,1,512,1,0.10578785675010074,8,512,256,256,RS,False,False,False,False,True,18,1,35,0.10586802896418496,0.00012099845166828506,0.10582794285714285,12,13,True,1,8
25,1,256,1024,0.1071966190331719,8,64,64,16,RS,True,False,True,False,False,1,1,35,0.10722892382397095,4.875541623496591e-05,0.10721277142857143,1,16,True,27,1
26,512,256,512,0.1134561837883077,8,1,16,512,RS,True,False,False,False,True,14,1,35,0.11348067335454944,3.696043113097868e-05,0.11346842857142857,15,15,True,1,8
27,1,256,1024,0.31389584053240527,1,128,1,64,RS,False,True,False,False,False,10,1,35,0.3145251880390233,0.0009498312443024065,0.3142105142857143,24,1,True,4,32
28,1,512,64,0.1326698753932299,1,64,256,1,RS,False,False,False,False,True,16,1,35,0.1326983531781987,4.297957749481386e-05,0.1326841142857143,28,12,True,1,1
29,512,64,128,0.262075603254403,1,32,1,1,RS,True,False,True,True,True,12,8,35,0.26215828245988265,0.00012478208270126447,0.2621169428571428,1,30,True,5,1
30,64,64,1,inf,32,256,1,32,RS,False,True,True,False,True,23,1,1,inf,inf,inf,1,21,False,21,1
31,256,128,512,0.3264165860463084,1,256,16,64,RS,True,True,False,False,False,23,1,35,0.3266374139536916,0.00033328049104963377,0.326527,14,23,True,1,32
32,512,256,256,0.08970136914213693,1,256,16,512,RS,True,False,True,False,False,8,8,35,0.0897984365721488,0.00014649724811791618,0.08974990285714286,1,2,True,8,8
33,256,2048,64,0.1616776728152997,1,1,32,1,RS,False,True,True,False,False,5,1,35,0.16180147004184314,0.0001868387059493201,0.16173957142857143,19,26,True,1,1
34,1,512,128,0.20852867648085344,32,1,64,64,RS,False,True,False,False,False,6,1,35,0.20889463780486084,0.00055232045268031,0.20871165714285714,4,30,True,1,1
35,512,256,512,0.10246657715124013,1,1,64,16,RS,True,False,True,True,True,30,8,35,0.102487479991617,3.154723054567577e-05,0.10247702857142857,12,1,True,2,8
36,1,128,1,0.2985187844980013,1,16,128,16,RS,True,True,True,False,True,17,1,35,0.29856190121628445,6.507312056762119e-05,0.29854034285714287,1,27,True,19,32
37,128,64,2048,0.23802516908729426,8,16,1,128,RS,False,False,False,True,True,18,1,35,0.23814785948413436,0.00018516824340946588,0.2380865142857143,19,1,True,11,1
38,2048,512,1024,0.0926576628268557,1,64,32,256,RS,True,False,True,False,True,1,8,35,0.0926902914588586,4.924416766460496e-05,0.09267397714285715,26,25,True,1,8
39,256,64,64,0.09350453092507761,1,16,1,128,RS,True,False,True,True,True,5,1,35,0.09360166336063667,0.00014659535655424245,0.09355309714285714,1,5,True,18,8
40,1024,1,512,0.21188068516578004,8,128,16,32,RS,True,False,False,True,True,28,8,35,0.21191114340564857,4.596854292639252e-05,0.2118959142857143,11,1,True,16,1
41,1,256,64,0.1138469877312318,1,32,256,32,RS,False,False,True,True,True,12,8,35,0.11387101226876821,3.625859504015147e-05,0.113859,1,11,True,29,8
42,1,512,256,0.12890376360277878,8,16,1,512,RS,False,True,False,True,False,17,8,35,0.1289631506829355,8.962886743427387e-05,0.12893345714285714,17,16,True,1,1
43,1,2048,1,0.1661932658322748,1,16,1,128,RS,True,False,False,False,False,30,32,35,0.16621713416772524,3.6022849891222355e-05,0.16620520000000003,12,1,True,4,1
44,64,64,512,0.09062649274114572,1,32,64,1,RS,True,True,True,True,True,8,8,35,0.09064309583028286,2.505790941977756e-05,0.09063479428571429,16,1,True,2,8
45,256,128,1024,0.09484043347033527,1,32,64,32,RS,False,False,True,True,True,15,8,35,0.09486581224395044,3.830245113912892e-05,0.09485312285714285,26,28,True,1,8
46,2048,256,512,0.19311737490238728,1,32,1,64,RS,True,True,True,True,False,12,1,35,0.19326302509761273,0.00021981990030802128,0.1931902,10,15,True,1,1
47,512,128,128,0.12238768525236875,8,1,32,256,RS,True,False,False,True,False,25,1,35,0.12241700046191696,4.4243445265707006e-05,0.12240234285714285,12,1,True,3,8
48,256,2048,512,0.119558463531792,1,16,16,1,RS,False,False,False,False,True,3,1,35,0.1195921078967794,5.0777144143275114e-05,0.1195752857142857,1,18,True,18,8
49,1,128,2048,inf,32,16,1,256,RS,True,False,True,False,True,6,1,1,inf,inf,inf,5,1,False,21,1
50,2048,512,512,0.09458733251691537,1,32,512,512,RS,True,False,True,True,True,13,8,35,0.09460968462594174,3.3734512818507764e-05,0.09459850857142856,6,1,True,24,8
51,128,64,64,0.12344553475132203,1,1,1,64,RS,True,False,False,True,False,21,8,35,0.12353903667724936,0.0001411160761174125,0.1234922857142857,5,1,True,21,8
52,256,512,1024,inf,32,32,256,128,RS,False,True,True,True,True,3,1,1,inf,inf,inf,14,1,False,6,1
53,2048,1,1,0.12998768111785527,8,64,16,512,RS,True,False,False,False,False,9,8,35,0.13001014745357328,3.390690736925108e-05,0.12999891428571428,10,14,True,1,1
54,256,256,64,0.09082892964488391,1,1,64,1,RS,True,False,True,True,True,26,8,35,0.09085124749797323,3.368281267037777e-05,0.09084008857142857,1,25,True,2,8
55,1,2048,2048,0.1631696876511987,8,256,64,1,RS,False,False,True,False,False,27,8,35,0.16320265520594418,4.975568063148216e-05,0.16318617142857145,14,1,True,1,1
56,512,2048,512,0.12427019226156728,1,16,1,16,RS,True,True,True,False,False,13,1,35,0.1243192934527184,7.410507707964102e-05,0.12429474285714284,28,1,True,9,8
57,128,256,128,0.26588802235205844,1,16,32,128,RS,True,False,False,True,True,30,1,35,0.2659231776479416,5.305748903648747e-05,0.2659056,1,30,True,19,1
58,2048,2048,1,0.09159746947077801,8,256,16,32,RS,True,False,True,False,False,3,8,35,0.09162024481493627,3.437327272098234e-05,0.09160885714285714,18,14,True,1,1
