id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,1,256,512,1,1,30,4,DLMT,5,1.6495023808344145,1,1,1024,118,1,0.10841337142857145,32
