id,speedup,T2_K,T2_J,T2_I,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,RT_I,cost_mean,U_J,U_I,U_K,points
1,1.8416204214443619,64,128,16,2,4,128,32,SIMP,False,True,True,True,False,11,4,4,0.09638987999999997,18,6,1,150
