id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,points,technique,speedup,RT1_I,U1_T,T1_Ta,U1_J,U1_I,OMP,VEC,T1_T,SCR,RT1_T
1,1,2048,32,2048,1024,0.09190031000000001,160,DLMT,31.522603133765273,2,7,8,1,22,True,False,1,True,16
