id,SCREP,correct_result,T1_Ja,technique,mean_confidence_interval_inf,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,runs,cost_mean,OMP,PAR,VEC,cost_std,mean_confidence_interval_sup,baseline
1,False,True,512,DLMT,2.5544705322059453,4,32,2048,1,19,6,256,2048,10,2.557349,True,False,False,0.004644225339063571,2.5602274677940544,False
2,True,True,256,DLMT,0.17202757086114714,256,256,1,1,2,28,64,1,10,0.1859566,True,True,False,0.022473605648404532,0.19988562913885285,False
3,True,True,16,DLMT,1.818309178931767,4,16,16,1,19,3,4,16,10,1.8185829999999998,False,True,False,0.0004417929379245984,1.8188568210682328,False
4,False,True,8,DLMT,6.9037476569650105,1,4,512,1,8,1,8,1,10,6.904047000000001,False,False,False,0.0004829710136229215,6.904346343034992,False
5,False,True,256,DLMT,1.523130272619767,2048,256,2048,2,7,1,1,64,10,1.525892,False,True,True,0.004455872080749192,1.528653727380233,False
6,True,True,1024,DLMT,1.5090439370469055,16,512,32,1,30,3,2048,1,10,1.509706,False,True,False,0.0010681966111161325,1.5103680629530944,False
7,False,True,2048,DLMT,1.5460518605329578,2,2048,2048,6,3,1,1,1024,10,1.54642,False,False,False,0.0005939696961966719,1.546788139467042,False
8,True,True,1,DLMT,2.617894901934598,2,16,16,2,1,23,32,32,10,2.618148,False,False,True,0.00040835768634858553,2.6184010980654024,False
9,True,True,2048,DLMT,0.22160143127825838,4,2048,64,30,2,1,32,256,10,0.2232027,True,False,False,0.0025835455889145855,0.22480396872174163,False
10,False,True,1024,DLMT,0.2754308547268102,8,8,128,4,1,1,512,2048,10,0.2994685,True,False,True,0.03878321706421478,0.3235061452731898,False
11,True,True,512,DLMT,1.125750008388171,128,4,2048,1,12,9,64,128,10,1.126387,False,True,True,0.0010277455910875876,1.127023991611829,False
12,True,True,128,DLMT,0.37334591824207264,2,16,256,1,1,7,4,128,10,0.3851981,True,True,False,0.019122744036617748,0.39705028175792734,False
13,True,True,1,DLMT,1.2938656973014657,8,512,1024,1,9,3,8,8,10,1.294476,False,False,False,0.0009846847211164023,1.2950863026985342,False
14,False,True,1,DLMT,2.845565618789292,512,2048,512,23,1,2,8,2048,10,2.8460849999999995,False,True,False,0.0008379886634078125,2.846604381210707,False
15,True,True,256,DLMT,4.009276393609135,4,64,1,5,1,21,8,2048,10,4.017721999999999,False,True,True,0.013626450601679019,4.026167606390863,False
16,False,True,16,DLMT,3.161384268132047,4,1,2048,1,28,1,8,64,10,3.1620909999999998,True,False,True,0.0011402670739787354,3.1627977318679523,False
17,False,True,8,DLMT,0.13693640756144831,2,8,2,13,7,1,128,1024,10,0.14660350000000003,True,True,False,0.015597240917867492,0.15627059243855174,False
18,False,True,4,DLMT,3.2738418167853074,16,4,2048,30,1,3,1,4,10,3.2741979999999997,False,False,False,0.0005746790408566573,3.274554183214692,False
19,False,True,2048,DLMT,4.300664827759692,16,2,1,3,1,30,8,32,10,4.301018000000001,False,False,True,0.0005698210245331803,4.30137117224031,False
20,False,True,1024,DLMT,0.9865352102953443,1,4,128,6,1,16,128,256,10,0.9874272999999999,False,True,False,0.0014393301949170707,0.9883193897046555,False
21,False,True,1,DLMT,0.19068742311830103,64,1,64,7,2,1,2,1,10,0.2005955,True,False,False,0.01598605404250842,0.210503576881699,False
22,True,True,256,DLMT,0.19952807862873428,256,128,1,4,12,1,2048,1,10,0.2104051,True,False,True,0.01754938456157366,0.22128212137126574,False
23,False,True,128,DLMT,2.47466766179912,2048,8,1,1,29,3,8,64,10,2.476775,True,True,False,0.0034000566171755895,2.4788823382008798,False
24,True,True,16,DLMT,1.085220287087966,2048,1,1,1,3,5,64,2048,10,1.085312,False,False,True,0.00014797297050476936,1.0854037129120342,False
25,False,True,1,DLMT,2.0225901003011355,1024,2048,2048,6,1,10,4,8,10,2.026013,True,True,True,0.0055226317096109,2.029435899698864,False
26,False,True,1,DLMT,1.3516517709684643,64,512,1,5,21,1,1,512,10,1.3520040000000002,False,True,True,0.000568299216962315,1.352356229031536,False
27,True,True,128,DLMT,1.22616920445782,1024,4,2048,11,1,3,2048,2048,10,1.226402,False,False,False,0.0003756008519692125,1.22663479554218,False
28,True,True,32,DLMT,1.789751389330241,2,1,256,1,13,7,1,4,10,1.790131,False,False,True,0.0006124777546980906,1.7905106106697588,False
29,True,True,2048,DLMT,2.06611999776769,16,128,1024,6,19,1,8,1,10,2.090941,False,True,False,0.04004711386604526,2.11576200223231,False
30,False,True,1,DLMT,2.5183503595315964,1,64,2,18,1,6,2048,1,10,2.518808,False,False,True,0.0007383738890291627,2.5192656404684035,False
31,False,True,1,DLMT,0.21436608670376012,8,2048,8,1,2,22,4,1,10,0.2296646,True,False,False,0.02468318153399193,0.24496311329623988,False
32,False,True,512,DLMT,1.9143095485421668,32,512,32,8,1,13,2,256,10,1.915325,False,False,True,0.0016383665646002295,1.916340451457833,False
33,False,True,2,DLMT,0.19090189592362747,1,1,2,1,12,4,2048,2048,10,0.19329480000000002,True,True,False,0.0038607990571901023,0.19568770407637257,False
34,False,True,2048,DLMT,1.7918252712000744,1,256,8,1,30,2,2,2048,10,1.7924750000000003,False,False,True,0.0010482962367575283,1.7931247287999261,False
35,False,True,1,DLMT,0.3369791523423299,512,256,512,2,1,29,16,1024,10,0.344374,True,False,False,0.011931117986173804,0.35176884765767014,False
36,True,True,2048,DLMT,0.14883602270728416,8,16,64,1,5,24,2,256,10,0.1555027,True,True,True,0.010756261256124269,0.16216937729271583,False
37,True,True,512,DLMT,0.13119859249199542,1,1,2,19,6,1,4,1,10,0.1377938,True,False,False,0.010640949288479857,0.14438900750800457,False
38,False,True,2048,DLMT,0.2192707426004194,256,128,1,1,1,17,1,32,10,0.22777379999999997,True,False,False,0.013719144162811326,0.23627685739958054,False
39,False,True,1,DLMT,1.4724966655085554,1,1,1,1,1,1,1,1,10,1.472752,False,False,False,0.00041196601801605885,1.4730073344914447,True
40,True,True,2048,DLMT,0.6893167779824797,256,256,1024,18,1,3,1,1024,10,0.6925745000000001,True,False,False,0.005256127990260496,0.6958322220175205,False
41,True,True,512,DLMT,0.10990261805510404,1,128,8,5,20,1,256,2048,10,0.11804320000000001,True,True,True,0.013134312991550035,0.126183781944896,False
42,True,True,1024,DLMT,1.1912032150147644,2048,1,1,1,21,5,2,1,10,1.193029,True,True,False,0.002945788349491546,1.1948547849852353,False
43,True,True,256,DLMT,0.19301737984887737,8,8,32,1,30,3,32,64,10,0.1941491,True,False,False,0.0018259587317351958,0.1952808201511226,False
44,False,True,1,DLMT,0.11659603490547445,1,1,8,10,6,1,4,2048,10,0.13867279999999998,True,False,True,0.03561946118289832,0.16074956509452554,False
45,True,True,64,DLMT,2.1965020572133542,2048,1,2048,6,1,5,1,8,10,2.199987,True,False,True,0.005622734299253331,2.203471942786646,False
46,True,True,1,DLMT,0.3647764232817991,2,2048,1,5,1,7,2,32,10,0.37285280000000004,True,False,False,0.013030721927813519,0.380929176718201,False
47,True,True,1,DLMT,0.4274038640823051,4,32,512,16,1,3,1,2048,10,0.4386133,True,False,True,0.018085714362722858,0.4498227359176949,False
48,True,True,1,DLMT,1.021809479671041,1,2048,1024,2,29,1,8,2048,10,1.023686,True,True,False,0.0030276466108183926,1.0255625203289591,False
49,True,True,1,DLMT,0.47976241527783603,512,1,512,3,2,1,64,256,10,0.49089510000000003,True,True,False,0.017961881173474,0.502027784722164,False
50,True,True,1024,DLMT,0.14923734667306923,1,4,1,1,1,3,4,8,10,0.15317019999999998,True,True,False,0.006345409565977599,0.15710305332693072,False
51,True,True,512,DLMT,0.176481503917864,128,64,1,4,8,1,32,1024,10,0.19357800000000003,True,False,True,0.02758411279704315,0.21067449608213606,False
52,True,True,2048,DLMT,1.16565883672399,32,1,2048,1,15,7,2048,2048,10,1.1674149999999999,True,False,True,0.0028334581345062794,1.1691711632760098,False
53,False,True,1024,DLMT,0.09003676909998568,1,512,4,3,30,1,1,1024,10,0.10546899000000001,True,True,True,0.02489891027785955,0.12090121090001435,False
54,True,True,2048,DLMT,0.3897258345077263,16,4,512,5,1,11,2048,1,10,0.3947421,True,True,True,0.008093426424574446,0.39975836549227367,False
55,True,True,32,DLMT,0.11926100856832104,2,16,2,1,4,25,1,512,10,0.1212261,True,True,False,0.003170550471132737,0.12319119143167896,False
56,True,True,8,DLMT,0.5885000088003928,256,2,512,30,1,3,1,64,10,0.5968103,True,False,True,0.013408128117302581,0.6051205911996073,False
57,False,True,2,DLMT,0.38184675522068695,4,1,1,1,1,22,128,1,10,0.3929522,True,True,False,0.01791793125224003,0.404057644779313,False
58,True,True,2048,DLMT,0.19373905078867004,1,1024,4,23,3,1,256,1,10,0.2016381,True,True,True,0.012744615235070847,0.20953714921132993,False
59,False,True,128,DLMT,2.4576196867608773,16,16,2048,30,3,1,8,64,10,2.459175,True,False,True,0.0025093993305171864,2.460730313239123,False
60,False,True,2048,DLMT,0.22056258917471033,2,256,64,1,2,8,128,256,10,0.22470659999999998,True,False,False,0.006686098805731189,0.22885061082528962,False
61,True,True,2048,DLMT,0.5195498780914272,1024,2048,1024,3,1,21,1,1024,10,0.5221257000000001,True,False,True,0.004155925385518859,0.5247015219085731,False
62,False,True,1,DLMT,1.4812031339770886,2048,128,1,1,8,11,4,16,10,1.4829139999999998,True,True,True,0.0027603738877188095,1.484624866022911,False
63,False,True,64,DLMT,0.09229006899025154,1,16,64,1,2,20,16,64,10,0.10597388999999999,True,False,True,0.022077977874182687,0.11965771100974844,False
64,False,True,256,DLMT,1.099805682001663,256,1,1024,20,1,3,1,8,10,1.101384,True,False,True,0.002546516051392559,1.1029623179983368,False
65,False,True,1024,DLMT,0.09899150908219612,64,16,128,1,5,15,512,2048,10,0.10892148000000001,True,True,False,0.01602137868204856,0.11885145091780391,False
66,False,True,512,DLMT,0.0707539321298058,8,512,16,1,11,7,2,1,10,0.08732071,True,True,True,0.026729446037336804,0.1038874878701942,False
67,True,True,256,DLMT,1.4751682506419779,1024,128,2048,14,7,1,2048,1,10,1.476798,True,True,False,0.0026294972903580004,1.4784277493580222,False
68,True,True,2,DLMT,0.43959403696022126,16,2,64,3,1,30,4,32,10,0.45964869999999997,True,False,False,0.03235692768496417,0.4797033630397787,False
69,False,True,256,DLMT,2.525992534692033,2048,64,1,29,1,1,2048,2048,10,2.527846,True,False,True,0.002990448795749572,2.5296994653079667,False
70,False,True,2048,DLMT,0.3247130257285441,1,128,256,6,19,1,1,2,10,0.33656620000000004,True,True,False,0.019124345394287354,0.348419374271456,False
71,False,True,1024,DLMT,1.7015145555572848,2048,8,2048,21,1,3,32,64,10,1.7026790000000003,True,True,False,0.0018787573020483197,1.7038434444427157,False
72,False,True,1,DLMT,0.1889488584933645,256,128,256,1,1,30,32,1024,10,0.1983327,True,True,True,0.015140233492585243,0.2077165415066355,False
73,False,True,4,DLMT,0.3977588765932652,8,4,32,1,1,1,4,4,10,0.40419789999999994,True,False,False,0.010388956140536936,0.4106369234067347,False
74,False,True,16,DLMT,0.18003579338021783,1,4,256,11,1,5,32,1,10,0.190768,True,False,False,0.01731573513888452,0.20150020661978216,False
75,False,True,8,DLMT,0.21699973644307402,16,1,1,17,1,6,4,64,10,0.2225126,True,True,False,0.00889465592589168,0.228025463556926,False
76,True,True,1,DLMT,1.2518425893700051,64,256,2048,5,1,14,32,1024,10,1.25553,True,False,False,0.005949403331427451,1.259217410629995,False
77,False,True,1,DLMT,1.1459387184335665,128,8,2048,1,16,7,256,512,10,1.146566,True,False,True,0.001012079048296137,1.1471932815664334,False
78,True,True,2048,DLMT,0.1591461910435617,32,64,32,1,3,1,512,512,10,0.16259110000000004,True,False,True,0.005558142251688062,0.16603600895643839,False
79,True,True,32,DLMT,0.14374744668412312,32,32,32,1,23,1,2048,1,10,0.1508386,True,False,True,0.011441126414824719,0.15792975331587686,False
80,False,True,1,DLMT,0.12408708966191762,32,256,32,1,23,1,4,1,10,0.14581999999999998,True,True,False,0.03506467332800921,0.16755291033808234,False
81,True,True,16,DLMT,0.3581067360809869,32,1,32,1,24,1,16,2048,10,0.36231230000000003,True,True,True,0.006785410821018872,0.36651786391901314,False
82,False,True,1,DLMT,0.17419102333272007,32,64,32,1,30,1,4,8,10,0.1849097,True,False,True,0.01729390541809455,0.19562837666727995,False
83,True,True,8,DLMT,0.29478668680967013,32,8,32,1,1,1,1,16,10,0.30296500000000004,True,True,False,0.013195189964528745,0.31114331319032995,False
84,False,True,1,DLMT,0.24588560677420596,32,4,32,1,22,1,256,256,10,0.2554392,True,True,False,0.015414117132031927,0.264992793225794,False
85,False,True,2048,DLMT,0.096258807342855,32,1024,32,1,19,1,2048,2048,10,0.11052906,True,True,False,0.023024148167313373,0.124799312657145,False
86,True,True,2048,DLMT,0.12302163082337224,32,256,32,1,13,1,2,128,10,0.1357874,True,True,True,0.0205967594305512,0.14855316917662775,False
87,False,True,1,DLMT,0.14979756840225222,32,2048,32,1,5,1,4,1024,10,0.1573307,True,False,False,0.012154230358603543,0.16486383159774776,False
88,False,True,16,DLMT,0.3178466031726557,32,8,32,1,29,1,64,128,10,0.3322149,True,False,True,0.023182336221571807,0.3465831968273443,False
89,False,True,1,DLMT,0.2511134693980954,32,256,32,1,1,1,256,2048,10,0.258296,True,True,True,0.011588557874041103,0.2654785306019046,False
90,False,True,128,DLMT,0.10694064249385248,32,1,32,1,7,1,32,1,10,0.11657630000000001,True,True,True,0.015546522646881519,0.12621195750614753,False
91,True,True,512,DLMT,0.23287919365574264,32,16,32,1,30,1,1,128,10,0.23937750000000002,True,True,False,0.01048460540268445,0.2458758063442574,False
92,False,True,256,DLMT,0.19812637067834132,32,4,32,1,5,1,2048,2048,10,0.20045130000000003,True,True,True,0.003751126098920166,0.20277622932165873,False
93,False,True,8,DLMT,0.392896907515377,32,1,32,1,14,1,1,8,10,0.3982989,True,True,False,0.00871577247809969,0.40370089248462304,False
94,False,True,1,DLMT,0.10015319304578739,32,2048,32,1,12,1,8,16,10,0.11648491000000001,True,True,True,0.026350190148325302,0.13281662695421265,False
95,True,True,1,DLMT,0.10431857314817265,32,1,32,1,6,1,1024,2048,10,0.1113777,True,False,True,0.011389453745022192,0.11843682685182734,False
96,False,True,2048,DLMT,0.3684503160409481,32,8,32,1,14,1,8,2048,10,0.37827420000000006,True,False,True,0.01585021409823854,0.38809808395905204,False
97,True,True,1024,DLMT,0.273563666787625,32,1,32,1,1,1,16,16,10,0.27925940000000005,True,False,False,0.009189704524085636,0.2849551332123751,False
98,True,True,128,DLMT,0.1034567267762592,32,128,32,1,12,1,64,2048,10,0.111596,True,False,False,0.013132201452917177,0.1197352732237408,False
99,False,True,256,DLMT,0.11104498770671005,32,1,32,1,23,1,1,256,10,0.1179316,True,False,True,0.011111112439355477,0.12481821229328995,False
