id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.3235091364293703,1,256,512,512,26,28,1,RS,1,2048,1024,2048,0.3228601207134869,0.0009795151303641219,32,0.3231846285714286,1
2,True,35,0.20213694856170614,1,128,64,64,22,19,1,RS,8,1,512,2048,0.20205533715257964,0.00012317053053322475,1,0.2020961428571429,32
3,True,35,0.21432858967727517,1,64,32,16,23,1,17,RS,28,512,512,128,0.2142647817512963,9.630094834974866e-05,1,0.21429668571428573,1
4,True,35,0.12239954290748323,1,128,1,1,1,17,5,RS,27,128,512,512,0.12235588566394529,6.588889844864189e-05,8,0.12237771428571426,8
5,True,35,0.12321407871000545,1,256,16,64,29,1,1,RS,25,128,64,256,0.12318900700428026,3.783901452744344e-05,8,0.12320154285714285,8
6,True,35,0.2042088402229804,1,128,16,128,25,28,1,RS,17,2048,1024,128,0.20417550263416248,5.031414780544214e-05,1,0.20419217142857143,1
7,True,35,0.20057545404538532,1,32,32,64,5,1,12,RS,1,128,64,1,0.200533460240329,6.337838426338022e-05,1,0.20055445714285716,1
8,True,35,0.2992346634732502,1,1,1,32,11,1,30,RS,30,256,1024,256,0.298958250812464,0.0004171707661896575,32,0.2990964571428571,1
9,True,35,0.12194777798679314,1,16,64,32,1,23,28,RS,8,1,256,1024,0.12191439344177828,5.0385015589144755e-05,8,0.12193108571428571,8
10,True,35,0.12683710031591156,8,64,32,1,3,1,1,RS,22,64,256,128,0.12680529968408838,4.799452349710651e-05,8,0.12682119999999997,1
11,True,35,0.13514857337898803,8,64,16,32,23,1,14,RS,9,512,1,512,0.13510639804958338,6.365234657488833e-05,1,0.1351274857142857,8
12,True,35,0.11945668213893046,1,16,512,1,8,23,1,RS,16,1024,1024,1024,0.11940114643249813,8.381625189444166e-05,8,0.1194289142857143,1
13,True,35,0.11694701409707062,1,32,64,1,10,2,1,RS,25,2048,512,256,0.11680944304578653,0.00020762659968790045,8,0.11687822857142857,1
14,True,35,0.11592913801660557,1,512,512,1,9,2,1,RS,7,1,2048,512,0.11590326198339443,3.905293111370035e-05,8,0.1159162,8
