id,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,U1_I2,U1_I1,T2_I2a,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
43,1,1,1,1,1.104715289439786,True,DLMT,1,1,1,35,1,1,1,1,1,9.097386931401424e-05,1.1047454285714284,True,1,1,1,1.1047755677030708,1
44,64,512,1,1,1.4521584964068608,False,DLMT,1,8,1024,35,512,1,3,1,8,0.00010802871878177781,1.4521942857142858,True,1,1,1,1.4522300750217108,128
45,256,512,32,1,1.5881409999037792,False,DLMT,1,23,64,35,1,30,1,1,8,4.95893339420504e-05,1.5881574285714286,True,1,32,32,1.588173857239078,1
46,32,1,1,32,1.5482297501872648,False,DLMT,1,30,128,35,2048,3,1,8,8,9.13079561546663e-05,1.54826,True,1,1,512,1.548290249812735,128
47,512,1024,1,1,1.4629003569487262,False,DLMT,1,30,1,35,1,25,1,32,1,5.7566997348084576e-05,1.4629194285714286,True,128,64,16,1.462938500194131,128
48,16,2048,32,1,1.726080928966124,False,DLMT,30,1,256,35,1,30,1,8,1,7.567600110244054e-05,1.726106,True,128,512,16,1.7261310710338758,1
49,1,256,1,32,1.5138186305501358,False,DLMT,17,1,512,35,256,30,1,8,1,7.657675887632427e-05,1.513844,True,64,16,64,1.5138693694498642,64
50,512,2048,8,8,1.4812106896002624,False,DLMT,21,1,2048,35,1,7,1,8,8,4.880113749092421e-05,1.481226857142857,True,512,1,256,1.4812430246854518,1024
51,16,2048,1,1,1.3982527283228234,False,DLMT,13,1,1024,35,256,1,21,1,32,0.00013923816038041798,1.3982988571428572,True,1,32,512,1.398344985962891,2048
52,512,512,8,1,1.4747519398213813,False,DLMT,21,1,2048,35,2048,1,1,1,32,8.81482980492568e-05,1.4747811428571431,True,256,512,1,1.474810345892905,1
53,1,2048,1,1,1.4495399842192098,False,DLMT,1,26,2048,35,1,15,1,1,1,0.00019150446256855134,1.4496034285714285,True,128,64,16,1.4496668729236473,128
54,128,256,1,1,1.5008989310299965,False,DLMT,1,6,1,35,2048,1,9,8,8,0.00012913969654794471,1.5009417142857144,True,64,512,1,1.5009844975414324,1
55,1,1,32,1,1.5025032935544802,False,DLMT,30,1,64,35,256,1,29,8,8,9.613595814771353e-05,1.502535142857143,True,64,256,128,1.5025669921598057,512
56,128,64,1,1,1.4915185970916087,False,DLMT,1,15,1,35,1,1,1,8,8,6.029180741041144e-05,1.4915385714285716,True,64,512,64,1.4915585457655345,2048
57,256,256,32,1,1.532220530102698,False,DLMT,4,1,128,35,1,27,1,32,1,5.618192025256866e-05,1.5322391428571427,True,128,1,256,1.5322577556115873,256
58,1,256,8,8,1.5060972308686666,False,DLMT,1,30,512,35,128,1,14,8,8,5.320426559544914e-05,1.5061148571428573,True,32,1,1,1.506132483417048,1024
59,128,1,1,8,1.4986831502135711,False,DLMT,4,1,1024,35,256,23,1,8,1,5.6034974501189066e-05,1.4987017142857142,True,512,512,512,1.4987202783578573,1
60,32,256,1,32,1.5515124635459285,False,DLMT,1,1,2048,35,128,16,1,32,1,7.363118239175846e-05,1.5515368571428572,True,32,1,64,1.5515612507397858,2048
61,32,512,8,8,1.4806452225793305,False,DLMT,1,12,1024,35,64,1,30,1,32,0.0001015247029354152,1.4806788571428573,True,128,32,512,1.480712491706384,512
62,128,1,8,1,1.5225853408629686,False,DLMT,1,13,1024,35,2048,1,8,32,1,0.0001623993565886574,1.522639142857143,True,32,16,128,1.5226929448513176,128
63,512,1,1,8,1.5157390431976205,False,DLMT,1,14,256,35,1,1,5,8,1,0.00018744555672167,1.5158011428571427,True,32,64,1,1.515863242516665,2048
64,64,512,32,1,1.586921721642143,False,DLMT,20,1,512,35,1024,16,1,8,8,5.603497450117525e-05,1.5869402857142858,True,64,64,1,1.5869588497864286,2048
65,64,128,32,1,1.5040923592673214,False,DLMT,1,20,1,35,256,1,11,32,1,0.00016967435797757142,1.5041485714285716,True,1,128,1,1.5042047835898218,1
66,256,64,1,1,1.1439665131610923,False,DLMT,18,1,2048,35,1024,30,1,8,1,6.226998490773932e-05,1.143987142857143,True,1,16,1,1.1440077725531939,128
67,16,1,8,8,1.5126023448256176,False,DLMT,25,1,512,35,1,15,1,1,32,7.140228087593207e-05,1.5126260000000002,True,128,128,64,1.5126496551743829,1
68,1,1,1,32,1.4827116356288361,False,DLMT,2,1,1,35,1024,27,1,8,8,0.0008592058982049649,1.4829962857142858,True,256,16,512,1.4832809357997354,2048
69,64,1,1,8,1.4963819489518373,False,DLMT,1,30,1,35,2048,1,4,1,32,0.00029682592988662583,1.4964802857142856,True,128,1,32,1.496578622476734,2048
70,64,2048,8,1,1.139040122767004,False,DLMT,13,1,1,35,1,30,1,8,1,0.00019108626110653476,1.1391034285714285,True,1,512,16,1.1391667343758531,2048
71,16,1,8,1,1.4842515656903668,False,DLMT,30,1,128,35,128,21,1,1,1,5.7368127395070516e-05,1.4842705714285713,True,128,1,1,1.484289577166776,1
72,256,2048,1,8,1.4700215056394033,False,DLMT,1,19,2048,35,512,30,1,1,8,9.894546013657138e-05,1.4700542857142858,True,512,512,16,1.4700870657891683,1024
73,32,256,1,8,1.491702851541349,False,DLMT,30,1,64,35,2048,1,20,1,1,0.00013455413901672868,1.4917474285714285,True,1,32,256,1.491792005601508,256
74,32,2048,8,8,1.4840480588074323,False,DLMT,1,1,256,35,512,1,1,1,8,0.00018351755740950368,1.4841088571428571,True,32,128,1,1.484169655478282,512
75,1,1024,8,8,1.4800013796038574,False,DLMT,26,1,1024,35,2048,27,1,32,1,7.172851310210764e-05,1.4800251428571432,True,1,512,512,1.480048906110429,2048
76,64,1024,1,32,1.5397399393577131,False,DLMT,23,1,128,35,512,5,1,1,1,0.00012005916908606005,1.5397797142857144,True,128,1,512,1.5398194892137156,1
77,16,2048,1,32,1.743181388880782,False,DLMT,1,22,512,35,2048,1,26,1,32,8.118711066895369e-05,1.7432082857142854,True,512,1,32,1.743235182547789,128
78,1,1,1,8,1.4987789626146732,False,DLMT,17,1,256,35,1024,1,30,32,1,0.0001126584145430152,1.4988162857142857,True,256,1,512,1.4988536088138982,1
79,512,1024,8,8,1.4799609624579215,False,DLMT,1,6,1024,35,2048,1,28,1,1,5.228961734064844e-05,1.4799782857142856,True,32,64,32,1.4799956089706496,1
80,512,512,1,1,1.488276469425203,False,DLMT,30,1,256,35,512,15,1,1,32,0.00012794577933241755,1.4883188571428572,True,128,64,64,1.4883612448605112,1024
81,1,128,1,1,1.5278214538037833,False,DLMT,16,1,512,35,64,1,21,1,8,6.63300344443284e-05,1.5278434285714286,True,512,32,64,1.527865403339074,64
82,1,128,1,8,1.4969197317597025,False,DLMT,12,1,64,35,512,14,1,1,32,0.00013103481388156556,1.4969631428571428,True,16,1,64,1.4970065539545832,256
83,512,1,32,1,1.5169183529433152,False,DLMT,18,1,2048,35,512,8,1,1,1,8.690130456268596e-05,1.5169471428571428,True,128,512,512,1.5169759327709704,2048
84,32,64,1,32,1.5663841662013362,False,DLMT,22,1,512,35,64,1,26,1,8,8.746497841411702e-05,1.566413142857143,True,256,512,1,1.5664421195129499,1024
85,16,512,8,8,1.488700933050848,False,DLMT,6,1,1,35,2048,1,4,8,1,0.00015845581370830156,1.4887534285714286,True,512,64,16,1.488805924092009,2048
86,64,128,8,1,1.5250856894894276,False,DLMT,1,26,512,35,512,1,29,1,1,0.00010356502443254356,1.52512,True,512,1,16,1.5251543105105725,2048
87,1,1,1,1,1.1270579180855973,False,DLMT,1,11,2048,35,1024,30,1,32,1,0.00028829491702711096,1.1271534285714284,True,1,1,1,1.1272489390572595,1024
88,32,1,1,1,1.1522767642201643,False,DLMT,30,1,2048,35,2048,8,1,32,1,0.00019518698518002772,1.1523414285714288,True,1,64,128,1.1524060929226934,256
89,16,512,1,1,1.121157870471797,False,DLMT,1,15,2048,35,256,19,1,8,8,4.69615561401289e-05,1.1211734285714283,True,1,128,512,1.1211889866710596,1024
90,512,2048,1,1,1.1131409869569269,False,DLMT,9,1,2048,35,1,11,1,32,1,7.291370353551241e-05,1.1131651428571427,True,1,512,32,1.1131892987573586,512
91,128,128,1,1,1.501253732892796,False,DLMT,1,11,2048,35,1024,1,20,1,8,9.308499517393533e-05,1.5012845714285714,True,1,1,1,1.5013154099643469,128
92,32,128,1,1,1.1105578834228278,False,DLMT,1,10,2048,35,1,28,1,8,1,5.123455466611072e-05,1.110574857142857,True,1,512,16,1.1105918308628864,1
93,32,256,1,1,1.0933132939010275,False,DLMT,24,1,2048,35,2048,1,2,1,8,5.0426750270661185e-05,1.0933300000000004,True,1,512,1,1.0933467060989732,1024
94,512,512,1,1,1.5121757552213677,False,DLMT,12,1,2048,35,1,1,29,32,1,8.784308830675083e-05,1.512204857142857,True,1,64,1,1.5122339590643463,2048
95,1,1,1,1,1.5194567219098902,False,DLMT,1,4,2048,35,256,1,29,1,8,0.0003212277467874116,1.5195631428571426,True,1,512,256,1.5196695638043949,2048
96,512,256,1,1,1.1447520407880418,False,DLMT,1,11,2048,35,1024,2,1,8,8,0.00015424973125368742,1.1448031428571428,True,1,1,32,1.1448542449262438,1024
97,64,512,1,1,1.1167591220922257,False,DLMT,17,1,2048,35,1,1,1,8,8,5.0945348869431066e-05,1.116776,True,1,1,256,1.1167928779077743,256
98,128,64,1,1,1.0927699634671555,False,DLMT,13,1,2048,35,256,23,1,1,8,4.6680853042943385e-05,1.0927854285714282,True,1,512,64,1.092800893675701,1
99,64,512,1,1,1.5274804088306468,False,DLMT,1,30,2048,35,512,1,14,32,1,0.00011432999142297241,1.5275182857142855,True,1,256,16,1.5275561625979241,1
100,256,1,1,1,1.15253598617888,False,DLMT,30,1,2048,35,1,18,1,8,8,9.577013296088979e-05,1.1525677142857143,True,1,1,16,1.1525994423925485,1
101,512,1024,1,1,1.1508428140566003,False,DLMT,1,30,2048,35,2048,19,1,32,1,0.00012518068573718025,1.1508842857142858,True,1,1,512,1.1509257573719713,1
102,256,256,1,1,1.1048147064138978,False,DLMT,2,1,2048,35,256,17,1,1,32,7.117325799105115e-05,1.1048382857142858,True,1,16,1,1.1048618650146738,512
103,16,2048,1,1,1.274360547476951,False,DLMT,27,1,2048,35,128,30,1,8,1,0.000549432657291108,1.2745425714285714,True,1,32,16,1.2747245953801918,2048
104,1,1024,1,1,1.4812693973226188,False,DLMT,2,1,2048,35,1,1,12,1,8,7.943679299689869e-05,1.4812957142857142,True,1,64,256,1.4813220312488096,1
105,32,128,1,1,1.5447366421239217,False,DLMT,1,2,2048,35,512,1,28,8,1,0.00012656207640392243,1.5447785714285718,True,1,1,64,1.5448205007332219,256
106,512,512,1,1,1.1039973808605124,False,DLMT,1,1,2048,35,1024,27,1,1,8,5.44763569760999e-05,1.1040154285714285,True,1,128,512,1.1040334762823447,512
107,1,2048,1,1,1.1273235445178988,False,DLMT,15,1,2048,35,2048,11,1,1,32,0.00013677450532215496,1.127368857142857,True,1,128,1,1.1274141697678153,1
108,64,1,1,1,1.4840064533524484,False,DLMT,10,1,2048,35,1024,1,5,8,1,8.056129622206802e-05,1.4840331428571427,True,1,1,512,1.484059832361837,2048
109,64,1,1,1,1.130126768985268,False,DLMT,3,1,2048,35,2048,30,1,8,8,5.718569822633542e-05,1.1301457142857143,True,1,64,64,1.1301646595861605,2048
110,512,1,1,1,1.4224588913927543,False,DLMT,1,23,2048,35,2048,1,11,8,1,9.99371230896153e-05,1.422492,True,1,32,1,1.422525108607246,64
111,1,1,1,1,1.526653535834486,False,DLMT,1,30,2048,35,512,1,27,8,8,7.125693664765295e-05,1.5266771428571426,True,1,256,1,1.5267007498797993,256
112,128,1024,1,1,1.5402476743999294,False,DLMT,28,1,2048,35,2048,1,17,1,32,0.0002545337474116692,1.5403320000000003,True,1,512,64,1.5404163256000711,2048
113,1,1024,1,1,1.5065270745930381,False,DLMT,28,1,2048,35,256,1,8,8,1,6.919950453995623e-05,1.50655,True,1,64,512,1.506572925406962,128
114,1,256,1,1,1.5986425726370785,False,DLMT,17,1,2048,35,2048,1,25,1,1,0.00018196658136781268,1.5987028571428572,True,1,1,64,1.5987631416486359,2048
115,512,128,1,1,1.5263658298491762,False,DLMT,1,30,2048,35,1,1,30,1,32,0.00024026583916442833,1.5264454285714286,True,1,32,64,1.526525027293681,1024
116,128,2048,1,1,1.1155638731961786,False,DLMT,1,29,2048,35,1,14,1,1,1,0.0001590676919183857,1.1156165714285713,True,1,16,1,1.115669269660964,512
117,256,1,1,1,1.1163300197012214,False,DLMT,20,1,2048,35,512,30,1,1,32,7.583332959558137e-05,1.116355142857143,True,1,512,512,1.1163802660130646,512
118,256,2048,1,1,1.534870257599745,False,DLMT,5,1,2048,35,2048,1,30,8,8,0.00013117242119299092,1.5349137142857143,True,1,64,512,1.5349571709716836,64
119,64,2048,1,1,1.1067410434541447,False,DLMT,1,16,2048,35,256,1,1,1,1,5.549480578745235e-05,1.1067594285714284,True,1,32,512,1.106777813688712,1
120,128,64,1,1,1.0926276004652868,False,DLMT,1,24,2048,35,2048,16,1,1,8,8.831021389142418e-05,1.0926568571428572,True,1,256,32,1.0926861138204276,256
121,128,2048,1,1,1.108642717164602,False,DLMT,1,24,2048,35,256,16,1,1,32,0.00020136594771202066,1.1087094285714285,True,1,256,64,1.108776139978255,256
122,128,1,1,1,1.1098170971373436,False,DLMT,1,24,2048,35,1,16,1,1,1,7.516838241099527e-05,1.1098419999999998,True,1,256,64,1.109866902862656,256
123,128,512,1,1,1.1082808382826919,False,DLMT,1,24,2048,35,1,16,1,1,32,8.026181647379468e-05,1.1083074285714287,True,1,256,512,1.1083340188601656,256
124,128,1,1,1,1.0933993613641546,False,DLMT,1,24,2048,35,1,16,1,1,8,6.143455120394026e-05,1.0934197142857143,True,1,256,64,1.093440067207274,256
125,128,1,1,1,1.1096816641998897,False,DLMT,1,24,2048,35,2048,16,1,1,32,0.00016573546662666162,1.1097365714285712,True,1,256,512,1.1097914786572527,256
126,128,256,1,1,1.0928634985241208,False,DLMT,1,24,2048,35,2048,16,1,1,8,6.447021144112136e-05,1.092884857142857,True,1,256,64,1.0929062157615934,256
127,128,512,1,1,1.1113141694455555,False,DLMT,1,24,2048,35,2048,16,1,1,1,6.330747771546306e-05,1.1113351428571427,True,1,256,1,1.11135611626873,256
128,128,1,1,1,1.1142004212784804,False,DLMT,1,24,2048,35,2048,16,1,1,32,7.72084377328176e-05,1.114226,True,1,256,1,1.1142515787215195,256
129,128,1,1,1,1.1111261997800463,False,DLMT,1,24,2048,35,256,16,1,1,1,0.00024518614336452435,1.1112074285714286,True,1,256,512,1.111288657362811,256
130,128,256,1,1,1.1083833369674096,False,DLMT,1,24,2048,35,256,16,1,1,32,5.547126485387717e-05,1.1084017142857143,True,1,256,64,1.108420091604019,256
131,128,256,1,1,1.0923614369482384,False,DLMT,1,24,2048,35,256,16,1,1,8,6.465607599650484e-05,1.0923828571428573,True,1,256,1,1.0924042773374762,256
132,128,2048,1,1,1.1147655297772994,False,DLMT,1,24,2048,35,1,16,1,1,32,6.351345671331203e-05,1.1147865714285712,True,1,256,1,1.114807613079843,256
133,128,2048,1,1,1.0941454636769945,False,DLMT,1,24,2048,35,2048,16,1,1,8,5.5088796594273893e-05,1.0941637142857144,True,1,256,512,1.0941819648944342,256
134,128,512,1,1,1.1113711202969667,False,DLMT,1,24,2048,35,1,16,1,1,1,7.164880334246695e-05,1.1113948571428571,True,1,256,512,1.1114185939887475,256
135,128,2048,1,1,1.0937441930369713,False,DLMT,1,24,2048,35,256,16,1,1,8,5.288725011275881e-05,1.0937617142857141,True,1,256,1,1.0937792355344569,256
136,128,2048,1,1,1.110732013602018,False,DLMT,1,24,2048,35,2048,16,1,1,1,6.80899764867115e-05,1.1107545714285711,True,1,256,64,1.1107771292551243,256
137,128,256,1,1,1.0925858392982952,False,DLMT,1,24,2048,35,256,16,1,1,8,6.947852406408293e-05,1.0926088571428574,True,1,256,128,1.0926318749874195,256
