id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,1,2048,64,4,0.23985936317044063,8,2,1,DLMT,500,10,True,1,1024,4,1,2,1,True,2,17,False,10,0.0421018812179456,0.2659539,True,True,0.29204843682955944
2,128,256,16,64,0.41073001805986636,2,128,8,DLMT,500,10,False,4,512,1024,1,3,30,True,1,1,False,10,0.023475473635264525,0.42528000000000005,True,True,0.43982998194013373
3,8,64,4,16,3.8747086995776407,16,8,64,DLMT,500,10,True,32,512,2048,1,7,10,True,1,1,False,10,0.0003038107963848311,3.8748970000000007,True,False,3.8750853004223607
4,32,1024,64,256,2.60703247009872,256,2,2048,DLMT,500,10,False,1,512,2048,3,29,1,False,1,1,False,10,0.0044345787849579795,2.6097810000000004,True,True,2.6125295299012805
5,1,512,256,8,3.464052810156547,64,8,2,DLMT,500,10,True,2048,2048,8,5,1,1,False,1,11,False,10,0.0031077852242392544,3.465979,True,True,3.467905189843453
6,512,128,64,256,5.928892441742103,256,8,1,DLMT,500,10,False,512,1,256,1,5,5,False,5,1,False,10,0.0004962257550754381,5.9292,True,False,5.929507558257897
7,2048,1,64,128,4.395521787232009,512,64,8,DLMT,500,10,True,1,2048,2048,1,2,3,False,13,1,False,10,0.00032141717440094963,4.395721,True,False,4.395920212767991
8,1,1,1024,4,0.9302614593889634,128,2048,128,DLMT,500,10,True,128,32,256,5,1,2,True,1,2,False,10,0.00596284322785699,0.9339572,True,True,0.9376529406110367
9,4,2048,32,4,0.4893594853556597,1,1,2,DLMT,500,10,False,4,8,512,4,5,1,True,2,2,False,10,0.03415082977615624,0.510526,True,True,0.5316925146443404
10,8,2048,4,1024,5.754783135519674,2048,4,1,DLMT,500,10,False,2048,1,1,1,1,6,True,3,4,False,10,0.07216073403174322,5.799507999999999,True,True,5.8442328644803245
11,512,8,8,2,5.968255827356682,512,8,4,DLMT,500,10,False,512,512,256,17,1,1,True,6,1,False,10,0.0007666609420074547,5.968731,True,False,5.969206172643318
12,1,256,8,1,1.2010026774583231,1,2048,2048,DLMT,500,10,True,256,1,1,2,12,1,False,4,1,False,10,0.0034226194646790795,1.203124,True,True,1.205245322541677
13,64,1,8,64,2.923434067417015,1024,64,1,DLMT,500,10,True,2048,512,16,7,4,1,True,9,1,False,10,0.06658964727343131,2.9647060000000005,True,True,3.005977932582986
14,2048,128,32,32,4.304863194846983,16,2048,128,DLMT,500,10,False,1,1,1,29,2,1,False,2,1,False,10,9.165151389903888e-05,4.304920000000001,True,False,4.304976805153019
15,2048,128,64,16,4.189148795226562,64,1,8,DLMT,500,10,False,2048,1,1,1,4,1,True,1,4,False,10,0.0001261784450689643,4.189227,True,False,4.189305204773437
16,1,128,4,2048,4.48421741075683,2048,512,8,DLMT,500,10,False,1,1,64,2,7,1,False,1,7,False,10,0.0006269641138056475,4.484605999999999,True,False,4.484994589243169
17,16,1,4,2,5.746379385304293,64,16,64,DLMT,500,10,True,1,1,256,1,1,1,True,29,1,False,10,0.0002914103635769717,5.74656,True,False,5.746740614695707
18,128,8,1,64,5.796622155822942,2,4,1,DLMT,500,10,False,256,1,2048,3,1,2,True,1,3,False,10,0.00023853720883742588,5.7967699999999995,True,False,5.796917844177057
19,2048,2048,1024,64,0.36775900471804424,32,4,32,DLMT,500,10,False,32,1,64,3,16,1,True,4,1,False,10,0.08749149711691989,0.4219858,True,True,0.4762125952819558
20,1,2048,2048,1024,1.8665365814314332,64,256,1,DLMT,500,10,True,2048,1,2048,1,10,1,True,4,1,False,10,8.780091115702448e-05,1.8665910000000001,True,False,1.866645418568567
21,2,32,8,1024,0.3506140693054816,2,1,256,DLMT,500,10,False,8,1024,2048,1,1,20,False,5,1,False,10,0.030895747297807835,0.3697631,True,True,0.3889121306945184
22,1,1,1,1,0.4128342725904203,32,16,128,DLMT,500,10,False,32,2,2048,1,13,1,False,2,5,False,10,0.1118249159756447,0.4821427999999999,True,True,0.5514513274095795
23,64,16,16,128,0.21897746534108295,8,32,2048,DLMT,500,10,True,8,128,1,1,15,1,True,1,2,False,10,0.02822519340606899,0.23647129999999997,True,True,0.253965134658917
24,1024,2048,64,4,0.6043553919861401,4,1024,2048,DLMT,500,10,False,4,1024,2048,1,2,5,True,3,1,False,10,0.02422705447965147,0.6193712,True,True,0.6343870080138599
