id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,256,512,256,16,8,1,RSL,13,1.5726091682338126,2048,1,1,170,8,0.11260994285714288,1
2,1,1,512,1,1,22,28,RSL,22,1.8497439240797435,1,2048,256,170,8,0.09573834857142856,1
3,1,1,512,1,1,21,8,RSL,28,1.8749117854942656,1,512,2048,170,1,0.09445320571428571,8
