id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,8,2048,1,128,1,512,2048,1,0.14926297434234637,16,256,128,DLMT,1,True,False,True,512,1024,True,30,29,1,1024,1,35,2048,30,6,0.15213780000000002,1,True,0.008677556367022754,True,0.15501262565765367
2,32,1,2048,1,512,256,16,2048,15,0.2182001321159923,64,64,64,DLMT,1,False,False,True,1024,1024,False,4,14,1,1024,1,35,2048,1,28,0.21889460000000002,32,True,0.0020962259720064278,True,0.21958906788400775
3,1,1,1,8,1,1,256,256,8,0.21878538804707978,512,512,512,DLMT,1,True,True,True,1,1,False,8,1,9,256,32,35,2048,1,11,0.21967645714285716,1,True,0.0026896595572446624,True,0.22056752623863454
4,1,32,2048,1,32,16,512,256,5,0.20632969857844966,32,256,512,DLMT,8,False,True,True,128,1,False,25,17,1,1,1,35,1,15,1,0.20777837142857145,8,True,0.004372766146997404,True,0.20922704427869324
5,8,1,1,8,128,64,16,512,30,0.31524126660916696,1,256,1,DLMT,1,False,True,False,1,2048,False,29,1,30,1024,1,35,1,1,23,0.31593065714285706,1,True,0.00208090017530679,True,0.31662004767654717
6,1,1,256,1,16,1,1,2048,1,0.13849126249304877,128,64,16,DLMT,1,False,False,False,128,128,True,1,23,1,64,1,35,1,28,17,0.1415551142857143,32,False,0.009248124859424757,True,0.14461896607837982
7,1,8,1024,1,128,64,512,1024,25,0.21640661877447653,512,1,1,DLMT,1,True,False,True,1,256,True,1,24,3,1,32,35,1024,1,26,0.21753422857142857,1,False,0.0034036490341624683,True,0.2186618383683806
8,1,32,128,1,512,32,32,2048,9,0.14641019916445305,512,1,256,DLMT,1,False,False,True,1,2048,True,23,1,27,512,32,35,512,14,1,0.14790414285714285,1,True,0.004509414533698882,True,0.14939808654983264
9,1,8,1024,8,256,32,1,64,1,0.18523740631527022,512,512,16,DLMT,1,False,False,True,1,512,True,28,15,1,256,1,35,1,2,28,0.18612745714285714,8,False,0.002686585951860596,True,0.18701750797044406
10,1,1,2048,1,256,512,1,1024,28,0.15938686854464723,512,512,1,DLMT,32,False,True,False,1024,64,True,7,5,1,1,1,35,1024,1,11,0.1609740857142857,1,False,0.004790957121026047,True,0.16256130288392417
