id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,32,2048,False,1,32,16,16,2048,10,0.28278981112848556,512,512,512,DLMT,1,False,False,False,1,1,False,22,28,1,1,32,35,128,1,6,0.28283205714285714,1,False,0.0001275180531436662,True,0.2828743031572287
2,1,1,1,False,32,64,1,256,512,22,0.18025010466639335,1,16,64,DLMT,8,False,True,True,256,128,True,1,2,4,512,1,35,1,1,27,0.18174202857142857,8,True,0.004503317878350295,True,0.1832339524764638
3,1,1,2048,False,32,32,256,512,2048,1,0.2581306875591644,1,256,64,DLMT,1,False,True,False,128,1,True,10,30,1,128,32,35,512,10,29,0.2619692571428571,1,True,0.011586582248058325,True,0.26580782672654985
4,1,1,2048,False,1,1,512,32,512,13,0.1542938941343193,1,64,1,DLMT,1,True,False,False,512,2048,False,1,23,4,1,8,35,256,16,1,0.1568629428571429,8,True,0.00775457984472165,True,0.1594319915799665
5,1,1,128,False,32,512,256,1,512,9,0.15093270056824162,32,64,128,DLMT,8,True,False,False,1,1024,True,30,15,1,1,1,35,1024,20,1,0.15261602857142856,8,True,0.005081064165736008,True,0.1542993565746155
6,1,8,1,False,1,16,256,32,1,19,0.15772153467907454,1,512,512,DLMT,1,False,True,True,1,2048,False,5,21,1,512,32,35,2048,18,1,0.1578036857142857,1,False,0.00024796990271615797,True,0.15788583674949688
7,1,32,256,False,1,16,512,128,1024,2,0.19698603156163583,1,128,16,DLMT,1,False,True,True,1024,1,True,12,6,1,1024,1,35,2048,3,1,0.1974282857142857,1,False,0.0013349280252706738,True,0.19787053986693556
8,32,1,512,False,1,1,512,512,1,21,inf,64,64,64,DLMT,32,True,False,True,64,1024,True,26,30,1,512,1,1,1,1,1,inf,1,False,inf,False,inf
9,8,8,512,False,1,1,16,1,256,26,0.06964877337046214,16,32,1,DLMT,1,True,False,False,1,256,True,8,1,30,128,1,35,512,2,1,0.07686182000000001,32,True,0.02177231810184404,True,0.08407486662953788
10,1,1,1,False,8,256,128,256,2048,17,0.11458861200326431,128,1,128,DLMT,1,True,False,True,1,128,True,1,13,9,1,8,35,1,14,1,0.11660365714285716,1,True,0.006082340240132471,True,0.11861870228245
