id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.22063880627219126,1,256,16,1,5,24,1,RS,10,256,128,512,0.22062119372780872,2.658141133520596e-05,1,0.22063,8
2,True,35,0.22532538229089136,8,1,128,256,26,15,1,RS,4,256,1024,2048,0.2251531891376801,0.0002598793754723863,1,0.22523928571428573,8
3,True,35,0.11455390268028341,1,64,64,1,1,28,5,RS,21,1,256,64,0.11442546874828803,0.0001938365690735474,1,0.11448968571428572,32
4,True,35,0.13728318860860406,32,64,256,32,1,7,10,RS,9,512,1,1,0.13716812567711023,0.00017365663046979392,1,0.13722565714285714,1
5,True,35,0.12209881974331455,1,1,32,16,1,10,7,RS,7,1024,1024,128,0.12205963739954259,5.9135237604414546e-05,8,0.12207922857142857,1
6,True,35,0.12485116601800862,1,64,32,64,1,4,25,RS,28,512,1024,512,0.12481711969627711,5.138379002711869e-05,8,0.12483414285714287,8
7,True,35,0.22115618093861208,1,64,32,128,6,25,1,RS,10,1,128,2048,0.22113536191853075,3.1420726293584154e-05,1,0.22114577142857142,8
8,True,35,0.12823061137001657,8,32,64,64,13,1,15,RS,16,512,128,2048,0.12819344577284053,5.6091499592459344e-05,8,0.12821202857142855,1
9,True,35,0.121613881499279,8,64,32,1,1,25,26,RS,7,2048,1,128,0.1215606327864353,8.03646485383583e-05,8,0.12158725714285715,1
10,True,35,0.12714785191433361,8,512,128,1,12,1,7,RS,17,512,1,512,0.12712477665709496,3.4825911066801767e-05,1,0.12713631428571429,1
11,True,35,0.12855611746704346,1,64,128,16,1,19,10,RS,24,2048,1024,64,0.12844313967581364,0.00017050967056182452,1,0.12849962857142855,8
12,True,35,0.12431823589399353,8,16,64,128,2,29,1,RS,12,1,1024,128,0.12416759267743503,0.00022735552667618164,8,0.12424291428571428,1
13,True,35,0.19768385962453477,8,128,32,128,7,1,26,RS,20,128,1,2048,0.19747414037546523,0.0003165149511250843,1,0.197579,1
14,True,35,0.19608171054568438,1,64,32,128,1,19,28,RS,7,1024,1024,256,0.1958973180257442,0.0002782910471768267,1,0.1959895142857143,32
15,True,35,0.2984258424473339,1,32,64,32,16,1,9,RS,5,512,512,128,0.29785387183838036,0.000863236208126379,32,0.2981398571428571,1
16,True,35,0.13359070255033312,8,64,16,16,1,18,26,RS,19,1,256,1,0.13356306887823838,4.1705615537324055e-05,8,0.13357688571428575,1
17,True,35,0.2905629054374023,1,64,1,128,15,4,1,RS,28,1024,128,1024,0.2902756088483121,0.00043359713644660464,32,0.2904192571428572,1
18,True,35,0.20490025087146121,1,128,128,128,2,24,1,RS,25,1,512,128,0.2048703205571102,4.517178096907657e-05,1,0.20488528571428571,32
19,True,35,0.2806517864664536,1,256,512,128,1,18,15,RS,9,2048,512,2048,0.27986575639068934,0.0011863015537065303,32,0.2802587714285715,1
20,True,35,0.13716408990095474,1,128,64,16,1,4,18,RS,16,512,128,2048,0.13701431009904524,0.00022605243386688716,1,0.1370892,8
21,True,35,0.13051016827840825,1,1,16,128,21,1,10,RS,13,128,1,1024,0.13048423172159176,3.91442752610685e-05,8,0.1304972,1
22,True,35,0.13038887251035622,8,16,16,128,1,4,14,RS,9,128,1024,1,0.13027295606107234,0.00017494478662522948,1,0.13033091428571428,8
23,True,35,0.1705751409338952,1,32,32,16,27,1,13,RS,21,512,256,2048,0.1704880590661048,0.00013142672048386064,1,0.1705316,32
24,True,35,0.20930636921579288,1,512,64,64,28,19,1,RS,22,64,128,1,0.20925311649849282,8.037069219102937e-05,1,0.20927974285714285,32
25,True,35,0.20972715886081372,8,32,1,128,12,24,1,RS,2,2048,2048,1024,0.20960238399632913,0.00018831418817866227,1,0.20966477142857143,1
26,True,35,0.2819596294960881,1,32,128,1,1,18,13,RS,18,64,1024,512,0.2818824847896262,0.00011642924101472752,32,0.28192105714285715,1
27,True,35,0.2575733842682906,1,512,1,1,5,1,9,RS,7,128,1024,512,0.2573631871602807,0.0003172361510140426,32,0.25746828571428565,1
28,True,35,0.1251113714587077,1,1,1,128,1,19,7,RS,2,1024,2048,1024,0.12508691425557805,3.691158769441618e-05,1,0.12509914285714288,1
29,True,35,0.33225347923639137,1,128,64,128,13,9,1,RS,26,1024,512,128,0.33196606362075154,0.0004337767750954893,32,0.33210977142857145,1
30,True,35,0.26838657631720036,1,1,256,1,11,2,1,RS,28,64,1024,2048,0.2682693093970853,0.00017698296009296523,32,0.26832794285714284,1
31,True,35,0.2523914567050829,8,16,1,16,8,7,1,RS,5,1,64,2048,0.25235751472348844,5.12263165785288e-05,1,0.25237448571428567,8
32,True,35,0.11208864093680064,8,64,128,512,1,13,2,RS,28,2048,512,128,0.11205095906319935,5.687068036971546e-05,8,0.1120698,1
33,True,35,0.12008068855544843,8,32,64,128,1,16,4,RS,8,1,1,1024,0.1200511971588373,4.450935237654708e-05,1,0.12006594285714287,1
34,True,35,0.12663962594193623,8,256,1,128,16,1,26,RS,15,256,1024,1024,0.12657225977234948,0.0001016711626082952,8,0.12660594285714286,1
35,True,35,0.129570754838501,1,16,128,64,13,1,5,RS,1,256,256,1024,0.12947204516149896,0.00014897577943122903,8,0.12952139999999998,1
36,True,35,0.14771962132757074,1,1,512,1,1,18,14,RS,3,64,1024,64,0.14762935010100073,0.0001362402020442626,1,0.14767448571428574,8
37,True,35,0.12922513247366843,8,16,1,32,30,1,29,RS,27,64,1024,1,0.12919875324061722,3.981237629334011e-05,8,0.12921194285714283,1
38,True,35,0.22848586064019577,8,16,128,128,28,30,1,RS,8,2048,256,64,0.22841693935980423,0.0001040181852232749,1,0.2284514,8
39,True,35,0.13893159564117158,32,256,32,1,1,21,6,RS,7,1024,512,256,0.13890000435882843,4.7678566613163954e-05,1,0.1389158,1
40,True,35,0.12901008702439604,8,16,32,32,9,1,8,RS,19,128,1,1,0.12853105583274677,0.000722969087887452,8,0.1287705714285714,1
41,True,35,0.12373819987064999,1,512,512,32,7,8,1,RS,12,64,512,2048,0.12366077155792146,0.00011685726859930364,8,0.12369948571428573,8
42,True,35,0.13995399782935103,1,64,256,512,1,30,5,RS,6,2048,1,128,0.13990948788493468,6.717582169507181e-05,1,0.13993174285714285,32
43,True,35,0.12231143669541304,8,1,1,16,1,24,11,RS,28,2048,1024,1024,0.12217519187601551,0.00020562500840518572,8,0.12224331428571428,1
44,True,35,0.12269261756754028,1,256,512,16,1,28,6,RS,9,1024,1,2048,0.12260789671817403,0.0001278633964951086,8,0.12265025714285716,8
45,True,35,0.15462300355369762,1,64,32,1,1,9,18,RS,13,256,1024,1024,0.15453362501773094,0.00013489292503497005,1,0.15457831428571428,8
46,True,35,0.2797659085295583,1,32,64,32,14,1,24,RS,29,1024,1024,64,0.279540662899013,0.0003399478591472175,32,0.27965328571428566,1
47,True,35,0.2812334156930674,1,64,32,32,1,22,5,RS,9,256,1024,2048,0.281095155735504,0.00020866631892345024,32,0.2811642857142857,1
48,True,35,0.12114221558513195,8,128,128,512,1,29,21,RS,14,1024,1024,512,0.12110749870058234,5.239582472849957e-05,8,0.12112485714285715,1
49,True,35,0.11319931714951073,8,128,16,512,7,12,1,RS,6,1024,2048,1024,0.11313553999334644,9.625450956835763e-05,8,0.11316742857142859,1
50,True,35,0.1169778877798059,1,256,128,256,22,6,1,RS,28,2048,1024,2048,0.11695051222019413,4.131606398069857e-05,8,0.11696420000000002,8
51,True,35,0.2599256862900654,1,1,64,256,1,11,15,RS,7,256,256,2048,0.2598310565670774,0.00014281818325895121,32,0.2598783714285714,1
52,True,35,0.20704164635693734,32,256,16,64,17,19,1,RS,22,2048,1,1024,0.2070299536430627,1.7647015125995165e-05,1,0.20703580000000002,1
53,True,35,0.12271499281702221,1,1,32,64,1,16,18,RS,19,2048,1,1024,0.12269072146869207,3.663108972845077e-05,8,0.12270285714285714,8
54,True,35,0.2597234520717497,32,64,64,16,3,17,1,RS,4,64,128,512,0.25968900507110754,5.198850736421445e-05,1,0.2597062285714286,1
55,True,35,0.2615069364528182,1,32,1,1,1,2,17,RS,16,512,256,2048,0.26140654926146745,0.00015150753736217442,32,0.2614567428571428,1
56,True,35,0.1308606982477285,8,1,32,64,21,1,19,RS,20,512,1024,512,0.1308060446094143,8.248500667715517e-05,8,0.1308333714285714,1
57,True,35,0.15730020799749803,1,16,32,128,15,1,5,RS,18,2048,512,256,0.15726082057393057,5.944475054491343e-05,32,0.1572805142857143,1
58,True,35,0.4473197984514744,1,64,64,16,2,1,1,RS,25,2048,2048,1024,0.44728637297709706,5.044678748291889e-05,1,0.44730308571428573,1
59,True,35,0.1228124464232678,1,32,1,64,1,2,23,RS,1,1,512,2048,0.12278098214816077,4.7486883258776576e-05,8,0.12279671428571429,8
60,True,35,0.15982268473414055,1,1,16,1,1,24,22,RS,10,2048,512,2048,0.15962605812300232,0.00029675512615279036,1,0.15972437142857143,1
61,True,35,0.16968065111035746,1,16,256,1,18,1,14,RS,19,512,1024,64,0.16963746317535683,6.51806030994537e-05,32,0.16965905714285714,1
62,True,35,0.13097093676124677,1,1,128,1,25,1,15,RS,24,256,1,64,0.1309457489530389,3.8014240081576234e-05,8,0.13095834285714283,1
63,True,35,0.11350582431337647,8,256,128,1,28,1,13,RS,6,512,256,512,0.11345566140090926,7.570746060882518e-05,1,0.11348074285714287,8
64,True,35,0.21550104085129673,1,32,128,64,2,17,1,RS,6,64,256,1024,0.21548095914870324,3.030794332467026e-05,1,0.215491,1
65,True,35,0.22592898457386884,1,128,64,64,17,29,1,RS,29,1024,256,256,0.22578661542613115,0.00021486803923737532,1,0.2258578,8
66,True,35,0.1223925015803852,1,1,512,32,24,3,1,RS,1,256,1024,2048,0.12221789841961478,0.0002635166354195832,8,0.12230519999999999,1
67,True,35,0.14187128022453074,8,32,512,16,5,1,13,RS,22,2048,1024,512,0.1418304912040407,6.156008513340961e-05,1,0.14185088571428572,8
68,True,35,0.1961047156776874,1,64,16,256,26,1,29,RS,3,1024,128,1024,0.19593157003659833,0.000261316900427393,1,0.19601814285714286,32
69,True,35,0.1561194417224134,8,256,64,16,1,10,26,RS,17,256,1,2048,0.15599827256330093,0.0001828723431182262,1,0.15605885714285717,8
