id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,4,1,2,128,2048,0.9797778000000003,RS,301,16,2.5627443283568985,15,1,True,False,True
