id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,4,8,256,False,2,2,64,4,1024,20,2.69482585978771,1,1,1,DLMT,4,False,True,True,4,1024,True,1,1,2,8,4,10,1,1,23,2.7529329999999996,16,True,0.09375218771314091,True,2.811040140212289
2,1,2,1,False,8,4,16,1,64,1,3.0145452945924496,2,64,512,DLMT,2,False,False,True,128,512,True,1,7,19,256,2,10,128,30,18,3.0166209999999998,8,False,0.0033490191101276717,True,3.01869670540755
3,8,1,128,False,4,64,2048,2048,1,12,4.460566043396595,32,1,64,DLMT,8,True,False,True,32,1,True,1,11,6,512,1,10,2048,1,7,4.656653,4,True,0.31637387585102533,True,4.852739956603406
4,1,2,1,False,2,16,4,8,2048,1,4.443755236879003,256,8,8,DLMT,2,False,True,False,1,512,True,22,1,25,512,1,10,128,20,18,4.451396999999999,8,True,0.01232950043594621,True,4.459038763120995
5,4,2,2048,False,2,2048,2,64,4,30,2.303072083398504,2,16,128,DLMT,2,False,False,True,16,256,True,6,1,17,1,2,10,64,8,1,2.3136029999999996,1,True,0.016990966452794878,True,2.3241339166014954
6,4,2,1,False,2,1,64,1,64,1,4.8981271396363875,512,2048,32,DLMT,2,False,False,True,512,1,False,24,12,1,128,1,10,128,29,6,4.898235,32,False,0.00017402586014723796,True,4.898342860363612
7,4,4,1024,False,1,64,64,1024,64,22,7.139655674342131,4,16,1,DLMT,8,False,True,False,2048,4,False,25,28,1,64,1,10,2048,4,1,7.139859999999999,1,False,0.0003296664981462047,True,7.140064325657867
8,4,4,128,False,4,8,256,32,1,28,5.6714156298625875,512,2,4,DLMT,2,False,True,False,1,128,True,1,22,13,512,2,10,1024,1,30,5.673604,8,True,0.0035307965107042724,True,5.675792370137413
9,1,32,32,False,1,4,32,2048,32,1,2.8936495898294092,8,4,256,DLMT,2,False,True,True,8,256,False,14,1,30,32,4,10,1,4,1,2.8940949999999996,1,False,0.0007186410787034241,True,2.89454041017059
10,1,32,1,False,2,8,4,32,4,28,10.415001450403812,1,64,4,DLMT,8,True,False,False,512,4,False,10,1,27,1,2,10,512,1,3,10.421679999999999,8,True,0.010775416465269432,True,10.428358549596185
