id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,64,2048,1024,0.3228416859286082,8,False,16,16,RS,True,False,False,True,True,13,1,512,35,0.3229106569285345,0.00010409322352426585,0.32287617142857133,1,27,True,11,1
2,128,1024,128,inf,32,False,256,128,RS,True,True,True,True,True,14,1,1,1,inf,inf,inf,30,6,False,1,1
3,1,512,128,0.09498193924035934,8,False,128,512,RS,True,False,True,True,True,14,1,64,35,0.09500077504535494,2.8427595101684006e-05,0.09499135714285714,1,3,True,24,8
4,128,2048,2048,0.23622702184582817,1,False,16,16,RS,True,False,True,False,True,8,1,128,35,0.23631092101131473,0.00012662328508821115,0.23626897142857145,14,25,True,1,1
5,1,512,512,0.1609490862176957,8,False,32,512,RS,False,False,True,False,True,6,1,32,35,0.16099519949658997,6.959562500910495e-05,0.16097214285714284,1,27,True,21,1
6,256,256,2048,0.21641273746032946,32,False,256,32,RS,False,False,False,False,False,29,1,16,35,0.21643486253967048,3.3391872407175776e-05,0.21642379999999997,20,22,True,1,1
7,1,1,64,0.2866966455089735,1,False,256,128,RS,True,True,True,False,False,15,1,64,35,0.28675752591959797,9.188264920260941e-05,0.28672708571428573,20,1,True,6,32
8,512,1024,1024,0.11504899611488789,8,False,256,64,RS,True,True,False,False,False,22,1,16,35,0.11509311817082638,6.659040808539624e-05,0.11507105714285713,1,9,True,26,8
9,1,1,128,0.28928710546453706,1,False,128,256,RS,True,True,True,False,False,8,1,32,35,0.28943318024974873,0.0002204607049997376,0.2893601428571429,15,18,True,1,32
10,256,1024,512,0.2146472177620174,1,False,256,256,RS,False,True,True,True,False,1,1,256,35,0.21468466795226832,5.652101649937397e-05,0.21466594285714286,6,1,True,21,1
11,2048,128,512,0.2031165293447782,1,False,32,32,RS,False,True,True,False,False,16,8,16,35,0.20314044208379323,3.6089865161106276e-05,0.2031284857142857,26,25,True,1,1
12,64,512,1,0.1102639466389352,1,False,512,32,RS,False,True,True,False,False,21,1,32,35,0.11029422478963626,4.56967466354146e-05,0.11027908571428573,21,1,True,26,8
13,2048,1024,64,0.3059464033621668,8,False,256,16,RS,True,True,True,True,True,7,1,16,35,0.3060719966378332,0.0001895493603260057,0.3060092,3,27,True,1,1
14,1024,1,256,inf,1,False,512,64,RS,False,True,False,True,False,30,32,1,1,inf,inf,inf,1,13,False,29,1
15,1,128,1024,0.12427327636601358,8,False,64,16,RS,True,True,False,True,True,27,1,512,35,0.12437946649112931,0.00016026550929438166,0.12432637142857145,17,12,True,1,8
16,256,1024,2048,inf,1,False,16,128,RS,False,True,False,True,False,9,32,128,1,inf,inf,inf,15,27,False,1,1
17,2048,64,1024,0.19441608850083034,1,False,16,1,RS,False,True,False,True,True,9,8,256,35,0.19445339721345542,5.6307493973280006e-05,0.19443474285714288,1,21,True,27,1
18,2048,64,512,0.1662275302084114,8,False,32,128,RS,True,False,True,False,False,26,8,1,35,0.16624555550587433,2.7204351392633164e-05,0.16623654285714287,18,1,True,1,1
19,256,256,1,0.12472600058248544,8,False,1,16,RS,False,True,False,False,False,27,1,64,35,0.12478879941751454,9.477799624083893e-05,0.12475739999999999,27,28,True,1,8
20,256,128,256,0.27377677323628496,8,False,64,32,RS,False,True,False,False,True,21,1,16,35,0.27380385533514356,4.087316369213121e-05,0.27379031428571426,7,1,True,7,1
21,1024,512,256,0.11576425905552494,8,False,16,32,RS,False,True,False,True,True,29,1,128,35,0.11581334094447503,7.407594558482252e-05,0.11578879999999998,3,1,True,12,8
22,512,2048,512,0.29969062242384104,1,False,16,512,RS,False,True,False,False,False,27,1,512,35,0.29982589186187325,0.00020415293187176734,0.29975825714285714,2,1,True,21,1
23,1024,256,512,0.15183855101443747,1,False,1,64,RS,True,False,False,False,True,3,1,32,35,0.15187219184270537,5.077180641390258e-05,0.15185537142857142,1,10,True,13,1
24,512,128,64,0.12166888207818737,8,False,128,16,RS,True,True,False,False,False,19,1,64,35,0.12169357506466975,3.726743941856456e-05,0.12168122857142856,13,12,True,1,1
25,1024,1024,2048,0.3950542911946672,1,False,1,16,RS,False,True,False,False,True,26,8,128,35,0.39519822309104713,0.00021722658911930477,0.39512625714285715,13,1,True,30,1
26,1,1024,1,inf,32,False,32,512,RS,False,True,True,True,True,27,1,32,1,inf,inf,inf,2,1,False,29,1
27,128,1024,512,0.19816820456446857,1,False,1,128,RS,True,False,False,True,False,27,8,64,35,0.19830602400695999,0.00020800147958657534,0.19823711428571428,7,1,True,15,1
28,2048,256,2048,0.21505163567171368,1,False,256,32,RS,False,True,False,False,False,7,32,16,35,0.21509367861400067,6.34525437324829e-05,0.21507265714285717,1,1,True,28,1
29,1024,1,2048,0.29237849928768167,1,False,512,32,RS,False,False,True,True,True,1,8,128,35,0.2923964149980326,2.7038959042879858e-05,0.29238745714285713,1,1,True,8,1
30,512,1,512,0.09231589231275107,1,False,1,128,RS,False,True,False,False,True,2,1,16,35,0.09234927911582037,5.038842351661577e-05,0.09233258571428572,17,18,True,1,8
31,1024,512,64,inf,1,False,1,128,RS,True,False,True,True,True,13,32,32,1,inf,inf,inf,13,1,False,28,1
32,2048,1,256,0.19825773671635188,1,False,512,32,RS,False,True,False,True,False,1,8,32,35,0.19831654899793377,8.87613631702265e-05,0.19828714285714283,3,18,True,1,1
