id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,False,128,2,0.02549586,8,6,DLMT,5.2579791385738694,4,128,True,True,False,True,False,94
