id,T2_J,T2_I,T4_I,T4_J,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,runs,U2_I,RT2_J,cost_mean,cost_std,correct_result,OMP,RT4_J,RT4_I,T4_Ja,mean_confidence_interval_sup,U3_I
1,64,64,16,4,2.376061609244672,512,False,2048,RS,512,False,False,False,True,4,8,False,1,10,1,10,1,2,2.4622749999999995,0.13909984149883137,True,True,2,2,128,2.548488390755327,10
2,8,16,64,1,2.5070704606276726,8,False,64,RS,64,False,False,True,True,3,26,True,1,1,4,10,1,4,2.5389969999999993,0.051511447669425885,True,True,8,8,8,2.570923539372326,3
3,1,1,16,16,6.344803901647258,1,False,128,RS,128,False,True,True,True,1,4,True,18,14,32,10,1,2,6.345283,0.0007729948253384899,True,False,8,1,128,6.3457620983527425,25
4,2,1024,64,2,2.331583873721238,32,False,1,RS,2048,False,False,True,True,23,1,True,1,17,8,10,22,2,2.3846990000000003,0.08569788964146083,True,True,1,4,1024,2.4378141262787625,2
5,1,64,4,2,6.910526248613276,32,False,2048,RS,16,False,False,False,False,1,1,False,21,5,8,10,8,8,6.911851,0.0021374023954323193,True,False,2,2,2048,6.913175751386725,13
6,4,2,8,1,5.688449929458206,4,False,512,RS,1,True,True,False,False,19,15,False,1,15,1,10,1,32,5.688879,0.0006922781233002524,True,False,16,2,256,5.689308070541794,18
7,8,64,4,8,2.483320407343305,512,False,2048,RS,128,False,False,False,True,8,1,False,1,19,16,10,3,1,2.525827,0.06858169304559335,True,True,1,16,64,2.5683335926566953,15
8,8,256,1,4,7.215117653372977,32,False,1024,RS,256,False,False,False,False,1,2,True,10,7,8,10,1,2,7.215425999999999,0.0004974977386882792,True,False,32,1,256,7.215734346627021,26
9,8,32,8,4,5.653706244178549,16,False,2048,RS,256,True,False,False,False,27,1,False,1,29,1,10,17,2,5.654292,0.0009450798908030168,True,False,2,8,256,5.654877755821451,28
10,256,128,64,4,2.5228549084345944,512,False,512,RS,1,True,False,False,False,22,1,False,1,9,1,10,10,1,2.571959,0.07922633936387577,True,True,4,16,128,2.621063091565406,22
11,16,32,64,8,14.470969626171776,64,False,512,RS,2048,False,True,True,True,9,1,True,1,21,2,10,26,16,14.47281,0.0029693265229678648,True,False,4,32,2048,14.474650373828226,12
12,4,64,1024,128,2.1529991527361494,512,False,64,RS,1024,False,False,False,True,7,23,True,1,25,4,10,1,2,2.358866,0.33215310955039995,True,True,1,1,2048,2.5647328472638504,1
13,2,2,32,64,5.54879601493894,16,False,64,RS,2048,False,False,True,False,12,1,False,1,6,1,10,1,16,5.548895999999999,0.00016131955864066876,True,False,2,8,2048,5.548995985061058,10
