id,T1_I1,T1_I2a,RT2_I2,RT2_I1,mean_confidence_interval_inf,baseline,technique,U1_I2,U1_I1,T2_I2a,runs,T1_I1a,U2_I2,U2_I1,RT1_I2,RT1_I1,cost_std,cost_mean,correct_result,T2_I2,T2_I1,T1_I2,mean_confidence_interval_sup,T2_I1a
77,1,1,1,1,1.4252597584929472,False,DLMT,1,2,64,35,256,29,1,1,1,4.64371420660847e-05,1.4252751428571429,True,64,1,512,1.4252905272213385,1
78,32,128,1,8,1.5255353200067254,False,DLMT,1,25,2048,35,64,14,1,1,1,0.000184885182240886,1.525596571428571,True,64,1,128,1.5256578228504167,2048
79,32,1,1,1,1.460762586254559,False,DLMT,1,17,512,35,512,12,1,1,1,6.204935494408157e-05,1.4607831428571427,True,512,1,1,1.4608036994597264,256
80,1,64,1,8,1.4806193230601572,False,DLMT,1,2,512,35,1,1,1,1,8,6.499984301393795e-05,1.480640857142857,True,1,1,32,1.480662391225557,1
81,512,256,1,1,1.4825835530305218,False,DLMT,1,29,1024,35,1,16,1,1,1,8.500372140711567e-05,1.482611714285714,True,512,1,1,1.4826398755409063,2048
82,1,128,32,1,1.460862897277415,False,DLMT,25,1,128,35,512,1,1,1,8,4.299976269511412e-05,1.4608771428571428,True,64,1,16,1.4608913884368706,2048
83,64,1024,1,8,1.4753556752773922,False,DLMT,11,1,1024,35,128,1,10,1,8,8.722197813272267e-05,1.4753845714285714,True,512,1,1,1.4754134675797506,512
84,512,256,1,8,1.4791590555114278,False,DLMT,1,24,512,35,1,6,1,1,8,6.235775650164518e-05,1.4791797142857144,True,1,1,1,1.479200373060001,256
85,32,2048,8,8,1.4839616541786802,False,DLMT,29,1,1024,35,128,14,1,1,1,7.521180975437965e-05,1.4839865714285712,True,32,1,1,1.484011488678462,128
86,64,2048,1,8,1.4808124039626278,False,DLMT,1,1,1,35,512,2,1,1,8,6.432443278459222e-05,1.4808337142857144,True,1,1,1,1.480855024608801,1
87,256,256,8,8,1.4610065015534572,False,DLMT,1,29,2048,35,1024,1,15,1,8,5.368084065157269e-05,1.4610242857142857,True,512,1,1,1.461042069875114,1
88,512,128,1,8,1.47687928182034,False,DLMT,2,1,2048,35,1,1,25,1,8,0.00021432266348109905,1.4769502857142858,True,512,1,1,1.4770212896082315,512
89,1,1,1,8,1.4734258166679952,False,DLMT,1,28,1,35,256,13,1,1,8,7.989585057293704e-05,1.4734522857142858,True,32,1,1,1.4734787547605763,1
90,32,64,8,8,1.4987820225387674,False,DLMT,1,27,2048,35,128,1,1,1,1,6.720058308784707e-05,1.4988042857142858,True,1,1,1,1.4988265488898043,256
91,1,256,8,8,1.49864377550457,False,DLMT,2,1,256,35,1,3,1,1,32,9.899330012373591e-05,1.4986765714285715,True,32,1,1,1.4987093673525729,2048
92,64,1,8,8,1.4651985183150966,False,DLMT,29,1,1,35,1,1,18,1,1,8.209004513462105e-05,1.4652257142857144,True,256,1,1,1.465252910256332,1024
93,256,64,1,8,1.489658881420265,False,DLMT,1,29,64,35,1,30,1,1,32,6.460808062178894e-05,1.489680285714286,True,64,1,1,1.4897016900083069,128
94,32,2048,1,8,1.4702850996429433,False,DLMT,30,1,1024,35,2048,1,10,1,8,4.497618417403253e-05,1.4703,True,128,1,1,1.4703149003570566,2048
95,128,128,1,8,1.4819338750093358,False,DLMT,13,1,512,35,2048,1,3,1,8,5.470962307623199e-05,1.481952,True,128,1,1,1.481970124990664,64
96,1,256,1,8,1.498119660044557,False,DLMT,29,1,1,35,2048,1,25,1,32,8.985521233447297e-05,1.4981494285714287,True,1,1,1,1.4981791970983005,512
97,128,512,1,8,1.4744170849734044,False,DLMT,11,1,1,35,2048,19,1,1,8,5.105739067813374e-05,1.4744340000000002,True,512,1,1,1.474450915026596,2048
98,256,2048,1,8,1.501035401037771,False,DLMT,13,1,2048,35,1,17,1,1,32,8.718734227546466e-05,1.5010642857142855,True,1,1,1,1.5010931703908,1
99,1,1,1,8,1.4823502509994069,False,DLMT,23,1,2048,35,1,4,1,1,1,0.0008789088782840633,1.4826414285714284,True,512,1,1,1.48293260614345,128
100,1,256,1,8,1.481809019590325,False,DLMT,1,9,64,35,2048,1,11,1,1,5.556683785666226e-05,1.4818274285714286,True,32,1,1,1.481845837552532,1
101,64,2048,1,8,1.5031772233820113,False,DLMT,1,15,1,35,1,1,19,1,32,7.478731748861605e-05,1.5032020000000004,True,512,1,1,1.5032267766179894,1024
102,32,128,8,8,1.4764626265284713,False,DLMT,1,11,512,35,2048,12,1,1,32,6.106537146234626e-05,1.4764828571428572,True,512,1,1,1.4765030877572431,128
103,128,1,1,8,1.538881270835957,False,DLMT,4,1,256,35,256,1,14,1,32,8.671793355471705e-05,1.53891,True,1,1,1,1.538938729164043,128
104,512,1024,1,8,1.4827798483939725,False,DLMT,1,10,2048,35,1024,1,29,1,8,0.00010136054056521136,1.4828134285714287,True,64,1,1,1.482847008748885,128
105,64,512,8,8,1.4883218584643165,False,DLMT,29,1,1,35,128,1,1,1,32,8.580661693720118e-05,1.4883502857142858,True,128,1,1,1.4883787129642552,1
106,512,1,8,8,1.4907781856099724,False,DLMT,22,1,512,35,2048,9,1,1,32,0.0001900341537509397,1.4908411428571429,True,1,1,1,1.4909041001043133,2048
107,512,1,8,8,1.458887309272112,False,DLMT,1,6,1,35,1,1,2,1,1,3.9168917289515235e-05,1.4589002857142856,True,1,1,1,1.4589132621564593,1
108,1,1,8,8,1.4610541738098364,False,DLMT,1,11,1024,35,512,30,1,1,8,4.173385059773255e-05,1.4610680000000005,True,512,1,1,1.4610818261901646,2048
109,32,128,1,8,1.4810118290502052,False,DLMT,13,1,256,35,64,1,27,1,8,8.158331161880218e-05,1.481038857142857,True,1,1,1,1.4810658852355088,64
110,512,2048,1,8,1.4804722761435758,False,DLMT,24,1,1,35,512,1,16,1,1,3.797528734557011e-05,1.4804848571428573,True,512,1,1,1.4804974381421387,1024
111,1,512,8,8,1.4822402420561265,False,DLMT,18,1,64,35,1,28,1,1,8,5.360170572979136e-05,1.482258,True,32,1,1,1.4822757579438737,512
112,16,2048,8,8,1.4677295757379083,False,DLMT,8,1,256,35,2048,1,27,1,1,5.8200217406124636e-05,1.4677488571428572,True,1,1,1,1.467768138547806,512
113,1,2048,8,8,1.5012070780813955,False,DLMT,15,1,2048,35,128,1,16,1,32,0.000253746458706553,1.501291142857143,True,64,1,1,1.5013752076328903,2048
114,64,256,1,8,1.524466577568921,False,DLMT,1,24,128,35,1024,1,30,1,1,0.00010605889776871479,1.5245017142857145,True,64,1,1,1.524536851002508,2048
115,1,2048,1,8,1.4749160540145239,False,DLMT,29,1,512,35,128,29,1,1,1,4.89947935592821e-05,1.4749322857142857,True,512,1,1,1.4749485174140475,1
116,64,256,1,8,1.4855762734920885,False,DLMT,1,5,2048,35,256,29,1,1,1,3.712087261466537e-05,1.4855885714285713,True,64,1,1,1.485600869365054,2048
117,256,1,8,8,1.460795218886727,False,DLMT,28,1,512,35,2048,27,1,1,8,4.289141486808794e-05,1.4608094285714286,True,1,1,1,1.4608236382561302,1
118,512,128,8,8,1.455357340015473,False,DLMT,1,2,1,35,2048,1,23,1,8,4.166337401956368e-05,1.4553711428571428,True,1,1,1,1.4553849456988126,2048
119,1,512,8,8,1.4632754739362215,False,DLMT,1,16,128,35,2048,1,17,1,8,5.333299319620749e-05,1.463293142857143,True,1,1,1,1.4633108117780644,256
120,1,2048,8,8,1.4601152703503553,False,DLMT,14,1,512,35,256,19,1,1,8,4.532332822764504e-05,1.460130285714286,True,1,1,1,1.4601453010782166,1024
121,1,2048,8,8,1.458949087677862,False,DLMT,1,25,2048,35,2048,1,3,1,8,4.5874718483249094e-05,1.4589642857142855,True,1,1,1,1.458979483750709,2048
122,64,2048,8,8,1.4562919802336678,False,DLMT,1,16,1,35,1,5,1,1,8,4.576782579007191e-05,1.4563071428571428,True,1,1,1,1.4563223054806178,1
123,256,1,8,8,1.463201966267788,False,DLMT,1,16,256,35,256,30,1,1,8,6.737043498600251e-05,1.4632242857142856,True,1,1,1,1.4632466051607833,1
124,128,1,8,8,1.462714214680357,False,DLMT,1,28,256,35,1,1,23,1,8,6.748302885668647e-05,1.4627365714285712,True,1,1,1,1.4627589281767854,2048
125,32,2048,8,8,1.4596302543009765,False,DLMT,1,29,1,35,256,29,1,1,8,0.00039594474980476815,1.4597614285714287,True,1,1,1,1.4598926028418808,256
126,512,2048,8,8,1.4581118579163046,False,DLMT,1,8,2048,35,1,1,13,1,8,5.2173963324430374e-05,1.458129142857143,True,1,1,1,1.4581464277979814,256
127,16,512,8,8,1.4632084706425879,False,DLMT,15,1,512,35,2048,29,1,1,8,6.239832546160955e-05,1.463229142857143,True,1,1,1,1.463249815071698,1
128,512,256,8,8,1.4674714749968147,False,DLMT,1,30,64,35,512,13,1,1,8,4.2980774059733586e-05,1.4674857142857143,True,1,1,1,1.4674999535746138,1
129,64,256,8,8,1.4554105033961522,False,DLMT,1,2,2048,35,1,29,1,1,8,6.488671446673357e-05,1.455432,True,1,1,1,1.455453496603848,128
130,512,1024,8,8,1.4590375012925743,False,DLMT,1,29,1024,35,2048,1,30,1,8,9.809616273260539e-05,1.4590699999999999,True,1,1,1,1.4591024987074255,1
131,64,256,8,8,1.4607780320578254,False,DLMT,30,1,512,35,256,5,1,1,8,4.1299305721306823e-05,1.460791714285714,True,1,1,1,1.4608053965136027,256
132,64,1,8,8,1.4564065585022294,False,DLMT,30,1,2048,35,2048,23,1,1,8,5.437136100889737e-05,1.4564245714285717,True,1,1,1,1.456442584354914,2048
133,1,2048,8,8,1.4596004999797514,False,DLMT,30,1,512,35,64,1,20,1,8,4.506140934595386e-05,1.4596154285714285,True,1,1,1,1.4596303571631055,1
134,512,1,8,8,1.458012738069447,False,DLMT,21,1,1,35,512,4,1,1,8,6.762803427874126e-05,1.4580351428571428,True,1,1,1,1.4580575476448385,256
135,1,256,8,8,1.4623246271933203,False,DLMT,1,2,128,35,1,1,1,1,8,0.00013005681646959075,1.4623677142857143,True,1,1,1,1.4624108013781083,1024
136,64,256,8,8,1.4554327910965312,False,DLMT,1,30,1024,35,128,1,9,1,8,4.504510211431806e-05,1.455447714285714,True,1,1,1,1.455462637474897,1
137,512,512,8,8,1.456586790204796,False,DLMT,1,20,2048,35,1,20,1,1,8,7.523242896082064e-05,1.4566117142857142,True,1,1,1,1.4566366383666325,2048
138,32,256,8,8,1.4584043231776687,False,DLMT,17,1,1,35,1,1,28,1,8,4.9044752574563296e-05,1.4584205714285714,True,1,1,1,1.4584368196794741,1024
139,64,2048,8,8,1.4573983134865325,False,DLMT,1,3,2048,35,256,1,30,1,8,0.0008502604642948179,1.4576799999999999,True,1,1,1,1.4579616865134672,2048
140,32,1,8,8,1.461897276664709,False,DLMT,3,1,512,35,2048,18,1,1,8,5.134119561663222e-05,1.461914285714286,True,1,1,1,1.461931294763863,128
141,1,64,8,8,1.4560263748623021,False,DLMT,1,25,2048,35,512,1,30,1,8,4.112698106386967e-05,1.4560400000000002,True,1,1,1,1.4560536251376983,64
142,128,1,8,8,1.4598459675231206,False,DLMT,10,1,2048,35,1,1,20,1,8,4.666861026079833e-05,1.4598614285714284,True,1,1,1,1.4598768896197363,1
143,1,1,8,8,1.4571442893631776,False,DLMT,1,15,1,35,1,10,1,1,8,8.105629185312971e-05,1.4571711428571428,True,1,1,1,1.457197996351108,1
144,32,128,8,8,1.457186617931075,False,DLMT,28,1,2048,35,1,1,25,1,8,3.263152350920368e-05,1.4571974285714286,True,1,1,1,1.4572082392117822,1024
145,1,256,8,8,1.4566061300489648,False,DLMT,1,30,2048,35,512,1,30,1,8,5.738946785261854e-05,1.456625142857143,True,1,1,1,1.4566441556653213,128
146,256,1024,8,8,1.4550880122085879,False,DLMT,1,6,2048,35,1,1,30,1,8,2.9285365851578668e-05,1.4550977142857144,True,1,1,1,1.455107416362841,64
147,256,2048,8,8,1.4586982002846234,False,DLMT,30,1,2048,35,2048,1,7,1,8,3.561701038225488e-05,1.45871,True,1,1,1,1.4587217997153765,128
148,1,1,8,8,1.4555454062987834,False,DLMT,30,1,2048,35,1,12,1,1,8,3.887604582227097e-05,1.455558285714286,True,1,1,1,1.4555711651297885,256
149,512,128,8,8,1.457743045425773,False,DLMT,1,18,2048,35,2048,1,17,1,8,4.427741857785861e-05,1.4577577142857143,True,1,1,1,1.4577723831456557,1
150,32,1024,8,8,1.4585994838471061,False,DLMT,1,30,2048,35,1,1,9,1,8,6.451451347549652e-05,1.4586208571428574,True,1,1,1,1.4586422304386086,2048
151,16,2048,8,8,1.4590166477005655,False,DLMT,17,1,2048,35,512,18,1,1,8,4.6340355754222535e-05,1.459032,True,1,1,1,1.4590473522994347,1
152,1,512,8,8,1.456035890194848,False,DLMT,4,1,2048,35,2048,1,1,1,8,4.862685912715745e-05,1.4560520000000001,True,1,1,1,1.4560681098051522,1024
153,32,512,8,8,1.456573736478265,False,DLMT,13,1,2048,35,2048,30,1,1,8,4.046666554594709e-05,1.4565871428571429,True,1,1,1,1.4566005492360208,64
154,128,1,8,8,1.4593601182088303,False,DLMT,16,1,2048,35,256,1,30,1,8,4.448893464811999e-05,1.459374857142857,True,1,1,1,1.459389596076884,2048
155,512,1024,8,8,1.4570605370132148,False,DLMT,13,1,2048,35,1,16,1,1,8,3.287577111691409e-05,1.4570714285714284,True,1,1,1,1.457082320129642,256
156,64,256,8,8,1.4571393463737565,False,DLMT,1,16,2048,35,512,4,1,1,8,5.63052902868374e-05,1.4571580000000002,True,1,1,1,1.4571766536262438,256
157,1,1,8,8,1.4565254589886347,False,DLMT,15,1,2048,35,256,1,15,1,8,3.957942157543638e-05,1.4565385714285715,True,1,1,1,1.4565516838685082,512
158,512,256,8,8,1.455210246268373,False,DLMT,1,30,2048,35,512,19,1,1,8,3.8065464555644796e-05,1.4552228571428572,True,1,1,1,1.4552354680173414,2048
159,1,2048,8,8,1.4583163443060778,False,DLMT,1,14,2048,35,64,29,1,1,8,4.7256140946372686e-05,1.458332,True,1,1,1,1.458347655693922,2048
160,16,2048,8,8,1.4576682321749745,False,DLMT,1,30,2048,35,2048,8,1,1,8,3.897042311228764e-05,1.457681142857143,True,1,1,1,1.4576940535393115,512
161,64,1,8,8,1.4555207434928628,False,DLMT,1,1,2048,35,256,12,1,1,8,4.001428316417462e-05,1.4555339999999999,True,1,1,1,1.455547256507137,1
162,1,64,8,8,1.457214227678726,False,DLMT,1,21,2048,35,256,1,1,1,8,3.7259158578265384e-05,1.4572265714285715,True,1,1,1,1.4572389151784169,1
