id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,1,22,0.05640544999999999,301,RS,1.701411654370278,1,1024,8,2,True,False,8,False,8
