id,runs,mean_confidence_interval_sup,mean_confidence_interval_inf,U2_I,U2_J,cost_mean,baseline,technique,RT2_J,T2_Ia,correct_result,T2_J,T2_I,OMP,VEC2,cost_std,T2_Ja,SCR,RT2_I
1,10,0.09073824501391255,0.07317845498608742,1,8,0.08195834999999999,False,RS,16,2,True,2,1,True,True,0.014165804106668282,2,True,1
2,10,0.3523611929976709,0.35227820700232904,1,14,0.35231969999999996,False,RS,2,256,True,16,64,False,True,6.694632178096053e-05,512,False,32
3,10,0.30016904371995856,0.3001287562800413,1,20,0.30014889999999994,False,RS,8,4,True,16,2,False,False,3.2500615378793066e-05,64,True,8
4,10,0.09241945344566568,0.08369670655433428,1,18,0.08805807999999998,False,RS,2,128,True,128,4,True,False,0.007036799616558652,512,True,2
5,10,0.0986916695540727,0.06641237044592728,1,14,0.08255201999999999,False,RS,8,1024,True,16,64,True,True,0.026040301572055575,1024,False,2
6,10,0.09599021314699714,0.07838798685300284,1,14,0.08718909999999999,False,RS,1,2,True,16,1,True,False,0.014200038219526034,1,True,4
7,10,0.08755022306956767,0.07232935693043233,2,1,0.07993979,False,RS,4,16,True,8,2,True,False,0.012278951383766447,512,False,8
8,10,0.08380264934754442,0.039483990652455586,4,1,0.06164332,False,RS,4,1024,True,1,16,True,True,0.0357526733719536,32,False,4
9,10,0.11323647977238736,0.11317532022761263,1,10,0.1132059,False,RS,4,2048,True,2,8,False,True,4.933852450165141e-05,2,False,4
10,10,0.09531328190104195,0.07973111809895804,1,15,0.0875222,False,RS,1,4,True,1,2,True,True,0.012570416823240189,512,False,8
11,10,0.09692071951875379,0.08297730048124623,1,19,0.08994901000000001,False,RS,2,32,True,64,16,True,True,0.011248411418902673,1,True,32
12,10,0.08805557177084229,0.07003642822915769,1,19,0.07904599999999999,False,RS,2,64,True,256,4,True,False,0.01453637299631514,1,True,16
13,10,0.08825811537138309,0.08175430462861694,26,1,0.08500621000000001,False,RS,16,2,True,1,2,True,True,0.005246743200395843,8,True,4
14,10,0.10215797496762999,0.10213282503237003,1,18,0.10214540000000001,False,RS,8,2048,True,64,1024,False,True,2.028891322865816e-05,1,False,4
15,10,0.12927697500803945,0.08607144499196055,30,1,0.10767420999999999,False,RS,4,64,True,512,8,True,True,0.03485469208701893,1,False,4
16,10,0.10103167838297872,0.10099372161702128,20,1,0.1010127,False,RS,1,128,True,256,4,False,True,3.062041802457933e-05,1024,False,32
17,10,0.10018579093790109,0.1001394090620989,1,22,0.10016259999999999,False,RS,8,2048,True,1,4,False,False,3.741710838640704e-05,1,True,8
18,10,0.09106554447399412,0.09097187552600589,1,28,0.09101871,False,RS,8,2048,True,1,1,False,False,7.556445526833445e-05,32,True,8
19,10,0.09207124355437332,0.07610813644562667,1,12,0.08408969,False,RS,4,16,True,2,16,True,False,0.012877730763177962,1,False,8
20,10,0.14385629995803964,0.14382430004196037,1,12,0.1438403,False,RS,16,8,True,256,1,False,True,2.5814918167600605e-05,256,True,4
21,10,0.09672187374740725,0.08329540625259275,1,9,0.09000864,False,RS,1,1024,True,256,1024,True,True,0.010831377144869437,2048,False,16
22,10,0.09286796371859324,0.05918851628140675,1,6,0.07602824,False,RS,2,512,True,64,64,True,True,0.027169826863533753,512,True,16
23,10,0.10547149234044652,0.10544190765955348,3,1,0.1054567,False,RS,1,256,True,512,2,False,False,2.3866503723838704e-05,1024,True,16
24,10,0.12569521837499523,0.1247803816250048,7,1,0.1252378,False,RS,1,8,True,16,8,False,False,0.0007380155553916187,32,True,4
25,10,0.13602057906081905,0.13596462093918094,1,15,0.1359926,False,RS,1,1024,True,128,16,False,True,4.514244122774219e-05,1024,True,32
26,10,0.07991887504757367,0.06879188495242633,29,1,0.07435538,False,RS,32,8,True,1024,8,True,False,0.008976346626863292,1024,False,2
27,10,0.10852409905542938,0.06785966094457059,1,18,0.08819187999999999,False,RS,1,2048,True,1,2,True,False,0.032804746723814227,256,True,2
28,10,0.09782959065967718,0.07001170934032284,1,12,0.08392065000000001,False,RS,4,512,True,64,512,True,True,0.02244119416052764,128,False,1
29,10,0.09180814544058769,0.054573054559412304,24,1,0.0731906,False,RS,4,2048,True,1,1,True,False,0.03003822952785333,8,False,8
30,10,0.11238335732709732,0.0698907826729027,1,11,0.09113707000000001,False,RS,1,2048,True,1024,512,True,False,0.03427953794353273,1024,False,2
31,10,0.15454167767388083,0.1543605223261192,1,15,0.1544511,False,RS,1,512,True,64,256,False,False,0.00014614133569938436,1024,True,2
32,10,0.1177338572939488,0.08070154270605122,18,1,0.0992177,False,RS,2,1024,True,32,1,True,False,0.029874646179561693,2048,True,1
33,10,0.18510247316333114,0.18506172683666886,1,18,0.1850821,False,RS,32,16,True,2,4,False,False,3.287080771748419e-05,128,False,2
34,10,0.09420699203391125,0.07441962796608875,1,11,0.08431331,False,RS,1,64,True,2,2,True,False,0.015962828867995167,1024,True,2
35,10,0.07561806262965276,0.06920769737034724,21,1,0.07241288,False,RS,2,2048,True,2,1024,True,False,0.005171359018053183,1024,True,16
36,10,0.18937644536705567,0.18936115463294434,1,18,0.1893688,False,RS,2,1024,True,64,64,False,False,1.2335315156089271e-05,1,False,8
37,10,0.11979095407520479,0.11974824592479522,26,1,0.1197696,False,RS,2,128,True,2048,8,False,True,3.44534468522374e-05,1,True,2
38,10,0.0838161896555188,0.0734689303444812,29,1,0.07864256,False,RS,2,2,True,16,2,True,False,0.008347323527718331,512,True,8
39,10,0.10597231735777914,0.0681779826422209,12,1,0.08707515000000002,False,RS,16,2048,True,4,32,True,False,0.03048938176789585,16,True,2
40,10,0.10436226981470645,0.07409529018529354,1,23,0.08922878,False,RS,8,2048,True,4,64,True,True,0.024416926606262303,128,False,2
41,10,0.11010801691697457,0.11002158308302544,1,18,0.1100648,False,RS,4,1024,True,16,1024,False,True,6.972775630980624e-05,128,True,4
42,10,0.15238193618469442,0.15233166381530555,1,22,0.1523568,False,RS,32,2048,True,256,8,False,True,4.055564079138342e-05,1,True,1
43,10,0.09795664411607177,0.07102167588392821,28,1,0.08448916,False,RS,2,256,True,8,4,True,False,0.021728932008370772,512,False,8
44,10,0.09492791418239585,0.08122574581760417,7,1,0.08807683000000001,False,RS,4,32,True,32,16,True,True,0.01105379008431497,1024,True,16
45,10,0.1200223159985121,0.11999868400148789,2,1,0.12001049999999999,False,RS,4,32,True,2,16,False,True,1.9064364662898618e-05,2,True,2
46,10,0.09704006441362463,0.0783473355863754,1,16,0.08769370000000001,False,RS,1,256,True,2,1,True,False,0.015079766578432172,64,False,16
47,10,0.1189957488855063,0.11895945111449367,18,1,0.11897759999999999,False,RS,1,64,True,32,8,False,True,2.9282076429105624e-05,2048,True,1
