id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,16,512,128,32,0.41862307860021386,8,1,1,RS,500,10,True,64,512,64,2,1,1,True,1,29,False,10,0.02198326977408047,0.43224819999999997,True,True,0.4458733213997861
2,32,32,4,2,1.1022455415738681,8,16,4,RS,500,10,False,64,1024,1024,3,1,1,False,5,1,False,10,0.02075760171599794,1.1151110000000002,True,True,1.1279764584261323
3,1,1024,4,1,2.317620037866549,4,8,8,RS,500,10,True,2048,512,1024,1,7,1,False,5,3,False,10,0.00038555025612755804,2.3178590000000003,True,False,2.318097962133452
4,8,256,128,2,3.622079345516512,32,8,1,RS,500,10,True,512,8,256,1,2,1,True,2,11,False,10,0.0056190422671483315,3.625562,True,True,3.629044654483488
5,1,1,32,256,3.9825717695741836,32,4,64,RS,500,10,False,256,2048,1024,2,11,1,False,7,1,False,10,6.974955196986348e-05,3.982615,True,False,3.9826582304258165
6,1,1,1,64,4.992620514978924,128,128,32,RS,500,10,True,512,512,128,1,1,4,True,13,1,False,10,0.00015889933920572807,4.992719,True,False,4.992817485021076
7,512,16,2,128,3.1570775782276526,512,512,512,RS,500,10,True,1024,128,1,4,8,2,False,1,1,False,10,0.0033566286657895463,3.159158,True,True,3.1612384217723477
8,128,2048,256,4,9.5129490829293,64,2,4,RS,500,10,False,2048,512,4,1,20,3,True,2,1,False,10,0.00022413388855786518,9.513088,True,False,9.5132269170707
9,8,32,4,16,3.4394366730687,128,1,1024,RS,500,10,True,2048,64,1024,1,7,2,True,6,3,False,10,0.0009847238191492721,3.4400470000000007,True,False,3.4406573269313014
10,64,1,1,64,1.697338099875262,128,64,2,RS,500,10,False,128,256,512,3,7,3,False,1,1,False,10,0.007347429210274836,1.7018919999999997,True,True,1.7064459001247374
11,2048,16,2,16,5.196700996200531,8,8,128,RS,500,10,False,2048,2048,2048,1,4,2,True,3,7,False,10,0.09310013922653392,5.254403999999999,True,True,5.3121070037994675
12,128,16,16,1,0.6168276436327798,32,2,2,RS,500,10,False,32,16,512,1,3,4,True,8,1,False,10,0.09311732646940635,0.6745412999999999,True,True,0.73225495636722
13,256,64,1,64,4.95105538010815,16,8,32,RS,500,10,False,1,2048,2048,8,2,2,True,5,1,False,10,0.00042533398641550463,4.951319,True,False,4.95158261989185
