id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,speedup,U1_J,U1_I,U8_I,U7_I,U7_J,U2_I,cost_mean,U9_I,RT3_I,RT3_J,points,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,128,256,DLMT,8,8,False,1,128,True,1,256,8,False,256,256,256,2048,True,False,True,32,True,64,True,1,True,4,1,1024,False,1,16,1.5442654312883315,12,1,4,8,1,12,0.07997550000000002,1,1,8,287,128,2048,12,2048,True,1,8,8,1
