id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,64,128,DLMT,1,1,True,32,512,True,16,64,32,True,0.1970042721690321,512,128,256,64,True,True,False,32,True,512,True,1024,False,8,1,1,True,1,8,12,1,16,1,12,0.00021348937745404242,35,0.19714572783096795,8,0.19707500000000003,4,32,1,True,1,512,16,256,False,4,32,1,1
2,256,1024,DLMT,1,32,False,1,128,True,256,32,1,True,0.20882919405689757,256,256,1,1,True,False,True,128,False,256,True,1024,False,1,8,1,False,1,1,1,12,4,4,1,0.00015973778002509851,35,0.20893503451453102,8,0.2088821142857143,4,1,32,True,256,2048,16,1,False,1,1,32,12
3,16,512,DLMT,32,32,True,1,64,False,32,64,1,True,0.15034488013717667,512,256,2048,1024,True,False,False,64,True,64,False,1024,True,8,16,512,True,1,8,1,12,12,12,1,6.901028613066858e-05,35,0.15039060557710915,8,0.1503677428571429,12,32,1,True,2048,512,1,256,True,1,1,32,4
4,512,512,DLMT,1,1,True,32,16,True,256,1,32,True,0.14933130581086881,64,512,1024,1,True,True,True,32,False,16,False,1,True,12,1,256,False,1,1,1,4,12,16,1,0.001266486631172542,35,0.15017046561770261,1,0.14975088571428571,1,1,1,True,512,2048,8,512,True,16,8,8,1
5,256,2048,DLMT,32,32,True,1,32,False,1,1,1,True,0.2902706325628076,32,64,1,1024,False,False,True,64,True,1,False,1,True,12,4,2048,False,1,8,1,8,1,1,16,0.00026544025808502425,35,0.2904465102943351,1,0.29035857142857135,4,1,8,True,1,256,1,2048,False,1,1,32,4
6,1,1024,DLMT,32,1,False,1,1,False,32,32,1,True,0.1170493317013583,1,32,2048,1,True,True,True,128,True,64,True,256,True,1,12,64,True,4,1,8,1,8,1,16,2.8062263134765293e-05,35,0.11706792544149884,16,0.11705862857142857,1,1,32,True,1,256,1,1,False,1,1,8,16
7,64,512,DLMT,1,1,True,1,64,False,256,128,1,False,0.12647841421834508,512,512,2048,512,False,False,True,512,False,1,False,1024,False,1,16,1024,False,1,12,1,12,8,1,16,2.5225934176994847e-05,35,0.12649512863879778,1,0.12648677142857143,4,1,1,True,512,512,4,128,True,8,32,1,1
8,1,1,DLMT,32,1,True,32,512,True,32,1,1,False,0.13425110507673907,16,32,256,1,True,True,True,32,True,16,False,1024,False,16,16,1,False,1,16,12,1,12,1,16,0.00013292643354387174,35,0.1343391806375466,1,0.13429514285714284,16,1,32,True,128,512,1,2048,True,1,8,1,4
9,256,1,DLMT,8,1,True,1,256,True,256,128,1,False,0.14526169238046355,1,32,256,256,False,False,False,512,False,32,False,2048,True,4,1,2048,True,4,1,16,1,12,1,4,0.00010071031805761351,35,0.1453284219052507,4,0.14529505714285712,16,32,1,True,1024,1024,4,128,True,1,1,8,16
10,32,256,DLMT,8,1,True,1,256,False,512,1,8,True,0.12138280017457406,1,256,1,2048,True,True,False,1,True,1,False,128,True,8,12,64,True,1,8,1,8,12,8,1,2.2249861269918363e-05,35,0.12139754268256883,12,0.12139017142857145,12,1,1,True,512,2048,8,64,False,12,32,1,1
