id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,8,1,1024,False,8,32,128,32,1,1,0.11062230345967956,512,32,64,DLMT,1,True,False,False,512,256,False,6,27,1,256,8,35,64,19,26,0.11064242857142857,1,False,6.0746915601552154e-05,True,0.11066255368317758
2,32,1,2048,False,1,16,512,64,1,16,0.15838740777926472,128,1,1,DLMT,1,True,False,False,1,64,False,23,1,28,64,1,35,2048,19,1,0.15914082857142856,8,True,0.002274173174530712,True,0.1598942493635924
3,1,1,1,False,8,1,128,1,256,18,0.13361427417438188,1,128,512,DLMT,1,False,False,False,2048,1024,True,1,9,22,1,32,35,2048,21,1,0.13845914285714284,1,True,0.014624059366366793,True,0.1433040115399038
4,1,32,64,False,1,1,32,256,2048,1,0.24891565610859687,1,64,512,DLMT,1,False,True,False,512,2048,False,1,20,28,2048,1,35,256,15,23,0.2489958,32,False,0.00024191141235702733,True,0.2490759438914031
5,32,1,1,False,1,256,512,256,1,30,0.18560013563444847,512,64,32,DLMT,32,True,True,True,1024,64,True,1,15,6,256,1,35,1024,3,1,0.19041651428571427,1,False,0.014538063245684074,True,0.19523289293698007
6,32,1,1,False,1,128,128,1,128,12,inf,16,512,1,DLMT,1,True,False,True,2048,1,True,27,25,1,2048,1,1,2048,1,28,inf,1,False,inf,False,inf
7,32,1,1024,False,1,32,16,16,512,24,0.17010924979331626,512,512,32,DLMT,8,True,True,True,1024,128,False,1,16,16,2048,8,35,64,1,16,0.1706378285714286,1,False,0.001595495757897648,True,0.17116640734954092
8,1,1,512,False,32,512,512,128,1,1,0.2733811258392378,512,256,512,DLMT,8,True,True,True,512,2048,True,24,1,14,2048,1,35,1,7,13,0.28129008571428576,8,True,0.023872906844815203,True,0.28919904558933374
9,1,1,512,False,1,32,128,512,1,1,0.1745439352741615,128,256,32,DLMT,1,False,True,True,128,256,True,11,25,1,128,32,35,1,28,3,0.17525688571428572,1,True,0.0021520148933556415,True,0.17596983615440992
10,8,1,1,False,1,256,128,1,256,1,0.14708101514293156,32,512,1,DLMT,32,False,True,True,1,2048,False,11,1,10,1024,1,35,256,28,17,0.1470987142857143,1,False,5.342421678205084e-05,True,0.14711641342849704
11,8,1,512,False,8,32,16,128,128,1,0.0966818960433598,1,512,128,DLMT,1,True,True,False,1,1024,False,1,8,25,1,8,35,1,9,27,0.09803557142857143,8,True,0.004086019764903698,True,0.09938924681378306
12,1,32,256,False,1,64,1,1,128,22,0.24290101782514326,64,128,64,DLMT,32,False,False,True,1,256,False,1,21,22,512,1,35,512,1,19,0.24434340000000004,1,True,0.004353777973209015,True,0.24578578217485683
13,1,1,1,False,1,256,16,64,2048,1,0.15172067899998248,1,128,256,DLMT,8,False,False,False,128,1,False,24,1,30,256,8,35,2048,15,22,0.1517581714285714,1,False,0.00011316952788103515,True,0.1517956638571603
14,32,1,2048,False,1,1,16,256,1024,1,0.12000955021873519,1,64,1,DLMT,32,False,True,True,256,128,True,20,1,30,512,1,35,256,1,14,0.1253179142857143,1,True,0.01602310327419474,True,0.1306262783526934
15,1,1,1,False,32,512,512,512,512,2,0.18339823766652358,64,64,64,DLMT,8,True,False,True,2048,256,False,11,19,1,2048,1,35,512,7,1,0.18344105714285713,8,False,0.0001292490271545893,True,0.1834838766191907
16,8,8,1024,False,1,16,1,1,1024,8,0.16602473378540336,512,1,1,DLMT,1,True,True,False,1,256,True,17,17,1,512,8,35,1024,28,1,0.16846531428571426,8,False,0.007366803201899058,True,0.17090589478602516
17,8,8,64,False,1,512,16,128,1024,26,0.10609691021446396,16,1,128,DLMT,1,True,False,True,1,1,False,25,9,1,1024,32,35,1,26,1,0.10615811428571428,1,False,0.00018474225619627418,True,0.1062193183569646
18,8,1,2048,False,1,32,1,128,2048,28,0.17979979854678838,1,64,128,DLMT,8,True,False,True,64,1024,True,1,19,18,2048,1,35,2048,30,1,0.1815376,1,True,0.005245490287312114,True,0.1832754014532116
19,1,32,2048,False,1,16,128,256,128,19,0.1201418450077396,32,64,512,DLMT,1,True,True,False,2048,1,False,5,1,12,1,8,35,1024,9,1,0.12016565714285714,1,False,7.187606112792641e-05,True,0.12018946927797468
20,1,1,1,False,1,256,16,128,1,30,0.2671581412494007,32,16,16,DLMT,8,False,False,False,1,1,True,21,17,1,2048,8,35,1024,1,2,0.2680344,1,True,0.002644955070641898,True,0.26891065875059933
21,1,8,2048,False,1,32,1,1,2048,5,0.11817557355254003,512,512,512,DLMT,8,False,True,True,1,2048,True,28,1,1,64,1,35,512,1,18,0.12062751428571428,1,False,0.007401093650348207,True,0.12307945501888852
22,8,1,1024,False,8,1,512,16,1024,2,0.10724277531415166,512,1,128,DLMT,1,False,True,False,512,128,False,1,13,29,64,32,35,2048,1,8,0.10930697142857143,1,True,0.006230700664500921,True,0.1113711675429912
23,1,1,1,False,1,256,16,128,1,13,0.11831238641336791,1,512,128,DLMT,1,False,True,True,2048,256,False,17,1,15,2048,1,35,128,1,29,0.11932737142857143,8,True,0.003063695239279468,True,0.12034235644377494
24,1,1,1024,False,8,64,512,1,512,1,0.1135819474836729,32,16,32,DLMT,1,True,True,True,256,128,True,26,1,4,2048,1,35,64,1,2,0.1154070857142857,32,True,0.005509113163640397,True,0.11723222394489852
25,1,1,64,False,32,1,64,128,2048,10,0.22330189345661644,256,64,32,DLMT,1,True,True,False,256,256,False,11,11,1,2048,1,35,1,1,29,0.225109,32,True,0.0054546851735785004,True,0.22691610654338357
26,8,1,1,False,1,256,1,1,2048,10,0.09915558681087912,32,64,1,DLMT,1,False,True,True,128,1,False,1,29,1,1,8,35,1,11,1,0.09926089999999999,8,False,0.0003178840192810674,True,0.09936621318912085
