id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.27839896289686267,1,512,64,1,9,1,30,DLMT,24,512,512,2048,0.2780697228174231,0.0004968995841562912,1,0.2782343428571429,32
2,True,35,0.18950102287311263,32,128,1,512,26,28,1,DLMT,20,1,1,2048,0.18946640569831594,5.224533960272507e-05,1,0.18948371428571428,1
3,True,35,0.2084142430482069,1,64,256,64,23,27,1,DLMT,15,512,1024,1,0.20830467123750737,0.00016536925657572636,1,0.20835945714285714,1
4,True,35,0.19992595033087576,1,512,512,256,19,22,1,DLMT,13,512,1,1,0.19990524966912424,3.1242096143321525e-05,1,0.1999156,32
5,True,35,0.2593710607419801,8,256,1,16,27,3,1,DLMT,23,1,512,2048,0.2593523106865913,2.8298179071731214e-05,1,0.2593616857142857,8
6,True,35,0.23109666746143182,32,32,512,1,21,1,23,DLMT,19,2048,1,128,0.230965675395711,0.00019769738573519543,1,0.2310311714285714,1
7,True,35,0.315306859553244,1,512,32,512,11,27,1,DLMT,25,1024,64,2048,0.3148860547324702,0.0006350919997632391,32,0.3150964571428571,1
8,True,35,0.1376126142330599,1,1,512,512,5,1,2,DLMT,2,1024,1,128,0.13757818576694011,5.196053447432442e-05,1,0.1375954,32
9,True,35,0.1347976563523775,32,128,512,256,1,10,6,DLMT,5,1,2048,1,0.13477765793333674,3.0182249141925826e-05,1,0.13478765714285712,1
10,True,35,0.2047491749567594,1,64,1,32,23,30,1,DLMT,2,2048,1,2048,0.2047262536146692,3.459361743655738e-05,1,0.2047377142857143,8
11,True,35,0.3229173333751725,1,32,32,64,1,23,29,DLMT,19,2048,2048,1,0.3225907809105416,0.0004928433505316487,32,0.32275405714285704,1
12,True,35,0.15037653048904975,1,32,1,512,8,1,25,DLMT,29,2048,1,1024,0.15034558379666452,4.6705730977283614e-05,1,0.15036105714285714,1
13,True,35,0.20062897708610178,1,16,1,512,2,24,1,DLMT,28,512,2048,1,0.20057696577104112,7.849712850591198e-05,1,0.20060297142857145,32
14,True,35,0.1921644481251536,1,256,1,1,5,19,1,DLMT,1,128,1,1,0.19214858044627503,2.394800490177476e-05,1,0.1921565142857143,1
15,True,35,0.0947004371518125,1,256,256,1,1,8,8,DLMT,27,1,1,2048,0.09466685427675892,5.0684341582313004e-05,1,0.09468364571428571,1
16,True,35,0.19229130477572853,1,16,512,256,25,1,13,DLMT,22,2048,2048,1024,0.19224772379570004,6.577379913811799e-05,1,0.1922695142857143,1
17,True,35,0.28933246264735735,1,1,128,1,22,5,1,DLMT,27,2048,128,1,0.2891601659240711,0.00026003568671885614,32,0.28924631428571423,1
18,True,35,0.27618192338240316,1,256,32,64,29,1,27,DLMT,6,1,1024,512,0.2759364194747396,0.0003705222943525066,32,0.2760591714285714,1
19,True,35,0.14012115707544417,32,1,32,1,1,26,7,DLMT,26,2048,1024,2048,0.1398461000674129,0.00041512477199816684,1,0.13998362857142854,1
20,True,35,0.13450368175015914,1,16,128,256,1,2,4,DLMT,1,1024,2048,2048,0.13447380396412656,4.5092503562688815e-05,32,0.13448874285714285,1
21,True,35,0.15106764891730623,1,1,256,512,1,20,25,DLMT,1,1,1,2048,0.1509955510826938,0.00010881234173698138,1,0.15103160000000002,8
22,True,35,0.3336915116612242,1,1,512,1,1,26,18,DLMT,20,64,2048,2048,0.3331216883387758,0.0008599954551374929,32,0.3334066,1
23,True,35,0.21511731783520693,32,512,512,512,3,9,1,DLMT,4,2048,1024,2048,0.21498605359336442,0.00019810816258203964,1,0.21505168571428568,1
24,True,35,0.17896968458231116,1,1,1,1,1,1,1,DLMT,1,1,1,1,0.17876448684626028,0.0003096909400795372,1,0.17886708571428572,1
25,True,35,0.19524075695115053,8,1,1,32,1,1,1,DLMT,11,1024,1,128,0.19521901447742093,3.281443186732515e-05,1,0.19522988571428573,1
26,True,35,0.14403555382889285,1,256,1,128,26,1,16,DLMT,6,1024,2048,1,0.14391958902825,0.00017501776003174893,1,0.14397757142857143,32
27,True,35,0.13492177127182622,32,256,256,512,1,21,7,DLMT,27,2048,2048,1024,0.13484080015674518,0.0001222041784248411,1,0.1348812857142857,1
28,True,35,0.12516798011725,1,256,512,1,1,12,6,DLMT,3,2048,1024,2048,0.12513801988275003,4.52169374081382e-05,1,0.12515300000000001,1
29,True,35,0.17133752852291687,1,128,512,512,23,1,28,DLMT,4,512,1,128,0.17112721433422598,0.0003174128528961526,1,0.17123237142857142,32
30,True,35,0.2030751383930791,1,1,32,256,28,26,1,DLMT,3,512,128,2048,0.20298166160692088,0.00014107813437950036,1,0.2030284,1
31,True,35,0.21400604513854707,32,512,32,1,28,14,1,DLMT,24,64,256,2048,0.21384184057573866,0.0002478227411284277,1,0.21392394285714286,1
32,True,35,0.20526002098849236,1,32,32,256,20,29,1,DLMT,25,2048,1,256,0.20522763615436476,4.887622016849507e-05,1,0.20524382857142856,1
33,True,35,0.2094600861805401,1,1,256,32,29,7,1,DLMT,25,1,256,1024,0.20938002810517417,0.00012082618988971648,1,0.20942005714285714,32
34,True,35,0.16425127978315163,8,512,16,16,1,27,28,DLMT,26,64,2048,1,0.16413837735970543,0.00017039592310922559,1,0.16419482857142853,1
35,True,35,0.13499203059842174,32,1,1,256,5,1,7,DLMT,30,512,1,128,0.13496631225872113,3.881493505950333e-05,1,0.13497917142857144,1
36,True,35,0.16626781305313762,32,512,512,64,27,1,23,DLMT,22,2048,1,1024,0.16617315837543387,0.00014285584570839652,1,0.16622048571428574,1
37,True,35,0.13839975775858515,32,1,128,512,1,18,17,DLMT,13,1,2048,1,0.1382170422414148,0.0002757600613369724,1,0.13830839999999997,1
38,True,35,0.12669384958249896,1,256,512,256,1,22,5,DLMT,20,2048,1,1,0.1265071789889296,0.00028172918824680485,1,0.12660051428571428,1
39,True,35,0.13534727503034,1,512,64,512,1,16,5,DLMT,6,1,1024,2048,0.1353211821125172,3.9380260257636886e-05,1,0.1353342285714286,32
40,True,35,0.21744507463428434,32,16,512,128,25,9,1,DLMT,2,2048,2048,2048,0.2174213253657157,3.584315037174467e-05,1,0.21743320000000002,1
41,True,35,0.19514260628952498,32,64,128,16,1,30,29,DLMT,1,256,1,1024,0.19476390799618923,0.0005715434913013858,1,0.1949532571428571,1
42,True,35,0.16037125266500585,1,32,512,1,30,1,6,DLMT,29,512,1024,1,0.16034371876356557,4.155503849703134e-05,1,0.1603574857142857,1
43,True,35,0.21055301173644364,1,1,16,512,1,4,30,DLMT,9,1024,256,2048,0.21041213112069918,0.00021262149947927722,1,0.2104825714285714,1
44,True,35,0.19537213733782802,1,1,64,16,1,23,28,DLMT,25,2048,2048,128,0.19520077694788626,0.00025862254269849803,1,0.19528645714285714,32
45,True,35,0.2143666548952788,8,256,1,32,4,9,1,DLMT,2,64,1,1,0.21433374510472117,4.966850108469158e-05,1,0.2143502,8
46,True,35,0.16333151737637544,1,512,64,512,16,1,27,DLMT,28,1,256,1024,0.16321013976648177,0.00018318694365737528,1,0.1632708285714286,1
47,True,35,0.2944072084528538,8,1,32,1,1,19,30,DLMT,30,1024,1,2048,0.29426279154714613,0.0002179585805999455,1,0.29433499999999996,8
48,True,35,0.24845682737516425,1,128,64,256,11,4,1,DLMT,29,1024,2048,1,0.24843242976769284,3.682164403428774e-05,1,0.24844462857142854,1
49,True,35,0.21321269458338876,32,128,32,512,25,1,26,DLMT,29,1,512,256,0.21296056255946838,0.00038052565790828096,1,0.21308662857142857,1
50,True,35,0.41555309369665966,32,128,64,256,29,1,1,DLMT,26,1,2048,1024,0.4155106777319118,6.401552107712344e-05,1,0.41553188571428573,1
51,True,35,0.14554485180166982,1,128,128,512,30,1,16,DLMT,27,512,1,1,0.1455033196269016,6.26816771717301e-05,1,0.1455240857142857,1
52,True,35,0.17479822248278987,32,128,64,256,1,30,29,DLMT,5,512,512,256,0.1746408060886387,0.0002375778214069858,1,0.17471951428571428,1
53,True,35,0.201846583925716,1,128,512,32,2,4,1,DLMT,7,1,512,256,0.20182524464571253,3.2205919090904384e-05,1,0.20183591428571426,32
54,True,35,0.19909171064111905,1,128,1,512,21,2,1,DLMT,25,2048,256,1024,0.19906246078745235,4.414480809373591e-05,1,0.1990770857142857,32
55,True,35,0.17376740367440868,8,128,1,1,1,2,4,DLMT,26,1,1,128,0.17375122489701994,2.4417524653497666e-05,1,0.1737593142857143,1
56,True,35,0.1947463827885754,32,128,512,1,29,1,22,DLMT,1,2048,1024,256,0.1945317314971389,0.0003239585461009425,1,0.19463905714285715,1
57,True,35,0.1845584156676705,1,128,512,512,4,1,30,DLMT,5,2048,512,1024,0.1843228986180438,0.0003554498110328177,1,0.18444065714285715,1
58,True,35,0.21573361544582673,1,128,32,16,22,27,1,DLMT,29,2048,2048,512,0.21568015598274473,8.068271949116426e-05,1,0.21570688571428573,32
59,True,35,0.20026662890210006,1,128,64,512,10,25,1,DLMT,11,1,1,1024,0.20023291395504278,5.088366884474988e-05,1,0.20024977142857142,32
60,True,35,0.26114520493328847,1,128,1,16,28,1,29,DLMT,3,2048,1,256,0.26081496649528296,0.0004984063386107232,1,0.2609800857142857,8
61,True,35,0.20736651585772037,1,128,128,64,3,28,1,DLMT,28,2048,2048,1,0.20733411271370816,4.890385402783282e-05,1,0.20735031428571427,1
62,True,35,0.16580231437624704,8,128,256,32,1,27,28,DLMT,27,1024,1,1024,0.16565968562375294,0.00021525984298052404,1,0.165731,1
63,True,35,0.15898560859090372,1,128,512,1,10,1,24,DLMT,22,256,2048,2048,0.15887953426623908,0.0001600907395759015,1,0.1589325714285714,1
64,True,35,0.2405155936189756,8,128,1,16,28,21,1,DLMT,2,1,2048,1,0.24047406352388148,6.267853846152848e-05,1,0.24049482857142854,1
65,True,35,0.14631126792479632,1,128,1,128,2,1,10,DLMT,3,1024,2048,1024,0.14627718921806082,5.143266650362672e-05,1,0.14629422857142857,1
66,True,35,0.16615106537567437,1,128,1,1,1,13,23,DLMT,4,64,256,1,0.16595802033861135,0.00029134970081204023,1,0.16605454285714286,32
