id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,1,1,1,1,15,1,12,SIMP,3,1.7378969233788433,1,1,1,170,1,0.10234882857142855,8
2,1,16,1,1,1,29,12,SIMP,10,1.8594083462047613,1,1,1024,170,8,0.09566038285714287,8
3,1,1,1,1,15,1,12,SIMP,3,1.7378969233788433,1,1,1,170,1,0.10234882857142855,8
